name,comment,sentiment_type,polarity,subjectivity
Kronixs14,What experience Im glad was from start kids days wounded underneath still Get goosebumps,Positive,0.5,1.0
ShaDoW,am after 4 years this time also still feeling chill,Positive,0.0,0.0
palash suwalka,thor says the hell you guys still excites in 2022,Negative,0.0,0.0
nerdnunu,Yes youve comeback the greatest trailer ever,Positive,1.0,1.0
nixskatant,hate that Ive never seen movies thats probably Ive switched Star Wars since also havent seen movies little bit want to handle power being a Star Wars a Marvel superhero enjoyer once,Negative,-0.49375,0.7
The Equalizer,You watched trailer endgame then movie Where that bring Back me,Neutral,0.0,0.0
olivia,fact i watched hundreds times that is 200 million views says much abt trailer movie,Neutral,0.2,0.2
Darren Arcenal,Always gives goosebumps,Neutral,0.0,0.0
Brandon Moore,remember one 5 years ago Avengers Infinity War I so excited,Negative,0.375,0.75
Jack Mesco,What time be alive,Positive,0.1,0.4
Sandbox074,Lets go trailer out been waiting this since 2018,Neutral,0.0,0.0
Lonkacz,This trailer even year still gives chills,Neutral,0.0,0.0
Telford Tahau,2022 this Trailer still epic,Neutral,0.1,0.4
Manmeet Singh Naruka,You know a Masterpiece you want watch trailer after almost 4 years its release,Positive,0.0,0.0
Music&Fun,Now a time KGF chapter 2 be number one position,Positive,0.0,0.0
Professor Brain,The thanos quotes probably favorite thing this trailer,Positive,0.5,1.0
Devismita D.,Its 4 years and am still stuck,Negative,0.0,0.0
Taz,Still get chills watching trailer probably best trailer ever made,Positive,1.0,0.3
Athish Athish,Switching trialers Endgame Infinity warbut never disappointed get hype everytime watch,Positive,0.375,0.75
SussyBaka,soo been 4 years since came still feels like yesterday,Positive,0.0,0.0
A N,was living my parents this came and still,Neutral,0.0,0.0
Prasidh Hegde,Yes Indias KGF chapter 2 really broke record set this trailer So proud,Positive,0.5,0.6
Ndamulelo Nemakhavhani,Will MCU ever reach level,Neutral,0.0,0.0
MRah,cant believe trailer now 3 years old The amount excitement this brought our generation incredible,Positive,0.5,0.55
The Shape Lurks,To This Day Still Get Goosebumps,Neutral,0.0,0.0
Kabuto,This honestly one the best trailers all time Ive watched Infinity War multiple times and still get hyped watching in 2019,Positive,0.5333333333333333,0.39999999999999997
Morgan Taanji,legit watch trailer daily Goosebumps every single time,Neutral,-0.03571428571428571,0.10714285714285714
srikar allena,If still watch and bgm gives chills Trust you witnessed greatest cinematic experience the history Generations may pass movie be noted time,Positive,0.5,0.6
op,Kgf 2 broke record this,Negative,0.0,0.0
Zaafir Ashar,still get goosebumps watching trailer,Neutral,0.0,0.0
mcu fan,Bring Thanos Proof mcu the best,Positive,1.0,0.3
ISetYourFaceOnFire,This movie our generations empire strikes back,Negative,0.0,0.0
Ahmed Faiyaz azad,man still remember hype,Neutral,0.0,0.0
Anup Shastri,After 4 yearsthe algorithm threw at Still goosebumps real as the first day saw,Neutral,0.225,0.31666666666666665
F1 Clips,We got witness Avengers era Thank God,Positive,0.0,0.0
Jason Codger,Even watching movie countless times trailer still gives the level hype suspense,Neutral,0.0,0.5
F1 Clips,Engage forces get editor raise,Positive,0.0,0.0
clydx,My father whole marvel fan We watched first iron man movie never missed a single one But 2018 Valentines Day passed away an accident wished could see infinity war endgame together miss u dad Thank marvel entertainment everything,Positive,0.1261904761904762,0.3158730158730159
Ashton Jones,A trailer gives more goosebumps more watch ittruly masterpiece,Positive,0.5,0.5
NONO TOTA,Just amazing,Positive,0.6000000000000001,0.9
Just for Studies,This film be always best superhero film ever made even 100 years,Positive,1.0,0.3
Yousif Black,cant believe been 4 years,Neutral,0.0,0.0
MrNiall8000,This for sure favourite marvel movie,Positive,0.5,0.8888888888888888
Sergio M,Thanos Fails Covid19 Fine will it,Negative,-0.04166666666666666,0.4
Arin Swaminathan,Still I remember day first time watched marvelous video,Positive,0.625,0.6666666666666666
Johnny Seizure,The fact this movie almost two years old Jesus man remember hype,Neutral,0.1,0.2
Biman Mushahary,Becoming most viewed trailer,Neutral,0.475,0.675
KyeThePie,You know a good trailer you still get exited watching after many years,Positive,0.6,0.55
"PB17 RAZON, Jarvis Emmanuel P.",Trailer still gives chills,Neutral,0.0,0.0
stfu u thought u ate that,The hype this movie just wow love Marvel,Positive,0.3,0.8
Anil Lohra,159 hulk came this scene,Neutral,0.0,0.0
Ranjan Kumar,You couldnt watch MCU movie last 1 year And did bring Back the Trailers,Neutral,0.0,0.03333333333333333
NxT Safal,And Get This Man A Sheild Miss You Chadwick Boseman WAKANDA FOREVER,Negative,0.0,0.0
Cole Fonseca,Nick Fury There an idea Tony Stark bring together group remarkable people Vision see could become something Thor Odinson when needed us we could fight battles,Negative,0.275,0.675
lcszin,Man 250 milhes de vizu em um trailer de um filme marvel foda bro,Positive,0.0,0.0
Hany George,Its 2022 But will always remember experience,Neutral,0.0,0.0
abhishek late,Still gives goosebumps,Neutral,0.0,0.0
Jake L,Cant believe trailer over three years ago,Neutral,0.0,0.0
The Sponge,Jeez 4 years time really fly,Neutral,0.8,0.9
Achim Rares,remember exactly day released was school was Tuesday waited whole day arrive home watch Back I no worries except not get spoiled,Positive,0.15,0.21666666666666667
Hakim Mohamed,Marvel gave the best birthday gift 4 years ago,Positive,1.0,0.3
Thangam Mariappan,Still gives chills,Neutral,0.0,0.0
The_Troopa,Still best marvel trailer ever,Positive,1.0,0.3
Shakit Solanki,This trailer literally puts smile the face,Positive,0.3,0.1
Aaron Debellotte,Everybodys fighting Nothing left fence the fight all our lives occasion Thats this movie,Negative,0.0,0.0
Duca Dan,This movie promised movie delivered,Positive,0.0,0.0
Nkazimulo Khanyile,still get goosebumps,Neutral,0.0,0.0
Just Shorts,will never get old,Neutral,0.1,0.2
Iron Spidey,Back 2017 many us didnt watch Marvel atleast theatres remember India was good amount Marvel Fans not like Infinity War friends said a nice film went watch totally loved 1 year whole world started loving Marvel much yet Endgame ends people say they stop watching Marvel little they remember many started watching it more 2018 At point am loving Marvel Like hell wish I was kind fan 2018 movie better that endgame I agree movies trailer gives chills now Hope all witness hype endgame infinity war look No way home it was close only till spidey fans and now doctor strange 2 lets see we get,Positive,0.37265624999999997,0.5906250000000001
Hazard,One the best movies history,Positive,1.0,0.3
Sandwichdude #Roadto100subs,This trailer gives vine called nostalgia Remember everyone school talking it lol,Positive,0.8,0.7
Thanos,Man makes feel proud really the greatest villain MCU,Positive,0.6666666666666666,0.7333333333333334
LightsCameraJake,Yup that baritone sound the main theme hits eyes still water Confirmed,Neutral,0.32222222222222224,0.5777777777777778
Kasthuri Rangan,Watching trailer 122333344443th time gives goosebumps,Neutral,0.0,0.0
Teoman,This movie legendary 4 years less 10 days,Neutral,0.4166666666666667,0.5333333333333333
Sahil Rewatkar,This trailer makes cry because marvel movies never the now,Negative,0.0,0.0
Reshma Vora,Get man shield will remember line the rest my life,Neutral,0.0,0.0
CAZ,117 Evacuate City Engage defenses Get man shield,Positive,0.0,0.0
Timothy Becker,CANT WAIT FOR THIS TO COME OUT,Neutral,0.0,0.0
Mohd Ferozkhan,This trailer a epic one mcu,Neutral,0.1,0.4
Salman Khan,want remake movie will Thanos,Positive,0.0,0.0
SUB ZERO,We never movies like avengers ever Cherish moments,Positive,0.0,0.0
Varun Bhat,KGF chapter 2 teaser beats trailers views another one day,Negative,0.0,0.0
Hiro Takahashi,To day despite outcome still feel this movie strongest movie ever made even than Endgame Endgame a great final battle this whole movie start finish kept people the edge their seats Everyone thought the Avengers would win the end Infinity War this generations Empire Strikes Back,Positive,0.36,0.51
The Joss Guy,always a legendary movie,Neutral,1.0,1.0
Pinak Pratim Deb,Dread run it destiny still arrives Josh Brolin deserve Oscar putting life Thanos His voice nothing masterpiece,Negative,0.0,0.0
shlomoka,still masterpiece,Positive,0.0,0.0
Y A S H,Still my heart,Positive,0.0,0.0
Krish Verma,Loved,Positive,0.7,0.8
Kay,is hype will never get back,Neutral,0.0,0.0
aiden Cao,Rewatching seems like im getting reborn,Positive,0.0,0.0
Abel Ramos,still remember first day came This all EVERYONE school talking This trailer gave chills and still now,Neutral,0.25,0.3333333333333333
Safertransmission 20,Iron man spider man scence still gives goosebumps,Neutral,0.0,0.0
MazvisK1,Every singlle beat Avengers theme song beat gives best chills,Positive,1.0,0.3
Shashank vikram,Drstrange infinity war casting spells that Thanos forget infinity stones Drstrangenaah Drstrange no way home casting spells that everyone forget in hell Peter Parker Dr Strangehell yeah,Negative,0.0,0.0
Curliestlake2,This one the best movies ever,Positive,1.0,0.3
F1 Clips,This trailer alone better most the movies there,Positive,0.5,0.5
Chief Ed,Thor hands best character Especially the scene he entered Wakanda lost sht My theater went crazy that,Positive,0.13333333333333333,0.7333333333333334
Bryan_smh,im pretty sure can agree this in top 3 best trailers ever made,Positive,0.5625,0.6722222222222222
Turbina Fever,Algn da le diremos nuestros hijos inclusive nuestros nietos que nacimos vivimos y disfrutamos la poca ms pica en la historia del cine Algn da,Neutral,0.0,0.0
OP SAGAR,Infinity war Hype,Negative,0.0,0.0
Dark,Still gives chills,Neutral,0.0,0.0
Ahmad Raza,An awesome movie,Positive,1.0,1.0
Super Marvel,Goosebumps even release,Neutral,0.0,0.0
Λ Z Ή Λ Я,Evacuate city engage defences get man shield Rest Power King Wakanda Forever,Positive,0.0,0.0
R P.,Cant believe almost 4 years remember so hyped I saw this came Time flies man,Neutral,0.0,0.0
Cyclopser 31,Kids rewatch movie future not understand the hype this movie gave 10 years movies combined one with ending one would ever expect,Neutral,0.0,0.125
honeyheartcrushhh,cant believe trailer turn 5 years year felt like yesterday watching this trailer,Positive,0.0,0.0
ReviewNerd,Such nostalgia,Neutral,0.0,0.5
Mani Sheikh,4 years still love,Positive,0.5,0.6
Aima fatima,Who watching in 2022 a legend,Neutral,0.0,0.0
MOVIE mania,Some people stop watching trailerbut usthanks the likes,Positive,0.0,0.0
Shweta Dewangan,Thanos be best villain Marvel history No evil revenge hatred someone specific terrified many superheroes Is really greatest supervillain,Positive,0.6,0.585
행복끼토산,4,Neutral,0.0,0.0
Tech Strategy,Kgf chapter 2 teaser break record avengers infinity war trailer,Negative,0.0,0.0
JS Movie Rulz,After 4 Years This trailer still gives chill,Neutral,0.0,0.0
Syottc,bet nobody expected avengers actually lose they,Negative,-0.05,0.25
Sunny_Waifu,Already saw movie came back because trailer still awesome,Positive,0.5,0.5
The Fabulous one,From iron man endgame multiverse madness marvel improve exponentially doesnt glad see,Positive,0.5,1.0
The Spammer,This endgame masterpiece,Positive,0.0,0.0
Comments,The masterpiece created Endgame,Positive,0.0,0.0
Hirakjyoti Baishya,Its four years vibes still Thats the power marvel Hats,Positive,0.0,0.0
colten-karl,They good this,Positive,0.7,0.6000000000000001
Jacobi Leoo,know im 3 years late whoever made trailer give a raise tone narration music etc ITS ALL PERFECT,Positive,0.35,0.8
Spiritual Monster,have seen thousands english films far film so remarkable setup benchmarks others have seen film without peak expectations Blown mind Still ravenous watch this film many times,Positive,0.3375,0.5625
Bumboo Boom,cant believe 4 years passed Man hype real,Neutral,0.2,0.30000000000000004
shehneel shehzad,Still watching incredible trailer the month April Approaching,Neutral,0.45,0.45
JustusShed,Im sorry this one the best movie trailers all time,Positive,0.25,0.65
Ashok Donur,Marvel Avengers infinity war Most viewed Trailer the world KGF chapter 2 Most viewed Teaser the world,Negative,0.5,0.5
Bluexflame,Bro still gave goosebumps fact avengers said the same words Nick fury said the avengers the beginning the trailer infinity war the unbelievable scene the trailer the last seconds the trailer guardians the Galaxy showed,Negative,-0.08333333333333333,0.3972222222222222
GTA V 1234,Best trailer history,Positive,1.0,0.3
Joseph Vasquez,Get man shield Even 2021 still brings feels,Neutral,0.0,0.0
Hannaneh STM,Its really painful writersproducers Make masterpieces people start loving feeling emotional every scene in end just Ruin with illogical not acceptable ending It happens the time Like are witnessing masterpiece born and distroyed,Positive,-0.033333333333333326,0.8333333333333334
THARA BHAI JP,No 1 trailer all time one beat,Negative,0.0,0.0
Bhagya taneja,This movie memory every mcu fan,Positive,0.0,0.0
THE OFFICIAL,Marvel always entertain us Dosent run behind Oscar,Positive,-0.4,0.7
Fais,If had Dr Strange friend would like to vanish my memories i could watch Sequel till Endgame do again again How good it feel thinking,Positive,0.32499999999999996,0.37500000000000006
Lars-Kristian,And everyone how trailer made Shows enough without spoiling movie still gives chills,Neutral,0.0,0.5
Hom Tolland,This still hypes up,Neutral,0.0,0.0
DrayVill TV,Seeing in 2022 gives brings nack memories,Neutral,0.0,0.0
Olle,remember seeing Guardians the end this trailer freaking,Negative,0.0,0.0
erwin erwin,thanos voice something put smile our face,Positive,0.3,0.1
GD Zeon,miss 20172019 best 3 years,Positive,1.0,0.3
041 - Chozhan M,Fun fact DrStrange already saw Avengers 4,Positive,0.3,0.2
Fox620,Dang remember this came like was yesterday,Positive,0.0,0.0
Arpan Mandal,still remember silence the end the film,Neutral,0.0,0.0
MOTIVATION !,159 Only am shocked Bruce a Hulk,Negative,-0.35,0.9
Om parkash Garg,The hulk running I cant see in whole movie wtf marvel,Negative,-0.15,0.7
AF STYLES,Most nostalgic trailer,Neutral,0.0,0.75
Rohit kundurthy,Getting chills Im still worthy xD,Positive,0.3333333333333333,1.0
mineWorlds,Record breaked KGF 2 makes history,Neutral,0.0,0.0
MINE SOURCE,How Hulk running,Neutral,0.0,0.0
8D MUSIC KANNADA,Even the BGM gives goosebumps,Neutral,0.0,0.0
juan lizarraga,want relive nostalgia badly,Negative,-0.6999999999999998,0.6666666666666666
The shape,Man was 15 this movie came now 19 last year being teenager,Neutral,0.0,0.06666666666666667
DOCTOR FATE,2022 y l trailer sigue emocionando,Positive,0.0,0.0
Bean Underson,like hulk in thumbnail,Positive,0.0,0.0
Raghu Ram,So we Watching most popular trailer Marvel,Positive,0.55,0.7
peyton card,cant believe movie 4 years old its even old the mcu movies use come,Neutral,0.1,0.2
DEVANSHU,can watch trailer day long,Neutral,-0.05,0.4
Raistar,KGF BEET THE RECORD LOVE FROM INDIA,Positive,0.5,0.6
aexxtie,Its 4 years still watch infinity war endgame every single day This movie amazing,Neutral,0.26428571428571435,0.5571428571428572
naveen prasad,One the best trailer still watching this never old Gooosbmsss,Positive,0.475,0.25
Shiv Edulab,Still thinking their hulk final fight trailer,Negative,0.0,1.0
Abigail Brown,So glad was high school Infinity war Endgame came Ill never forget gathering around watch it English teachers room school,Negative,0.04000000000000001,0.635
•Always Barcelona•,This movie makes want break someones house water flowers,Positive,0.0,0.0
erwin erwin,all year still give goosebumps,Neutral,0.0,0.0
Athish Athish,And sync 130145 tho,Neutral,0.0,0.0
Trishna Nath,If added Thors ship burst Lokis death both em That would great,Positive,0.8,0.75
Moceant,No MCU Movie ever top masterpiece entertainment,Positive,0.5,0.5
Switch-_-out,Still cant believe been 5 yrs I still get chills it,Neutral,0.0,0.0
Swaroop Bharaskar,This trailer breaking the records,Neutral,0.0,0.0
Autumn Bees,One my favorite movies ever,Positive,0.5,1.0
Dhanaraju Surada,love feeling,Positive,0.5,0.6
Rahul Anand,Im to watch hulk running scene,Neutral,0.0,0.0
Sandwhich Master_ 150,Get man shield Gives goosebumps,Neutral,0.0,0.0
Emilene PB,Amei o filme j assisti,Neutral,0.0,0.0
Flower N64,Fun isnt something one considers balancing universe this evil chuckle put smile my face Still one the best lines said the movie,Positive,0.15000000000000002,0.4
Grandmaster Yado,Infinity War Endgame both go as two best cinematic experiences history cinema Two movies had the ability transform movie theaters across the world literal stadiums laughter tears applause etc,Positive,0.5,0.25
EPIC how to die tutorials,really miss old MCU am saying todays MCU bad what I miss best Avengers like Iron Man Captain America Black Widow And also course Our Man Black Panther Chadwick never forgotten,Positive,0.04444444444444449,0.37222222222222223
Micah Smith,Goosebumps Everytime,Neutral,0.0,0.0
Dr zero,Me I realized marvel the best thing the entire multiverse But haha put smile my,Positive,0.375,0.33125000000000004
ᴛᴏxɪᴄ,Back for seeing masterpiece,Positive,0.0,0.0
baby patrick,Infinity War Trailer 230M Views Endgame Trailer 115M Views We really lose,Negative,0.2,0.2
Pato,Nada superar esse trailer jamais,Neutral,0.0,0.0
Everton D'Sousa,The hype never ends,Neutral,0.0,0.0
Sanket Uchiha,Cant forget hype this trailer dropped,Positive,0.0,0.0
Anganuj Das,goddamn hype excitement the nostalgia,Neutral,0.0,0.0
Sirimongkhon Khumseang,Best trailer me,Positive,1.0,0.3
TYLER MINGS,trailer actually got so excited was almost you scared thanos made really big bad mean business feel like endgame thanos wasnt amazing,Negative,-0.00624999999999996,0.5340277777777778
Hemachand K,Never gets old,Neutral,0.1,0.2
NIGHT FURY,Hype isnt something i consider watching trailers But Does put smile my face,Positive,0.3,0.1
The Bully Flash 🔦,Never gets old,Neutral,0.1,0.2
꧁༒☬Himanshu☬༒꧂,Infinity war still masterpiece,Positive,0.0,0.0
Rakib Hasan,Finally kGF CHAPTER 2 left behind,Neutral,-0.13333333333333333,0.5666666666666667
Roopnarine Deonarine,Nick Frurry There an idea Tony To bring together group remarkable people Vision To see could become something Thor So they needed us we could fight battles,Positive,0.75,0.75
JaGaT paksanwa Limboo,Who come after watching KGF2 trailer,Neutral,0.0,0.0
Peter T.,That Iron Spider suit sick asf,Negative,-0.7142857142857143,0.8571428571428571
shiva natesan,Still same goosebumbs hear bgm,Neutral,0.0,0.125
benjomarku,only feeling have never change,Positive,0.0,1.0
Marvel guy,cant believe been 4 years since Avengers infinity war came,Negative,0.0,0.0
Tory Dunn,Dread Run it Destiny STILL ARRIVES What BAR,Negative,0.0,0.0
personfromtheyear2156,Is weird Im really excited even tho Ive watched movie like 584 times already,Positive,-0.0625,0.875
Teruman,The movie turned movie theathers football stadium,Neutral,0.0,0.0
Xx Epic_ gamer69 xX,Its crazy different MCU been ever since and Endgame dropped masterpiece,Positive,-0.3,0.75
Zuraimi Yahya,Lets honest This not first time come,Positive,0.2375,0.6166666666666667
Ruby Carbuncle,This trailer still most viewed trailer amongst marvel movie trailers released date Not was trailer absolutely incredible the movie Infinity War the best Marvel movie ever released,Positive,0.7999999999999999,0.5666666666666667
paritosh singh,can watch all day,Neutral,0.0,0.0
Neel Ugram,KGF teaser BROKEN THE MARVEL RECORD,Negative,-0.4,0.4
pokemon weeb games,love they edited hulk buster be Hulk,Positive,0.5,0.6
p4radox,Infinity War Trailer 226M views thanos snap Endgame Trailer 113M views,Negative,0.0,0.0
Angel Lerichi,Wish can rewatch for first time,Positive,0.25,0.3333333333333333
Cory Carlyle,This trailer too good words,Positive,0.7,0.6000000000000001
tyler jones,When hear avengers theme first play INSTANT CHILLS,Positive,0.125,0.5
Springtrap Tv,It sad think my dad loved marvel the mcu never got see movie endgame,Positive,0.09999999999999998,0.9
WaCk,In time will know it like lose 5 Years Later,Negative,0.0,0.0
私たちは良いチームです,chills this day,Neutral,0.0,0.0
Surfer Silver,159 The MOST GLORIOUS troll scene shot EVER,Positive,0.5,0.5
Shriram Pardikar,Be ready Indians 27th March 2022 For trailerIt be breaking time viewed trailer YouTube history KGF CHAPTER2Will Beat Infinity War,Negative,0.2,0.5
The Fabulous one,Fun isnt something one one considers balancing universe put smile my face gosh I love this dialogue didnt include in movie would placed smile my face,Positive,0.35000000000000003,0.25
ഡേവിഡ് [BECKHAM],Kgf Yash The world my territory,Neutral,0.0,0.0
Adam Manneh,Even watching movie trailer still great Especially soundtrack,Positive,0.4,0.875
Rakesh honawad,After watching movie many times never boor Watching trailer 4 yrs Still goosebumps peak,Neutral,0.5,0.5
Luis Rios,Man was amazing,Positive,0.6000000000000001,0.9
akmal yasir,The best MCU movie,Positive,1.0,0.3
Hrithik Srivastava,Avengers 4 trailer might drop anytime this still gives goosebumps,Negative,0.0,0.0
Prxovoke,The was idea line one the iconic one my favorite lines all time the MCU,Positive,0.5,0.75
Haya,Still cant believe is 4 years already,Neutral,0.0,0.0
Neel Ugram,KGF teaser BROKEN THE MARVEL RECORD,Negative,-0.4,0.4
Falcon 84,This trailer still,Neutral,0.0,0.0
Kieran Frew,Everyones talking the movie this to the greatest trailer movie history The hype this trailer caused probably never seen,Positive,1.0,1.0
Ankit Dadhich,4years ago this date fell love,Positive,0.5,0.6
Pei-Yu Jian,Evacuate city engage defenses get man shield Chadwick goddamn right that,Neutral,0.2857142857142857,0.5357142857142857
Rani Shyju,Who watching after 3 years,Neutral,0.0,0.0
Ini8stazo Jr,This the best movie Marvel ever made Shocked us,Positive,0.15000000000000002,0.55
Pseun,is best trailer far,Positive,0.55,0.65
Truth,feel like Coronavirus speaking instead Thanos,Positive,0.0,0.0
Icarus,You didnt even see of previous movies to love one Thats good is,Positive,0.3444444444444444,0.45555555555555555
TalhaBoy,Goosebumps,Neutral,0.0,0.0
Mams Safiyo,omg cant wait this movie,Neutral,0.0,0.0
SaculHD,Still old gold,Neutral,0.1,0.2
Zeeshan Parvaiz,Legends here see fake Hulk,Negative,-0.5,1.0
StickMaster500,Cant believe already one year since trailer dropped,Neutral,0.0,0.0
Cool Cop Films,keep still re watching movie a banger,Neutral,0.0,0.0
ZERO,Once legend said Evacuate city engage defenses get man shield,Positive,0.0,0.0
mikahyuni,remembering this first came when all didnt know was ahead us,Neutral,0.25,0.3333333333333333
Movie Lover 120,remember seeing trailer I went see The Last Jedi opening weekend long story short trailer the ONLY good thing came of seeing train wreck cinemas LOL,Positive,0.24166666666666667,0.5111111111111111
tubelight,Proud moment Kgf teaser beaten huge record avengers a year Thats power Kgf film,Positive,0.6000000000000001,0.95
Neel Ugram,KGF teaser BROKEN THE MARVEL RECORD,Negative,-0.4,0.4
SHINCHAN FF,Literally Hulk running,Neutral,0.0,0.0
NITIN Thakur,want say who comparing kgf 2 marvel firstly look marvels avengers infinity war budget kgf budget nothing comparison this yet views likes kgf would have been released 70k screens over world like endgame kgf would all be all time hit highest grosser movie Kgf just masterpiece movie small budget its language also English every Indian appreciate,Positive,0.0,0.24444444444444446
Joday,Steve Rogers The glass half full Tony Stark The glass half empty,Negative,-0.056666666666666664,0.39666666666666667
Marvel and anime bro,This when mcu at best,Positive,1.0,0.3
Tyler Persad,THE NOSTALGIA IN THIS BRO THE HYPE SHEESSSSH,Neutral,0.0,0.0
I'm Awesome,Cant wait Indian movie trailer fill the top 10 list on YouTube most viewed,Positive,0.5,0.5
Kamran1025,immediate chills the marvel intro came,Positive,0.0,0.0
BuckHaXD,Bra imagine 159 in movie would wicked,Negative,0.0,0.0
Marvel Tamil Fans,Seeing even the movie,Neutral,0.0,0.0
Tyler Persad,After 4 years movie doesnt get old,Neutral,0.1,0.2
Ahmed AA YH,KGF2 BROKE EVERY RECORDS,Negative,0.0,0.0
Salman Khan,Kgf 2 teaser Avengers Infinity War ke trailer ko fail kar degi,Negative,-0.5,0.29999999999999993
Daniel Ficarra,To day 4 years later still get chills,Neutral,0.0,0.0
Roshan Official,AVENGER Ka Record Todne Aagaya Sabka Baap KGF Chapter 2,Neutral,0.0,0.0
Beanie Boi _,Who else here waiting the Avengers 4 trailer,Neutral,0.0,0.0
Edu hehe xd,cant believe lost the excitement these mcu movies was busy college I didnt care Now Ive watched them all the first time a month,Positive,0.175,0.31666666666666665
iSuggest_Clorox,Will stop watching Marvel trailers No dont think will,Negative,0.0,0.0
HassaNov 95,Wow Still epic,Positive,0.1,0.7
Xavier Horn,Its 4 years Im watching again dread run it descent still arrives get man sheild,Negative,0.0,0.0
kiran wankhede,Storm come kgf 2,Neutral,0.0,0.0
Lucas nesey,Perfect,Positive,1.0,1.0
Vauxhall,What movie was,Neutral,0.0,0.0
Webslinging Maniac,The hype this movie once a lifetime,Neutral,0.0,0.0
Don Favio Alvarez,Wow almost 4 years time goes fast,Positive,0.15000000000000002,0.8
ReViize,remember was art class senior year high school this dropped half class watched on phone,Neutral,-0.003333333333333327,0.3533333333333333
super Studio H,Looked like just arrived today,Positive,0.0,0.0
Yankee Le Spankiee,gives so much nostalgia man,Neutral,0.2,0.2
Monster 💯💯,Kgf break infinity war trailer record is power Indian cinema movie,Negative,0.0,0.0
A Phucking Phrog,Probably gonna 1 trending till next trailer comes,Neutral,0.0,0.0
ItzVaxone,remember watch trailer much memories every word this trailer,Neutral,0.2,0.2
Gelasio Pacheco,might the greatest trailer ever,Positive,1.0,1.0
Duskplains,The best marvel trailer the best marvel movie,Positive,1.0,0.3
Lohith A,This stills gives chills,Neutral,0.0,0.0
Illuminate,Best movie human history,Positive,0.5,0.2
GameOver,Everyone the movie Thanos gonna get assed kicked Also everyone 5 minutes the movie Loki dies WaitThats illegal,Negative,-0.5,0.5
Sign of the ⏰,4 yearsstill watching,Neutral,0.0,0.0
Sensei,Not gonna lie wish could strip away MCU memories will Just watch series over,Negative,0.0,0.0
Akash Anand,4 years HULK still,Neutral,0.0,0.0
M.Y 115,Dayum was epitome hype,Neutral,0.0,0.0
Manossh baller,A more days this be 2nd viewed teasertrailer youtube,Neutral,0.25,0.25
Keizer Hedorah,Even better age voltron imo,Positive,0.5,0.5
Md Siraj,Kgf chapter 2 teaser break record soon,Negative,0.0,0.0
Captain Stefan,Morgan love 3000 Thanos love 1500,Positive,0.5,0.6
Fayde,Stan lee the ultimate avenger RIP will always remember,Neutral,0.0,1.0
Negan,Ah back I loved MCU,Positive,0.35,0.4
The Jon Brown Show,006 amazing showed one the last shots,Positive,0.30000000000000004,0.48333333333333334
Chris Anderson,love trailer still find really annoying movie studios put lines scenes trailer dont exist the movie like running Hulk never happened the scene Guardians Thor different lot the lines Civil War completely changed sound different the final film kind made things annoying every line I noticed was changed,Positive,-1.2335811384723961e-17,0.7000000000000001
Dumie Leo,Marvel never captured magic this lighting a bottle,Positive,0.5,1.0
Tushar,Born late explore earth born early explore space born the right time withness once a generation event,Neutral,0.02857142857142857,0.4785714285714285
❤️_watlove_🧡,Still most viewed hype marvel movie trailer,Positive,0.5,0.5
Ozwrth,Masterpiece,Positive,0.0,0.0
Tech Strategy,Kgf chapter 2 teaser break record avengers infinity War trailer,Negative,0.0,0.0
Denzo Warmbad,The trailer way better the movie swear,Positive,0.5,0.5
Vishnu ultra,038 theme song,Neutral,0.0,0.0
Geralt of Rivia,Infinity War 32M one day Justice League 32M 8 months Ok see,Positive,0.5,0.5
arpan animates,Seeing after 4 years it seems be 3000 years old,Neutral,0.1,0.2
Thor Odinson,Little Gamora Did do Thanos Yes Little Gamora What it cost Thanos Another movie,Positive,-0.1875,0.5
Debjit Paul,Good heroes dont make good films good villains,Positive,0.6999999999999998,0.6000000000000001
Mr.stranger,Kgf chapter 2 break record,Neutral,0.0,0.0
Jatan Gaudani,Did notice last we saw hulk perfectly movie hulk only one scene is only first scene in movie,Positive,0.25,0.6799999999999999
Chrono,love eternals tva the watchers have excuses not in the war,Positive,0.5,0.6
𝐸𝓂𝓅𝓎𝓇𝑒𝓊𝓈𝒾𝓃,This Trailer Was Released When Was 7 Now Im 12 Good Ol Days,Positive,0.7,0.6000000000000001
†he Z3R3TH,Exactly 2 months now will watching Avengers 4 trailer,Neutral,0.25,0.25
Steve Cap H.,El mejor trailer de superheroes de la HISTORIA,Neutral,0.0,0.0
O L L Y,is honestly greatest trailer all time hype around will NEVER beaten,Positive,1.0,1.0
Avinash Syal,Whenever feel alone come,Negative,0.0,0.0
Sulochana Ingole,Still best movie Endgame,Positive,1.0,0.3
Nadiya chowdhury,see Movie 100 time some time goAgaing time heart say plz see movie one time,Positive,0.0,0.0
Dash Ever,Cant believe already a year since trailer,Neutral,0.0,0.0
YxsH _,Still give goosebumps,Neutral,0.0,0.0
Akm Shortfilm,,Neutral,0.0,0.0
肺炎武汉,best movie the history,Positive,1.0,0.3
Rock,KGF Chapter 2 teaser crossing infinity war teaser become worlds no1 teaser After no movie break record,Negative,0.0,0.0
𝓒𝓱𝓲𝓻𝓪𝓷𝓳𝓮𝓮𝓿,Lets see many legends watch masterpieces trailer 2022,Positive,0.5,0.5
Basket Junkies,just need stay alive may 4,Positive,0.1,0.4
Sofia,Its sad think we wont get another Avengers Trailer all them it,Negative,-0.5,1.0
