author,comment
THE1ALEXX,Imagine this film came out in 2023 (when the film is set) the hype would be astronomical “whatever it takes”
Moon Knight 🌙,"2019: “Endgame OMG”
-
2020: We are in the endgame now"
Parthiv N Jayaprakash,Still goosebumps 
GIVE ME A GOOD NAME FOR MY GAMING CHANNEL,"The greatest of all time movie franchise ever... 
Without a shadow of a doubt"
Mubassir Empire,"Thor : i like this one
Also Me : Me neither "
Charged Facts,there are sooany good movies but this one's different and will never be forgotten! ️
Lulugames🎮,This was the first marvel movie I’ve seen and ngl it was the most hyped one.
Brendan Wright,"Trailer 1: ""Part of the Journey is the end""
Trailer 2: ""Some people move on, but not us. Not us""
Trailer 3: ""Whatever it takes"""
Zipplings,Planning on watching this at the movies tomorrow.
STATUS TECH,"It always pain, sometimes I do cry when I'm watching this trailer"
ZEY PD,I miss the feeling watching this for the first time
ASC,"As much as I love Cap, Tony Stark made the ultimate sacrifice, and he didn’t have to! He deserved to live peacefully with his family. I might never recover from his death. I love you 3000! "
Malware,Fresh into 2022 and this movie is still engraved in my memory
ninja frozr,"How marvel fans feel after endgame :
""I keep telling everybody to move on. Some do, But not us ."""
Dada Joel,0:51 when the viola kicks in....pure goosebumps everytime
GR8 YT,"goosebumps 

0:03"
Kelis Yousaf,1:58 I got goosebumps 
ETHIO FOOTBALL CLIPS,Goosebumps 
ChagaFTP,"ya quiero que salga la peli se ve m,uy interesante espero que Iron Man y el cap sean eternos y la Viuda negra no se muera jdfsdjnhgdfadfsdhbdfhd"
The Perfect Gaming Zone,Some people weren't expecting this to drop today...
Yuzo Tangco,"I'm looking back, at this 2 years and it is still MARVELOUS"
Logoapp,This movie alone is why you can't replace movie theatres
Daniël Ktb,wish i could see this movie again for the first time
millie jones,This was literally most popular thing at my school and if you watched you were considered a true marvel fan. I got the dvd it as a gift from my sister as a bday present and now it's the main part of my legendary marvel movie collection.
Akshay Raj,Feels like 1000 years ago the movie came out.
Retaliate,"im a happy man to have lived trhough this generation... really happy man, no way home, endgame, infinity war...and soon to be one of the GREATEST MARVEL MOVIES OF ALL TIME docter strange in the multiverse of madness"
Scarle D. Readster,"The things that hit the hardest:
Truck
Mike Tyson
Nostalgia coming from this masterpiece"
Olly Olly,"The movie will last for 3 hours and 2 minutes.
Some will find it long.
But not us."
Anurag Singh,Im still getting goosebumps while watching this I dunno why but I lost the craze after endgame haven't watched a single Marvel movie since then
juan,en mi opinión el mejor trailer de la historia
KB,Still feeling goosebumps!!!
Adrian Kucharski,It’s funny how it literally feels like a thousand years ago since this movie when the world was normal 
ROMIA ISABEL RAMIREZ,still can't get over this
Tony Chan,"Some people stop watching the trailers again and again after the movie.

Some do.
But not us."
Professor,Good old days ️
Azhar Ali Kazmi,"Yes tony seems like a thousands years ago, 2019 was my most favourite all because of endgame. Well after 2019 it was literally endgame for all world."
Skywalker 26,Doesn’t feel real that this was 3 years ago 
Marvel gamer,The music in this trailer is so good that it didn't require any big bang scenes to up the hype
Raymond Sanders,Love it!!
Shubhanshu Singh,This movie will break each and every record in the box office..
Jeremy Ladimo,"Being able to witness all the Marvel movies, we were able to make friends and family even in between cinemas or televisions and we all experienced losing a loved ones not just one, starting from Vision to Tony. It's been years but my heart is still heartbroken as it if ‘twas happened yesterday."
TAYTO DI,"All I can say is
Thank you for the journey Marvel"
Cafe Ravli,2022 still missing him  Love you 3000 ️
NITHIN S,"Vibranium + Arc reactor + pym's shrinking tech, on Captain America would be great."
John xina,Good old daysಥ‿ಥ
Naved Khan,If this trailer lives forever on YouTube ...Our generation will never know what an era we lived and what we felt when we saw the trailer first time and movie after wards
javith meeran,"The world has changed,
None of us can go back,
All we can do is our best,
And sometimes the best we can do Is to start over"
Shift,Black widow never got a chance to even shoot a bullet
ROHAN_YT,1:58 I miss this BGM till now also 
CapCrazy 37,Okay so after some thought I want to know the exchange between red skull and Cap when he goes back to replace the soul stone. Anyone else?
jai nambiar,WHY AM I GETTING GOODBUMPS IT'S BEEN 2 YEARS AND TENS OF REWATCHES LATER
Fawkk YuTuu,"I guess people feel the same way about watching this movie opening day In theatres , as I did going to see the original Matrix
or being apart of the crowd watching the Star Wars Phantom Menace opening day , and even just being apart of the Insane hype and "
GreatGhostcimkandi,Legends Never Dies Miss you Iron Man
Constantin Villnow,"Loki: I Like This One


Thor: I Like This One"
Sheik Aamir Sohail,"Watching these trailers one by one after watching Spiderman no way home , god I love this journey, and grateful that I could witness each of these movies in theatre, what a time to live in, also this Spiderman movie hits different man"
Hannaneh STM,"It's really painful that writers,producers and... Make a masterpieces , them people start loving them , feeling them and be emotional with every scene , but in the end they just ... Ruin them with illogical and not acceptable ending . It happens all the time . Like you are witnessing a masterpiece being born and distroyed."
AKSHARA AJAYAKUMAR,This movie is ›››››››..... Miss the original 6 so much
Obito Uchiha,The hype for this movie was unreal
Lakshay Rajput,WHATEVER IT TAKES️
agustin alvarez,"Thank you, jack kirby and Stan Lee, for making this possible"
MrSupervideos23,El mejor trailer de todos los tiempos
Ratzinger Monteiro,Who’s here rewatching this trailer in memories of the hype we had for the movie.
Leo Rodriguez,I miss these times honestly
Onozeez,"2019 was a great year, and so was this movie..best combo ever"
Yaman Prajapati,IDK why youtube recommend me this trailer almost after 3 years. but I loved it :)
Freedom Tompkins,Its hard to believe this movie is almost 3 years old already
amit suthar,Hey guys I am from the future and i wanna tell u that Avengers assembled ️
Onlyarnav,Today’s kids can’t imagine how we people are crazy when we saw trailer n waiting for the Endgame the Goosebumps are real tho
𝖆𝖓𝖌𝖊𝖑,the irony when this was one of the last to come out before the pandemic .... truly one of the greatest memorable times ..
Aastha Rani,life peaked when this came out. take me back to 2019 :(
Keen's Review.,It seems like a thousand years ago since the infinity saga...
rxcyy,Im so grateful that i have seen this movie without spoilers and when the world was normal
ST_GAMING,"KGF 2 ‘teaser’ has got more views then this trailer.
Proud to be an Indian🇮🇳🇮🇳🇮🇳
Now these types of Indian movies can be compared with MCU movies"
incoming00,Looks like a new upgraded War Machine armor complete with a shoulder Rocket.
Subhadip Mondal,Why can't I stop watching the same thing again and again every month️
Edu hehe xd,"I cant believe I lost all the excitement of these mcu movies, I was too busy with college that I didnt care for them. Now I've watched them all for the first time in a month"
Head Hunter,THIS IS MOVIE IS REALLY A WONDERFUL MOVIE THAT ME SEE IN MY LIFE . TOUCH MY HEART . REALLY GREAT..
ali hdz,""" I keep telling everybody they should move on. Some do, but not us. ""
Yeah we still can't move on :)"
Rina Kim,knowing that this is the final trailer of Avengers make me emotional : (
DARLI,The Trailer looks better when you have watched the movie.
snqobile ayanda,I am watching this trailer at 03:23 AM and it still gives me goosebumps.
Dylan Trindade,"Cap: We will. Whatever it takes 
Hawkeye: Whatever it takes 
Black Widow: Whatever it takes
Tony: Whatever it takes"
Kyle Corbin Music,Ahh how innocent we were not knowing this shot (1:43) was in between two of the greatest scenes ever seen in the MCU
SK VLOGS,Watched first day first show in Malaysia. How's time has changed now. 2019 to 2021 so close yet so different
Quinn Lay,I watched this trailers 1000 times before release
JONATHAN GRAY,Best Marvel movie ever! 
69 Subscribers Challenge with 0 videos,Legends watching on bed 
052_Andreas Emmanuel,"Infinity war trailer: where is Hawkeye?

Endgame trailer: where is Thanos?"
Alex Pacheco,"Three years already, wow how time flies.
BRING ME BACK!!!!"
Louis Gallen,I love how only iron man cap and black widow say whatever it takes because they’re the only ones who die for real
Vic ツ,"""It Seems Like A Thousand Years I've Watched This Movie"""
Elsa Skillman,"this movie is everything a marvel fan wants , MY JAW DROPPED WHEN CAP HELD MJOLLNIR AHHHH"
Marvel and anime bro,"2019 was the year of the mcu,wrestling and video games the true golden year"
S,The avengers pulled out the biggest uno reverse card in history.
Mr. X,"To the guy watching this trailer the thousandth time-
This trailer can be watched a trillion times and u will still will want to return to see it again one last time. "
Emperor Palps,I would give anything to go back and watch this movie again for the first time
akmal yasir,"""Some people move on but not us"""
XthaX,I legit still get chills
Sayed Afredi,Marvel Studios Avengers Endgame Trailer Awesome
Mt7able,"""Whatever it takes.""

Hits different when Tony says it a the end "
Vincent Flores,Something about nebula being with the avengers at the end gave me goosebumps
Somya Sharma,i still remember the time when i had to leave every social media group so that the movie is not spoiled for me
Karan Sharma,Who wants one more Avengers movie with the remaining and new Avengers. God how nostalgic it would be
ecreh,It’s crazy how much hype this movie had. Historic movie.
Luxuria,Robert Downey Jr. carried all the avengers trailers.
Pon Ashwiny Ponniah Iyyappan,"No matter how many times I see this, it’s still fking awesome"
SRI BOI,"We: we love this movie still even the after secret wars released...
Thor: i like this one (he like us);)"
huntison,"Marvel : releases new trailer without Thanos.

Thanos :  Am i a joke to you?"
frizzy frasher,Still gives goosebumps
Elonn Roscoe,Sometimes I have to come back to this trailer  times were much different. I remember after infinity war we were on pins and needles for just the next avengers movie name
Mr. Nunsiama,Who is watching this goosebumps trailer till now 2022️
mjb,"Ever since this movie came out, everything's changed, marvel eating good rn "
Maia Mendez,i became an mcu fan just a few months ago si decided to watch this trailer and see how much they actually showed... man they didn't show you anything lmao
Rustled Jimmies,"Get Spiderman back into the MCU...

Whatever it takes..."
GIVE ME A GOOD NAME FOR MY GAMING CHANNEL,I'm waiting for mulitiverse of madness now... ik its gonna be a masterpiece like this one
rein_1000,If only Stan Lee can see how far his stuff went now. R.I.P the legend
Nidhi,I think there should be one more movie where we know that how Thanos came to know about those infinity stones i think there should be an explanation when nobody knew in this universe about it how did Thanos knew i think oden somewhat knew what those stones could do that's why he took the duty to protect them but i think there should be a movie explaining this
Edchale Jhon Sulapas,I am truly jealous of those who saw this in theaters.
9voltage,Wow this movie is awesome i cant wait until it comes out
ayush jaiswal,Thanos now: it sounds like I have wiped the wrong half
Aman Mishra,We Still Watching This ️ Almost 3000 Times
Grandmaster Blueberry Ice,"Avengers: preparing their gears the most epic ways possible
Thanos: Still farming peacefully"
1203 SR,The excitement and excitement at this time was so unscrupulous that it was a shock that I wanted to be people who were erased by Thanos' finger patching.
Wildstag,"Still only the second best (hype/nerves) trailer I've ever seen, though definitely the most hype movie trailer for me."
Lørd-Deadshxt-_x,It's box office is high already because strange watched it 14 million 605 times and I watched it 1 time
Navya Sharma,This was legendary.
Damien W,Who else is watching this in 2022 because of the hype
Viola San,"Thanos with infinity gauntlet
Black widow shooting with pistol

Thanos: am i a joke to you?"
ROSS,"Mann this movie looks awesome, can't wait for it to come out"
Puppyday,My goodness. This. Just the nostalgia
Rishi Singh,I wish thor and captain marvel are together in next movie ️️
Jim Gilbert,"Watching Infinity War and Endgame on TBS for the umpteenth time today got me thinking (ALWAYS dangerous).
If you're a comic book reading nerd, you've got to wonder what Jim Starlin thinks if the two movies. After all, he's the guy who created Thanos, the Infinity Stones, and the Gauntlet. "
TheKneeDeep,"i remember my dad sent the trailer to me after school and i watched it on my bus on the way home and all my friends went crazy and my dad said ""THOR APPROVES!"""
Gaming Strike,Before the movie :- whatever it takes
Flop Fun,"I'll be a forever die hard Marvel fan
Stan - Whatever it takes?
""Whatever it takes!"
Ali Al-Lawati,This is the greatest movie in the last decade
PRIYA SHORTS,Without iron man there is no avengers
Ari mitra,I wish i could witness this all over again. Still here to watch the trailer.
Hamer Atc,Remember when people thought Thanos was bad for wiping half of the population..
Kristiyan Zhelev,"Infinity War Trailer : 243 Million Views. 

* Thanos snaps *
Endgame Тrailer : 140 Million Views."
Jash Joshi,"At this point,
If marvel re-releases all the mcu movies right from iron man to endgame 

I’d still go and watch it"
Kevin Torres,"Please make Steve or Tony finally say “Avengers Assemble!”

Whatever it takes!"
Stitch,u know it when if its a good trailer ur back watching it after 3 years and still gets excited
FourXForty,I watched the movie twice. But I wish I could watch it for first time again with no knowledge about what's gonna hapen
Zocus Shorts,you could of have the movie score as Evans says avengers assemble but when he says assemble it goes to the title card on the beatdrop!
Attitude boy,"I felt that hard when Tony and Natasha said "" whatever it takes"""
Jarvis,The Gen Z will have the best life than everyone else cause we started with Avengers
A 1000 SWORDS,Hawkeye be a like:I retired for a day and you lost half the universe. Huhhhhhhhhh.
Filmo Path,Every time I get Goosebumps by thinking AVENGERS ASSEMBLE 
Professional KR,The day when whole die hard MCU fan cried after the release of this movie
Sanjeevkumar Policepatil,"ನನ್ ಮಕ್ಕಳಾ ಇದ್ಯಾವದೋ ಎಂಡ್ ಗೇಮ್.
ನಮ್ ಕನ್ನಡ KGF ಟೀಸರ್ ನೋಡಿ, 250M ಆಗಿದೆ.
ಇದು 150M  ಆಗೋಕೆ ಒದ್ದಾಡ್ತಾ ಇದೆ"
Blake Buckley101,"Man it’s even 3 years, time flies"
Zed Tahir,Who still watches this trailer. 
OhHiMarco,"Infinity War

Thanos: “No resurrections this time”"
Anime and Disney Mania,Eng Game was such a legendary movie that people come to rewatch it's trailer 2 years after its release.
Khief,The way pepper holds tony’s helmet made me tear eyed
FortniteCoolerXP,I wish there would be a movie like this “Avengers:time to go back”
Akash Dhar,Whatever it takes ️
hottest gloss,Marvel made my standards for movies so high I can’t watch non-marvel things without a straight face anymore
valwop,I will not eat all my popcorn in the first 15 minutes of the movie.
Jagadeesh Aritekatla,Why I have goosebumps still know 
Night Wing,"Random people: aren't u bored watching the trailer this movie is a year old now

Marvel fans:Some people move on but not us"
nish the indian commenter,"only ogs remember the hype for this , the good old days"
Eakansh Chauhan,Can't get over it even after 2 years
Erick Martinez,I miss the anticipation from this movie.
Aryan Kumar,this never gets old
Dylan V.d Griend,Endgame was 3 years ago this year 
Kazuma “Kevin” Hiryu,"Some people just wanted to finish the MCU movies.

But not us..."
Super_seggsy_daddy420,I really miss the hype for this movie :(
Evan Roldan,"2022
And it's still the best trailers to exist"
Kgothatso L. Hosie,Hopefully all who showed up to endgame can show up for doctor strange multiverse of madness. Let's make two billion dollars.
dira,god... i miss the time when the world hype this movie
SPECTOR FF,WHATEVER IT'S TAKE!
Gold D Joker,"""Howard, everything is gonna be alright....
Thank you, for everything you've done... For this country""

-Howard potts"
lex roco,Tony may be gone but he will never be forgotten
Ameen_Mc,"Man how fun endgame was. Especially that last scene where all the avengers returned, killed thanos and enjoyed some super smash bros and when tony made that cake and legally adopted peter. What good times. Yep. Totally what happened"
MemeChan,"""I can Watch this all day"""
Fuze Virus Shift,"Me seeing the trailer for the first time: THOR HAS A NEW HAMMER
Me seeing the movie: oh nevermind it was the back of the axe
Me seeing thor gets his hammer when he time travelled: I KNEW ITTTT"
Itsur Boi,Avengers Endgame is my favorite movie of all time
Lakshya Patel,The reason why Hawkeye has that haircut was because the barber turned to dust midway through
Max Playz,The start of the theme had me goosbumps
Young Entertainment,When the movie came out the teachers had to say to the whole  cafeteria to not say a word about it
Priory of Sion,"It seems like Marvel Studios and COVID go hand in hand. Endgame showed a pandemic like world and then it really happened. Then Loki introduced the concept of ""Variants"" and now we have multiple variants of COVID."
𝐭𝐡𝐞 pǝsɹnɔ ᵘᵐᵇʳᵉˡˡᵃ 🗸,God it was thousand years ago the hype for this movie
Benjamin Redmond,I don’t think I ever saw the trailer. I was too hyped to watch the actual movie
AC The Goat,"Rewatching the first cutscenes with Stark, Captain and Peggy Carter, Hawkeye, and the widow hits different after watching the movie"
francisharryt,Anyone else just binge watching MCU trailers?
Tan Ory Jaka Perdana,"Thor : i like this one
Capt. Marvel : i like you too
Thor : sorry, im talking about my axe..
- Endgame -"
jeebus022,"I must've watched this and the other trailer a good 500 times in the week leading up to the release, and that's not an exaggeration"
Draw With Tanish,The best movie trailer ever!
Dy-No-Mite Gaming,"I can't forget Iron Man,love u Iron man️️️"
Andrew Raju,Epic start has epic ending never forgot this phase!
JAY ALBERT,Lol u know it was a great movie when people watch the TRAILER like years after it’s release date
Gianni Jimenez,"“Seems like it’s been a thousand years ago”

Cant believe it’s already been two years since this came out"
rol ex,A moment of silence for the future generations who didn't get to experience this one in a lifetime hype and theater experience
Victoria Carrillo,They couldn’t protect the Earth so they had to avenge it
digitalhavok 456,"The fact that I started from civil war, to infinity war, then to endgame surprised me. Luckily I went all the way back to start over"
sati bacc,3 years ago i can not belive.I really miss the period before the release of thi film
Tom Riddle,Did anyone notice that this is the only MCU trailer where there is no Marvel Studios intro?
Elakkya Elangovan,It still gives me the chill
Curliestlake2,This is the one of the best movies ever
Nice Person,"When a movie with a talking racoon and tree, a guy in a tech suit, a guy with a magic axe that summons thunder, a magician and witch, a guy that can spit webs, a guy that can change his own size, a purple guy with stones that wants to kill 1/2 of the universe and a big green angry guy gets #1 box office you know that you lived in the right generation."
rol ex,A moment of silence for the future generations who didn't get to experience this one in a lifetime hype and theater experience
Daniel Ochoa,"Remember when I saw it the first time, with tears because of all the mixed feelings"
JaGaT paksanwa Limboo,Who come here after watching KGF2 trailer 
Matthew Henriquez,"YouTube put this in my recommended today, must be a sign to rewatch every movie in preparation for MoM"
Subhajit,"Tony Stark and Natasha Romanoff saying ""whatever it takes"" hits hard man "
DuckiQuacker,"RIP Howard Potts.

We love you three thousand."
Laxmi venkat naidu puppala,"Watched Spiderman no way home but Still can't go past this trailer. Miss you Stark, Rogers , Natasha"
Joey Jerry,No Way Home was awesome but nothing beats the hype of infinity war and endgame.
shano,I really miss the time this movie was released AND this movie
pawan,badly missing those days of hype for endgme
Demon King,Ohh im so excited for coming endgame
Doctor Strange,"Thor: This time i will go for the head.

""WHATEVER IT TAKES"""
Lukáš Diškanec,"It is unbelievable that this awesome movie is going to be 3 years old in april. This movie is not just a big creation with many superheroes. It is movie with a message how to sacrifice for people who you love But I hope Cap or Tony will show up in some movie or series, maybe in Dr. Strange 2 (it will be great)"
Dachodarma Dacman,When's it releasing? Can't wait to watch it..
Loki Laufeyson,2:21 thor smile
Hussien S. Disomimba,IT WAS ON MY RECOMMENDED PAGE!! I MISS DIZ ERA SO MUCH!! ^_^
peyton card,Man I endgame was such a glorious movie
Starboy,"People: Cap's shield is indestructible.


Thanos: Hold my beer."
FazeKermitthefrog,Man this movie made me so happy
XMIPA7_36_Wildan Alimahdi Zahrawy,"Some people didn't watch the trailer after watch the movie


But not us"
⧗ cadence romanoff ⧗,Man I Miss nat so much  why did MCU have to kill her 
Nate Reath,I'm just now remembering that there was a time when I didn't know what those white suits were for
Sunil Kumar,Me thinking endgame happened before infinity warwhen watching it for the first time
Aritra Sarkar,Avengers will never feel the same again after this Iconic event
Haya Aman,"I'm watching the marvel series according to the releasing order, I just finished captain marvel 5 min ago, so I came out to check the Avengers endgame trailer, cuz i'm gonna watch it tomorrow, wish me luck, can't belive i'm finishing the series in 4 movies ,(First time watching it)."
Manjunath BR,I love how black widow's gunshot is blended with the Back ground music
BushidoBrownSama,"Remember when the tickets went on  sale? Websites crashed, i ended up in line for like 4 hours to buy a ticket; totally worth it."
RAGNAROK IS COMING,AMAZING TRAILER
Gunjan Aware,Why am i watching this on a random Thursday in 2022 after watching the entire movie long ago 
iVenom,This movie is the quintessential cinematic experience.
RAKESH BARMAN,Best trailer ️️️️
Malkit Singh,Hawkeye's hair was just 50% done when his barber get disappeared 
Wanda Romanoff,bring back tony and nat!! i camt stop crying
Sarath Chandra mannam,Pure goosebumps
GURMINDER SINGH,Thor ️️
Ayeesha Matar,"Hearng Nat say  ""whatever it takes"" during the trailer hits different now... "
Yefta Riruma,BEST MOVIE EVER MY LIFE
Nathaneal Rodrigues,"Black widow- Shoots bullets

Thanos-  Am i a joke to you?"
THE RIDDLER,The fact the views is half as the infinity war puts a smile on my face
Jimmy,You could not live with the ending to endgame .. where did that bring you ? Back to the trailers
Melih Yüksel,"3 yıl olmuş , şaka gibi!
Bu film bana 17.yaş günü hediyem olmuştu. Ah tanrım keşke o güzel zamanlara dönebilsek , artık her şey çok boktan. Tony seni çok özlüyorum.
Proof that tony stark has a ️"
Gennie Deckssar,It takes mcu 22 movies to break box office record of avatar with their stories indulging to each other characters to establish and made the best way possible cinema and create the magic in cinematic out form for their audience
Arman,"We still watching trailer after movie release this is the power ""THOR"""
Noahin Karole,Marvel you guys are genius 
Kent Martin Almadrones,"so, who's here after watching no way home and start to miss the og avengers?"
Grigory,"“The world has changed and none of us can go back” 
Funny."
Swastika Atharva,"Thanos: ""I failed""

Covid: ""fine I will do it myself"""
HUSEYN EMI,Let’s just thank God that this movie was released before the pandemic and at the peak of Marvel hype
PaulMccartneyfan58,Best Movie Ever!
Dog,Realise how this could have all been avoided if they just went back in time for Thor to aim for the head
CLIFF,"When this was out all was right in the world but our hearts. Kobe was alive, Betty white, little Richard"
Nabil,They better hit that shawarma restaurant one last time before the film ends.
toast0018,Ah god even the trailer doesn't feel old.
OfficiallyBeau,I cant wait for this to come out 
shano,I really miss phase 2 and 3 :(
swag squad 8h,Watching this in 2022 I will never forget the experience.
EJ Cee,"""None of us can go back"""
Moshi Mosh,Thanos watching the trailer it looks like I have wiped out the wrong half.
TerresesPieces,This really was the Star Wars 5 of our generation
Masud Abedin,"Some people will only watch this trailer once...

But Not Us"
𝐓𝐡𝐞 𝐕𝐢𝐠𝐢𝐥𝐚𝐧𝐭𝐞,Man old man this was legendary
Blasto,"I know Marvel is still going. 
But the road to Endgame will never be matched.
Any and all cinematic universes will be following a path Marvel paved."
swaggi.scarlett,"Marvel is awesome, I watched all the movies that r out!!"
EmxnL,"Can't wait to see this, i hope they beat thanos this time. without any OG Avenger dying."
Guns4zombies,“Whatever it takes”
Akshay,"Drax is obviously just standing incredibly still and is invisible, that's why we can't see him."
The Big E,dope af to see people still watching this trailer from over 2 years ago!
Cgju Cvhjb,No movie can compet this the one and only masterpiece in world loved the flim
Ghoul,"Man I remember when I can’t even find tickets for this movie, it was sold out everywhere so I had to book a ticket like 4 hours before the movie lmfaooo"
VYOM,"We witnessed this masterpiece, we will be immortal forver"
Mohamad Zulhilmi Zaini,Need to use time stone so bad to bring back the old time when we're make our own theory what gonna happen in the Endgame. 
M Hrisheekesh,"Tony in trailer one: ""Part of the journey is the end"" ( everyone cries)
Official trailer: ""New suits for everyone"" !"
Mirage,This film is the end of a story that inolves us all
Barça for Life ¤,This movie is a masterpiece. No other way to put it.
Third Manuel Pamplona,The end of original avengers era
Merc with a mouth,"God I said no more surprises
-means a lot in 2021"
DARK FF,Wish I could watch this movie for first time
,and thinking that the no way home trailer came out last night... :(
bigrish12,This movie was epic and also sad that it made me cry
jai version,This movie going to rule the entire box office
Uddipta Saikia,still watching this masterpiece in 2022
행복끼토산,첨에 아이언맨 대사처럼 캡틴과 토니가 떠난지 1000년은 된거같다.. 이때로 돌아가서 엔드게임 다시한번 보고싶다. 이제와서 예고편 다시한번 보는데도 소름이 온몸에 끼치는걸 보면 명작은 명작임을 느낄수 있다.
Turbo Nutter Bastard,I love the marvel movies…how come I’ve never heard of this?
MeDSeG Gameplays!!,"ONE TIME IN LIFE EVENT

 what a moment to be alive"
Satyam Kumar,AntMan and Hawkeye ️
Koltic,We’re in the age where even trailers have end credit scenes 
27PeterParker72,Siempre serás mi favorito
Hiccup Hufflepuff,"Nat: ""We owe this to everyone who's not in this room to try.""
means more now."
Luca Alexander,Avengers endgame what a time when this flim came out all the fans in the cinmmas seats filling up the big Portal moment still one off the greatest fllms of all time we miss the avengers
Cadillac Deville,I miss this 
Nemesis studio,"Bear with me…
What if when iron man snapped one of the realities (our one) was corrupted
And now we introduce Covid"
mayra,"No one informed me the trailer was dropping today,IM ACTUALLY SHOOK"
Alex Fahey,Im so glad i lived to see this
Angelica Espitia,Beautiful.
Kazuya,Who's still come back to this epic trailer again
Sarah Siyad,"rewatching this trailer for the millionth time just to feel something but i just noticed how after natasha’s line in the trailer, it skips to the lake scene right after she died for the soul stone :("
RITHIK P,once in a lifetime movie going experience of all time
214r8,"Hair Stylist: What hair styles do you want
Black Widow: Yes"
waleed yaseen,"I'm noticing that the color red is a theme in this trailer, thors cape, ironman's armor, and other hints here and there, while everything else is greyed out. Could be representing blood, how many lives were lost. curious what anyone may think of this other than the more obvious stated above. we can also link it to the reality stone in some way, not sure how but eh"
Frog,"One year ago: Avengers Endgame
Right Now: Real Life: Endgame"
shreyas singh,this movie was  everyone screamed like satyamev jayate's John during last fight
Reverse Now,I just rewatched the whole mcu and the first to phase ended today and now I am re watching phase 3 until eternal
what,This was just the beginning.
silvia wangui,I guess on the next one they should add Magneto as part of the team
Makhluk hidup ciptaan Tuhan,I see this trailer again on 2022
Bunny Rabbit,"Everybody: So once you finish endgame what do you plan on doing? 
MARVEL STUDIOS: Watch the sunrise on a grateful universe"
Matt Viquez,"it can be Stranger Things 4 trailer, it can be New Harry Potter movie trailer, but no trailer will ever make us feel what we felt when we first watched this masterpiece right here"
pricilla,"2 years and this movie .God this movie
This movie made me feel things I can’t ever feel again ,feelings I didn’t know were possible .this movie is .legendary."
Geoid,Who else watching this After NO WAY HOME
abigail hall,"peggy saying ""none of us can go back"" and then showing steve... genuis"
Sameer Chaudhary,Doctor strange multiverse of madness on their way for marvel fans ️
Moonlit,"""All we can do is our best, and sometimes the best we can do is to start over""

RIP Peggy Carter"
Austin A,As a bengals fan this is how I feel rn
Joash Da Cruz,Feels like I was studying the trailer a week ago
Jan Bosch,"This is actually for those who died like rn mn,blck wdw, cptn mrc 
 and gmr too"
lakshay bhardwaj,After 3 year of release ...i still dont want to see any spoiler.... love you 3000
Akshit Gaming,Whatever it takes
nath nayak,"In infinity war : where is Hawkeye
In end game : where is thanos"
Ângelo César,"Isn't it curious, a pandemic erupted in the world nearly two years after Thanos's plan to decimate 50% of the universe's population at random? A hell of a coincidence, and that coincidence took my grandfather away from me, and millions of people around the world "
JonathanC,"Thor: I have a magic hammer that shoots lighting.

Iron Man: I have a suit that shoots missiles, bullets, and lasers. Also I can fly."
SATYA SRIKAR,Can't believe it's been three years!
Martian🇲🇭.,We need a re release
Sanjay Rabidas,Doctor Strange was the one who first watched the Endgame.
kamadonm,truly the last great theater experience
WILSON,Epic trailer!
A. Dam,Now that it is over I can't stop watching the trailer
Rashea White,"Good to see you, my friend! Love y'all!"
Shahir,YOo the vibes of this still in 2022.  EPIC
Noob Boi,"Bro Im rewatching the trailer 
""Whatever it takes"" 
Literally gives me chills and knowing that Tony dies man"
Sr. Kayutzo,Buenisima
manav singh,Who are here just to see the views and likes 
iron mc,"Some people stop watching this trailer after few days.

But not us"
M RIllez,Sad that we will never reach this level of hype again.
Niladri Sarkar,Nothing can compare the BGM of endgame . It's still the best .
Saya,2022 and still rewatch this
naruto uchiha,What a Nostalgia memories
wade wilson,Really sad movie but the battle scene was legit
TheMadClasher123,"Avatar to Titanic: ""We're in the Endgame now"""
M,Amazing how Peggy Carter took over for the Captain America voiceover
Hưng Trần,Can’t believe Avengers Endgame is a year old today
famoussanta,"This movie… that was it. We all witnessed a historic event guys, the hype and the journey through a cinematic universe will never be the same again. Appreciate the memories."
Shuvam Koley,"“How many times are you going to watch that trailer?”

Me : “I can do this all day”"
SimonVisage,1 more year it’s “1” - Doctor Strange
Shireen Fatima,Good times. The goosebumps. The Nostalgia. The absurd theories. The wait which almost killed us all. The bliss when we didn't know the ending which pains me so much. God this movie is a masterpiece.
xhagobigalbania🇦🇱,masterpiece
Miranda Summerset,"Game of Thrones is ending, Avengers is ending.... Guess I gotta get a life now"
Itz Shadow Playz,"This was the best movie I ever saw, im feeling bad for those who missed the chance to watch this legend
And Tbh I Have Waves of tears whenever I watch the movie or trailer and when RDJ says ""Whatever it takes...."" Thats Just a Goosebumps scene"
Alpha Moss,The only great thing that happens in this generation is to be able to witnessed this masterpiece. Ah what a good time to be a marvel fan.
HeyitsmeUzi,Some people will forgot about this movie not us.
Napster Sneaks,I'm glad I'm one of the people that actually watched this on the big screen. Will treasure that moment.
Dewey Lipschitz,"To all those folks who didn't see this in the theater on the big screen with other people and waited to see it  when it came out on home video l say ;
WHAT THE HELL IS WRONG WITH YOU PEOPLE  ??!!"
Astriul,I swear black widow's hair is constantly changing
DRKN,"After 20 years
Son: Dad, what are 'Avengers'?
Me: ""Superheroes""
Son: Do they really exist? "
