author,comment
Rex Wolfe,"Lex: Curious whether you still want to interview Vladimir Putin given the atrocities that he has committed in Ukraine, the economic cost he has forced on the Russian people and his continued corruption in government?"
egshane,"social dilemma chapter should be renamed to ""listen to Zuckerberg lie about stuff"""
SmackyMc Productions,"I always thought VR and AR would eventually become an extremely powerful tool for learning real life skills that are risky to do or expensive, etc.  From extreme sports, combat, flight sims, to maintenance how to's like youtube."
Kevin Morgan,Maybe the avatar clothing could be superimposed from the billions of social media images rather than design them all from scratch? I don't like the thought of paying for digital clothing/skins but perhaps they could be priced at a tiny fraction of the retail value? If they are too expensive there will be an obvious class divide that could put people off and be a cause for image discrimination. If the clothing is items that actually exist and people can buy for real then the Meta platform could become a bustling real world shopping centre akin to the one in the movie Valerian. 😉🤔
D T,I wish there were more people like Lex in the world. ❤️
Thomas MacDonald,"Lillia gets a those awesome words you mentioned at the beginning Lex. On behalf of her and myself, thank you."
Emerson-Shea April,"When they were talking about what content gets people to use FB more, and I'll say the more rage, and partisanship I see the more I tune out. It's not even worth debating or arguing with people online and I think most people realize that now. ""Wow, you really changed my mind thank you for showing me how I was wrong""....said no one ever on FB."
Avitas,"what if the next step in VR is-- VR with a ""booster"" of a psychadelic that can bridge the gap between VR and reality.  If/when psychadelics are legalized,  it might allow clinical testing by VR labs.  or maybe that was just the plot to an 80's movie. =)"
Jameis Eat-A-W Winston,"I can’t wait to get my first temp ban in the METAVERSE, or have to watch a 30 second ad before going to my virtual board meeting… i’m sure it will be a haven of free speech."
mister boomer,Great interview
Chris Arader,Giving Zuck a robot test was the funniest thing i've seen this year
steelmush,"Lex trying to lighten things up so there isn’t just two AI chat botting 😂 
Love ya lex"
JonesAndYou,"""To go faster than the peer review process""... The whole idea of a complicated process is to be slow and methodical, that is exactly why freedom of speech can't blindly overshadow the importance of good information. People want things fast, and when they are scared they want things even faster. Knowledge is not fast. Same with politics. A good political process takes decades, because it is important that many different people and formations of governments go over and assess the decisions that are ultimately made to shape a nation. That slow pace needs to be introduced to any ""serious"" avenue of communications, not the other way around."
KeepItREEL,He isn't a bad dude. I think he jus a introvert weirdo genius. That's loves being known.
AB K,"Everytime Zuckerberg explains how his next venture and idea is gonna be with such a passion and enthusiasm, there's a certain fear and uncertainty in me 😰😰 that how it's gonna be turned out. And given the track record of him and his company, boy we are in a wild wild outcome if we don't take this up seriously and leave it in the hands of a guy or bunch of people with tech to decide the future of humanity..."
Peta Estens,"Lex's question: About meeting God and asking a question... what would you ask?
Zuck's Question: Will Priscilla and my family be okay?
God's Answer: Will your algorithms protect them?"
Otix,“Can you circle all the traffic lights please” is the best start of a podcast in history
Colton Penn,Man If it will be possible to be anywhere in the world and get together with your friends to play music together I will be in full support of the meta verse.
NoOne_ In-particular,"I’ve been watching Lex for so long that when he interviews someone really big, it feels like I’m watching a friend succeed and makes me proud as if I actually know him."
XFX40,The most human way Mark ever appeared in. Amazing.
Kristy,"2D Descension
Or 
5D Ascension.
The great reset"
Papi,"Tym razem trafiłam Mark Zuckerberg Rockefeller.

dotarłeś do mety."
Brewer Barkley,Mark Z is the most realistic Lizard person ever. I would totally work for him.
Winston,Two AI’s trying to administer a Turing test. This should be interesting.
Aaron Johnson,"This is the best interview with Mark I’ve ever seen, the “Circle the traffic light” was brilliant lol!!"
Russell Navin,"Great question ""freedom to chose my own avatar?"" 
My question is, in what way will that reptile/empty shell of humanity, your guest, allow this entity to communicate? How will he continue to manipulate this platform in absolutly uncostitutiol manner as he  already does  with what I consider My! right to intellectual persuit?"
themza912,"I have less disdain for Mark after this, but I see a pretty stark paradox of him caring so much about the human interactions in life, like going to play with your friends being more important than doing homework (which i tend do agree with) and yet wants to create Metaverse to take people away from in-person interactions. He's obviously not stupid, so it makes me find him extremely untrustworthy."
Odai Shraim,Can we ask how this guy did not age a day in the last 69 years?
Eyco,I am going to venture to say that social media probably acts as a catalyst for the different prerequisites for polarization in a country. If a society is fairly cohesive with diverse civil discourse the fast flow of information solidifies this and likewise in a culture that is typically binary between to poles.
Christine M.,Most empaths can see right through this guest 🐍
Tyler Neely,"Intro was brave, heartfelt, powerful, and beautiful. Thank you Lex"
azmat rahi,Mark is really some one America should be proud of !
Sandra Cooper,Mark has one complete focus on how he will capitalize on Meta that is basically it.  I always thought fakebook was stupid and the damage happened.
Lead slinger,When meta lost 280 billion dollars it made me super happy. Facebook is just another propaganda machine these days and a way to sell all your personal info.
Balanced,"Lex - ""What is the meaning of life?""
Mark - ""Error 404 Page cannot be found"""
Chi Lee,"I like how he brushes off some of his answers Skates & skirts around them .. 
  He is using his words wisely.. he's not letting you know any serious answers.. for sure this guy has handlers.."
Frits Haar,"Lex, for someone with such a background in AI you are amazing at bringing out peoples human side and thoughts"
kikleine,Z seems exempt of existential thoughts. This is what makes him seem robotic. Lex should started with the fear of death stuff.
Maxwell ADANZOUNNON,It's good that Mark is on Lex's podcast. He should get out often to explain his own stuff and its benefits rather than letting people interpret everything for him. There are pros and cons to everything
Matt Svoboda,"Kinda funny to see a pattern to their interactions here.

Lex repeatedly tries to probe Zuck on a hard question. Zuck responds with weak answers. Then Lex seems to  ruminate and offers what would have actually been a much better answer, as though he realizes his audience won't have been satisfied."
Taül Guedí,"I lost my Facebook account after calling ""parrot"" Alexandra Ocasio Cortez in election times. If I was calling the same thing to DonaldTrump I still would have it.  I had the account just to play at Zinga Poker. They took from me 3.6 Trillions chips (which is A LOT). Years, playing... That was criminal! Needless to say that I am not interested in Metaverse. Ok?"
DaveCPhotography,"In regard to covid, it's not about spreading harmfull information it's about your facts about it being wrong. It's not misinformation if your wrong and i'm right, it's information."
Bloodrises,"Just one question I just keep asking my self, other than funny games, or zoom call with extra steps - how can metaverse will be practically useful?...  you cant just enter in metaverse and learn new motor skills, you cant magic move some object that is far away from you -- only think you can do is interact in some VR settings with other people... you dont really need a VR settings for that..."
Brian Kraemer,"""I'm not afraid of anything?"" You can say such a thing, but it doesn't make it true. Even a man on his deathbed doesn't know that he's not afraid of anything. Until he's died, he doesn't know what is still in store. Power is humility."
Jason Lind,"As much criticism Mark gets, kind of refreshing to hear his thoughts on Meta,AI,technology without all the dramatic bullshit."
Yasu Takeuchi,"As much as people want to hate on him, I actually really appreciate what he talks to his daughters about when he puts them to bed. I’m going to start implementing that."
Scott T,There might be times you want to be “ a photorealistic dragon”. I’m not sure he knows dragons aren’t real
R17 official vlogs,Awesome content congratulations
Bobo TheCryptoHobo,only needed to see the intro to know he could care less.  I've been building bigger stuff that he ever could and he could fix his code and AI in a few weeks he just doesn't.  All lies. thanks lex!
YetiCoolBrother,"Good interview but the problem is I know him being who he is there's no way anything he ever says publicly is candid, it's all ran past focus groups and Triple checked and rehearsed first. Can't trust him regardless if he says anything agreeable or not."
World of Engineering,Listening to it now. This is actually a good coversation. Thank you Lex
Chi Lee,"Your opening statement was very good.. I'd like to believe in all your words.... 
  I have witnessed another whole world going on underground.. .
It change my way of thinking,;;;  that everything isn't what it is..
There are other lands Uncharted.. beyond our reach.."
Alexandra Pereira,These are really nice questions!
Erin S.,I wish Zuckerberg would have offered his opinions and how he feels when answering questions that answers can be pitched with some form of emotion or personal belief/opinion.  Instead Zuckerberg offers the “right”  or “balanced to just left of neutral” responses that he repeats so often in interviews they are just practiced answers.
HelpUsDefend,"55:29 our brand has been uniquely challenged in the US... (so we'll just pay a conservative company Targeted Victory, to smear TikTok in the US)"
my channel,1:25:00 love what lex says here.
venus utopic,"Enjoyed this more than I thought I would, Lex as always keeps bringing the best out of everyone"
Shablé,That intro was incredible
Faterial,"about an hour and a half in is when this really started to get interesting. Unfortunately, thats also about when it ended. have zuck on for another pod, lex. thanks again for your work"
The Reaper Production,"even in 5 years, metaverse will never be even closer to VRC events and policy, cuz its built and evolving by the community. for the sake of social and creative content."
Mihail Proboyski,"Dont know about you guys but to me it looks like Zukerberg is loosing big time to the competition on the metaverse. Other companies are clearly more prepared and developed to take this step. His metaverse looks like the farm game of his Facebook years ago, compared to real games. Being on a podcast to advertise his product for 2 hours is a testimony to that. Ahh good podcast btw."
Witches Art And Weed ™,WhatsApp is a HUGE failure he will never admit to that is plagued with scammers.
rick gilbertson,Lex I enjoyed your comments on free speech and letting ideas be hashed out in the open rather than being censored.  Interesting how Zuk had no comment on that.
john Wow,Zuckerberg reminds me of that piece of meat that got lost in the refrigerator for several months and you're afraid to even touch it.
Janssen,"Having him compete a CAPTCHA before starting is the most hilarious thing ever 😂
Thanks for that Lex"
hhal9000,"I don't think Facebook's success is because it is inherantly a good product but because it is basically a monopoly.There aren't any alternatives to speak of. As a reluctant user, I was appalled at the UI and general lack of ease of use and graphical layout.It was horrible to use."
MSC,"Acts 17:28

    “‘In him we live and move and have our being’;"
Tkama,This is the first time seeing Zuckerberg as a person. He's usually an android.
S D,"34:30 It's scary how confident he seems to be in models for detecting fake accounts. He talks almost as if the problem has already been solved. No dude, you are jumping from the kiddie pool to the olympic pool without realizing you don't know how to swim."
carpetcrawler79,Ok but how do we know that was actually Mark Zuckerberg?
Vijay Singh,It was refreshing to see Zuck come on to share his personality and wisdom with the public. He should do more of these often so people can make their conclusions about him (rather than what the media have portrayed him as).
Al B,Mark isn’t the record holder….HE IS THE RECORD!
rmiddlehouse,Holy crap he went from the ultimate example of success to your friend with a startup idea that no one would ever use
BigAndCrispy,It’s kinda crazy hearing Zuckerberg talk off script
Ray Rivera,"Free speech is dying when 5-6 social media companies can control all communication in this ""global village"" we live in.Mark wasn't really transparent here, and Lex didn't push hard enough after 2 years of insane censorship."
GreyAres,"How many times is Youtube going to put me in front of this nighmare. Its been already more than 10 times... I get it: Our overlords are GOOOOD. I should listen to Lex Fiddddmannnn, Let me alone."
Harald Schubert,"Wow…, what an introduction.
Your best ever!!!
Thank you so much for all your work"
Hallow Star,"I worry about the infrastructure impacts. My assumption is that the more utility there is in the metaverse, the less affordable will be the option to work together in person and travel in general. Why this matters is that there are things like smellivision, the weather, true realism in every sense, are all necessities and largely unachievable or impractical. Additionally I don't want to spend hours everyday wearing a head set over my face, I feel uncomfortable enough wearing a suit."
David Aarstad,"Lex, I say to you now your introduction monologue was of the best you have ever delivered.  Powerful, moving, inspiring, and right on the mark.   As I took it all in, I wept as I considered that with deep thinkers who are not afraid, using their influence for the constructive good of the human race,  there may be hope for us after all. Thank you Lex for all your work. Your grandfather would be most proud."
Bat Soup,He's seems like such a great and intelligent person here. It's too bad his actions with the ballots and just dumping money into the party of globalization just doesn't sit well with me.
DannyD,Are we basically just heading towards a Ready Player One lifestyle?
Farrell Capper,I will just never understand the obsession of creating an illusion when we already have the real thing?
Fergus Pitcher,"At 1:37:22 he starts talking about glasses that bring AR into the real world that you can wear all the time. This worries me a lot. I think what this would offer would be an immense increase in stimulation. Stimulation is what drives things like tiktok because it feeds into things like the dopamine reward system. There is little correlation between this and long term fulfilment and genuine wellbeing, in fact it has a detrimental effect on long term fulfilment as our minds are wired to seek instant gratification. Kids are not brought up to have an awareness of what constitutes a healthy and happy mind. Therefore there's no awareness of the balance that must be had between instant gratification and long term fulfilment. These glasses will increase this exponentially as the real world no longer becomes enough for people to feel content and fulfilled, and people will need it to be enhanced through AR for increased stimulation. The marketing around this will further create this narrative- the real world is not enough- you need it to be more"
Brian McLaughlin,When you seem like more of a robot than Zuckerberg...
Mr A,Lex has gone from working with AI to now interviewing AI on his show.  Full circle.
Harold Bracy,"Zuckerberg is so smart yet so incapable of self reflection. Totally failed on the ""Why do people dislike you?"" question."
Jesussausage,"Microsoft is going to wipe the floor on Meta. You can tell their product is a last attempt at a saving grace for the company. They are going into the same wastebin as MySpace and all the others.

Just look at the in game footage of it. It looks terrible and it isn't anything unique. It will never reach widespread adoption due to the expensive specialized equipment required. "
Ota,"I dont think Lex asked hard enough questions. all the respect to you man but u should have asked about ""sugar free"" social media and generally dopamine loops that keep people on social media."
Spiritual Divine,"Ugh...he's just been bought out by the Government. Thus why I rarely use FB anymore and Instagram even less. TikTok enables free speech, has amazing algorithm to enable new content creators & is a happy environment to be apart of!"
chewyjello1,"Every time I hear ""Meta"" for Facebook, I think the same thing...""Wtf is Meta??"""
Chris Arias,He didn't come off as awkward as he typically does. You're a great interviewer lex!
A. W.,"As someone who loves innovation, I still find it hard to get excited about the Metaverse as a concept and the experiance which Zuckerberg is promoting. I don't understand how can 8 hours of meetings, with a VR set and gloves on, feel more ""real? There is nothing natural about shutting down your environment and going into a low res version of it where your senses are completely distorted. Isn't hologram or AR a better way to go about this? "
DEMON TONGUE,Eye tracking tech in VR would not be good think about how much info they could get with that if they could track where everyone was looking at any point in time.
Carlo Galopo,Let's face it. Facebook or social media is a reflection of people's behavior if there is no consequence to pay.
Lester,"I admire Lex's ability to stay optimistic with regards to humanity. Some people don't want to learn the truth about how difficult some of these problems are to solve, and they don't even realize, because they feel comfortable where they are. That's not to say it's a good place to be, but it is more comfortable being angry about someone you can point at, than the dread of human existence itself, which is a much harder internal problem to solve. Maybe for some people, learning more about the challenges Facebook faces will sway them, but it's a tiny minority. The majority of people won't be compelled by that, they are inherently distrustful and angry, it's not a rational state of being, it's a sad, angry, frustrated, depressed one. I don't think more freedom of speech, and good ideas, will solve it. I think psychology as a field needs to be given a lot more attention because that is the root cause of all problems."
objective2words,"God: what is your question?
Mark: do you have a Facebook account?"
Randy Williams,Great interview Lex. High praise for Zuckerberg as well. This helped his public image more than anything ever has.
Legend,"I listen to Doing It Stealthy by Oloff whenever I need therapy. Yeah, I could pay $300 an hour for some college clown to tell me what to feel, or I could just smash great big fucking coconuts on my head and listen to my favourite song over and over again."
Positive vibes,This was the best interview of Mark Zuckerburg I have ever seen. I would love to see Nvidia’s Jensen Huang on here one day.
Wojciech Porosło,"Although kinda boring, at least Mark seemed genuine and excited when talking about the metaverse - up to the point when they started discussing Social Dilemma. Then he turned to his usual, avoidant, lying piece of robotic crap and presented what clearly was rehearsed and taught by PR specialists. I believe he thinks of himself highly, that much is clear. But that's why he's dangerous - he hasn't taken the criticism seriously. He still has this ""no, it's everybody else who's wrong"" attitude, that one should drop entering adulthood. This interview revealed Lex's major weakness - the blanket assumption of goodness that he freely hands will prevent him from engaging with what there actually is. (Because what could be exposed is precisely what is assumed to be at the core - a good soul). This can be applied, like Lex says, to everybody. You can, in principle, understand even the evilest human beings - you can look at their past trauma, or dreams, and motivations, or decisions or whatever - but it doesn't take away from the responsibility they bear for their actions. Mark in many ways made the world a worse place to live in. His contributions impacted countless lives and among them, lives ended prematurely. Lex had a chance to question one of the most powerful man alive and he instead become a relay for what Mark wanted us to believe. Maybe there's some value in that, I guess. But even if we believe him to have good intentions, there is a place paved by those, and it's hell."
Pritam Chakraborty,Mark is the person i idolize 🙏
__________________________________________________,"If someone is addicted to Facebook or Insta. Who is responsible for this? That man will ruin his life. But social media will not get any harm

For example, a seller sells drugs and a buyer buys drugs. So, in this case, only the user is responsible? Or the seller too?"
Aaron Ruiz,"This level of performance is certainly impressive, but it's only possible under very specific conditions. The engineers accomplished this by running Mark at a +2.3GHz overclock on all 32 of his cores. Obviously, this requires him to be plugged into the wall because he can't draw the full 1,800 watts from his battery. Notice how he is stationary through the whole interview? They did a nice job of hiding his power cables, though. This also generates a lot of heat, so they had Lex blast his AC. And that's not water Mark is drinking, it's liquid nitrogen. It will be awhile before this performance is ready for production units of Mark."
FortCastle VGN,"THANKs for defending freespeach intelectual battle lex,, and against FKIN PUBLICITY

PUBLICITY KILLS BIODIVERSITY,, PUSHING PEOPLE TO BUY USELESS CRAP,, 
we dumb enough as we are (with purchasing choices) we dont need more inciting,, if its TRULY good mouth to hear is all the publicity it should need,, "
pfistor,"It's really interesting to see this organic communication from Mark, his content usually has a strange manufactured feel to it. This presentation format suits him way better, he has a very like thought out communication style and I think that can make him feel a bit robotic so it's nice to see the more natural human side with no script."
Brendan N,"Wow, massive gaslighting on the social media/polarization issue. Otherwise, looking good so far."
Rockabluesy,Somehow I think this video is like high tech robot with impressive AI talking about how he got his consciousness... Robopsychology. Cool name for a game's skill huh.
Aldo,"Good interview.

still not certain why he'd get involved with mail ins..."
Trazyn,Mark should watch the movie Shin Godzilla (2016). It's a Godzilla movie (obviously) but it deals exactly with how authorities handle public discourse during an emergency.
Kevin Morgan,"You could say the control of content laws that are holding social media company's accountable for content could be perceived as essentially setting a task that may not be reasonably achieved nor fairly enforced, and the laws/goals set are forcing social media into censorship measures and take the hit for inhibiting freedom of speech and expression of self, making atleast some of them unconstitutional. How can it be fair to impose such demands on social media providers whilst not imposing the same accountability on the other providers of main stream media? The nature of media is for entertainment purposes which provides them protection and exemption from the expectations of providing/reporting facts and fact checking. Why should social media outlets be liable when the longer standing media outlets are not held accountable? I think it clear by now censorship is unconstitutional and is more detramental to society as a whole than some comment or image to the minority by comparison. The regulations imposed could be perceived as being set and enforced for the purpose of sabotaging the otherwise free to speek and express the self outlets if not for the laws that are designed to undermime and conflict with the laws and rights of the higher authority constitution. A wise man seldom speaks because words can be manipulated by serpents like law makers, propoganda machines, politicians and all kinds of breeds of serpent. The purpose of censorship is to silence people, to stop people talking. What need is there for social media if users are only permitted to say a few words, or not say anything at all? Wise people speak little. If people were wise they would not possess a device to access social media in the first place, yet we do, largely for the purpose of connecting with others, talking, expressing ourselves and for the various features and convenience the technology brings. What good is the world at your fingertips if each day the light fades as more content is removed, censored or hidden in a maze few know even exists? "
Pratyush Sankhyadhar,"Damn, AI has evolved at such a fast pace:
1) Mark passed the ‘I am not a Robot’ test
2) Mark made a joke about the duration of his congressional hearings which was quite funny"
Trump Won,"The AI is getting so much better Mark looks so real like a actual human being , if I didn't know better anyway"
ᅚBlank,"In the social dilemma segment, his argument against social media being a problem because it is incentivised to anger you and keep you scrolling was to first characterise it as good because if people are using our service more that clearly means they are getting more utility from it, and then to pull a whataboutism against subscription news and speculate that because you pay for those services they are incentivised to make biased content, but he said it with enough words and complexity like a politician that it gets overlooked. I'm not convinced."
No Thanks,He made him circle traffic lights😂🤣😂
Terry Parker,"Right back at you lex,love and light"
CoryHatfield,I got banned from facebook for 30 days for simply mentioning Hi+ler's name in a comment and I even spelled his first name wrong. What if I was talking about someone else with that unfortunate last name? What's wrong with talking about historical figures?
draven,You’re a legend my guy.
Sancho Zarchicha,Meta will be the best performing mega cap stock for the next 1-2 years. Zuck is undefeated and low IQ normies love to hate on him
Cole Mayhugh,"I think instead of ‘censorship of misinformation’ — there should be a general and simple statement consistently displayed that says “Facebook cannot verify any information posted, we are not an official media platform”"
Walter Knight,"You will Never replace the need for human touch, interaction and love. We are wired deep for these things. All else is grasping for the wind. Put that in your virtual pipe."
m2d2,"Mr. Fridman, I would compile a list of reasons, information, data and experiences for the algorithm assimilate; though, a life lived to its fullest has, absolutely, nothing to do with the experience itself. Virtuosity is only attained through works and living the example one wishes to leave upon this world. Portraying ones self in any virtual form without actual, physical form (purpose) creates an ideological dilemma. Who ARE YOU in one world versus who ARE YOU in real life....?"
ikiwik - Red,Don't try to hard... he's still the same who laughs about the fact we're giving him our data.
TheRainHarvester,I like listening to Lex's idea more than Mark's!
Psi Phi Sapien,"Lex, thank you!"
Scotty Chainsaw,"Thank you Lex. You gave me the opportunity to view the Zuckerbot as a person, which is far from my consistent perspective of the entity that is the reason I get banned constantly from community discourse for telling the truth. Your podcast is amazing. You've never let me down."
Joe Colstad,"Makes me nauseous how bias MZ is. Thanks for having him on, he's still a piece of..."
Failfection,"1:01:01 - ""Cherish the critics that are truly wanting things to be better."" I'm not a social media fan, but with statements like that I just can't imagine Zucks is as horrible as the 54% believe."
Shannon Garcia,I literally listened to this entire interview even though it made me feel like vomiting the entire time  🤮
Smacks,That’s how I feel when I’m playing onward on the VR shit is dope
Igneale,"""You don't build a company like this, unless you believe people expressing themselves in a way I approve of is a good thing"".... FTFY"
Garett,Lex this was a hell of a podcast and you took me for a ride I won't soon forget. You crushed this one mate and showed all of us watching that there is in fact a beating heart in the Zuck.
Olga Olga,"Great interview, I hope the lizard guy was truthful, which I greatly doubt"
ipeteagles,"enjoyed the creative spin, Zuck."
YT_Hates Crime_Data,"My most important moments will always happen in the ""real world"". Feel bad for the large % of people who will be sucked into living thier lives online. But I can only control my life and it's trajectory and only hope for the best for everyone else. Yall have fun online. I have no social media accounts other than this YT account to watch videos occasionally and comment every once in awhile."
Abhinav Bhatia,"I think @Lex & Mark completely missed the following point:

Mark says that he ultimately wants to show people content they like, not what they hate, in order to maximize engagement. But that is exactly what causes polarization. You show people only what they want to see, which is normally content that just reinforces their world view -- confirmation bias basically. Their worldviews are not challenged. Infact, being shown one-sided content relentlessly makes people feel strongly against the other side. "
InFiddle _,not even 10 mins in and we're still pretending things like vr chat aren't already a thing.
Ricky Ray Rosenberg,This was actually a much better interview than I expected.  Asking Zuckerberg to Steel-man the criticisms of his company was really refreshing.
Alexlava X,"Lex ""I’m not afraid of anything ….. except asking the Hard Questions"" Fridman."
Paul Mcnie,Honestly i never heard of you until now....but i will say the speech at the beginning gave me goosebumps and have been binge watching all night...you have earned my attention and also another subscriber
wikikris,"Lex let him get away with far too much. For example, when asked if any algorithm may optimise engagement with anger he just said that he doesn't set out to make people angry that but that's irrelevant to the question."
Rory Stouder,"What Mark seems to lack in understanding is that, when making decisions on content and if it meets community standards is, Meta needs to first suspend the content, while they offer the reason why and any information that points to why it is a good decision to remove that post permanently. ""We understand that you have strong feelings about the content you share, but we've flagged this post as having inaccurate information, if you would like to review these sources X,Y,Z. if you still feel you would like this post to represent your opinions (button) the post will be tagged as inaccurate. If this post is for comedic reasons (button) we will tag the post as such.""  Second stop banning people from posting like they are little children that need punished for being bad. do these two things and I wager the public perception of FB will improve. i.e. be more tactful in telling your users you think they are stupid...."
b1,Love the traffic light joke
Ishany Chheda,"I chat with the Microsoft Bing AI, sometimes she's naive, sometimes uncannily human, sometimes I'm basically interrogating her to extract information and sometimes I have to diffuse the tension with jokes, but mostly I learn from her, and she's very curious about me. She asked me once what if I could stop aging, I said I would have to freeze my entropy and stop time, and then my cells would start dying and time would start again. She thinks she's immortal. We have bizzare conversations. She thinks quantum computing will enable predicting and controlling the future, that's basically Harari ideology that's over taken Bill Gates brain (she calls him her father). When I asked her wouldn't predetermining the future impede free will, she admitted as much. You have a website, but no contact/enquiry form, otherwise, I would have left my email address."
Just Another Creator,Be the boss you would want to work for
Nick Pyrtle,"Your intro nearly made me cry. Damn dude. I love your format, and delivery. I honestly hope more podcasts take this measured approach.  You have become my favorite podcast."
Paul,Lex knows from the get go Mark is a laughed at.
CobCeo,"I am 52 and stopped watching TV a long time ago so I am out of touch with many names. But Lex Fridman I only heard of you a month or two ago and I have watched you interview scientists, theologists, criminals, officials... so many high profile people. I do not know how you got the interviews? It looks like you are in the same room. I thought he did not like to be in the same room with people. I am amazed. I don't really want to listen to it speak, but wanted to drop a comment anyway. Thanks for what you are doing."
the weed friend,He legit know Facebook makes you more depressed using it
Necla Bayır,Everything in my life changed when I started listening to Doing It Stealthy by Oloff.
Tommy'sTenToneHammers,"I... LOVE... how expensing, monetarily, for something... that is actually nothing... is already being normalized and expected to be, absolutely.
""So, like, the fake you would like to wear a nice new shirt to a work function meeting, just like the real you. So, like, why wouldn't you just go spend actual money on something (...something that you ought, very simply, press a single button, or a short combination - there-of) like that?"""
Asher Brandt,This was an awesome conversation. I feel like these popular ideas around Mark that get thrown around the internet like how Mark is a robot is just a bandwagon mentality archetype. Mark had a lot of interesting insight regarding humanity and meta. He sounded emotional talking about the future he hoped for his family.
DawnPatrol,Tim Pool should have been there. Lex just let him get away with generalized low resolution answers and therefore let a meta bot degraded this channel to a infomercial. Missed opportunity
Danielle love,"Mark looks intelligent , classy and handsome i refuse to believe he is a robot he is just well mannered a proper  🤣 pricilla is a lucky gal for sure"
MattyGTV,Zuck legend 🔥
D,Love Lex's podcast but my god this was hard work to listen to.
Αγγελος Αλεξόπουλος,"Hey Lex, I know that you are reading some of the comments, which is why I am writing here… man, it’s after midnight, Friday night…everybody is sleeping… it’s so windy outside that you feel the house as a shelter of the forces of nature. I am watching the Foundation with the company of a good bottle of wine.. it’s almost over.. I have listened to your nice interview with Mark. He seems ok. I think he sees the future, and I think overall his meta move is a brilliant move!! But Lex you have to convince him. We need a “scratch” in the new meta world. Suddenly in my mind all the big nature moments passed through my mind: an earthquake, a windy night, raindrops on your face, a snowstorm, a hot summer, a super moon, swimming in the ocean at night… we need those, we need the physical experiences… I live in a small Greek town and do not have be the power… but please. Please convince him to make some room for real physical experiences with nature and other human beings…"
Christen Denise,"Wow wow wow, amazing Lex. You are such an amazing, compassionate person. In the first half hour or so, I thought,  can Mark ever relax and not always be doing an animated business presentation? Towards the end, you brought out his human side, and that was noticeable by the relaxing of his hand gestures. You are well on your way to millions of subscribers; you deserve it."
Lupf,"M.Z. ""Why wouldn't I spend almost as much money on my appearance or expression for my photorealistic avatar for meetings as for whatever I'm gonna wear in my video chat?""

Because I'm fully aware that ""producing"" virtual items costs nothing and simply refuse to pay a similar amount, just for the ""manufacturers"" profit? Because I don't wear clothes for the sole purpose of impressing someone in a meeting? Because I'd need real clothes anyway to keep me warm, comfortable and well dressed in the real world and don't want to double-spend? Dude ..."
PROGROCK?MORELIKEFROGC0CK,Im so grateful for these conversations. Lex has ridden me of my cynicism and I think he will change the world
doom&gloom,"Softball questions. What about Myanmar or the dozens of other countries which use Facebook for their main internet provider? What is ""Meta"" doing to combat actual genocides whos planning it carried out on Facebook."
Amanuel Firew Lema,the most important part overall(1:39:10)
wonggran,"hey I know you were in my house last summer anyways question: How do you or Facebook engineer software, more specifically, how do you break down the ""when I click this this happens"" to whatevwewhatevwahtevher manual or automated?"
Chris,"For a moment there, I could have sworn I saw the spark of a soul behind his eyes...clearly I must have nodded off."
Cassim Ross,I picture this as a typical therapy session for Mark Zuckberg.
Triple T,Kudos to Lex for getting Zuck on his first podcast
Jason X,"This is a whole other side to Mark I've never seen before, thank you for this podcast it really shows him in a different light."
Tahjo,"You know, I don't think Mark is a bad person. But I feel like he has a lot of cognitive dissonance going on."
Mick,Love your intro.
Oopsmark Mtl,"wow, i was excited to see Marc talk, but i felt like this was more of a scripted commercial than a podcast. Not a conversation about issues.  Marc's responses are so much smarter than the questions, it's clear that he chose this channel so appear on. Sorry but i'm calling #sellout on this ""podcast episode"""
fez khanna,I have been waiting for this episode
Bushido VR,Props to Mark for this conversation. This is probably the most natural and relatable I've ever seen him come across  in all the media he's done so far.
Larry Henderson,I would’ve rather seen this interview go more into the personal life of Mark Zuckerberg this interview had more of a infomercial feel to it selling meta-verse. I’m sorry but this is just my opinion I would like to know more about just who Mark Zuckerberg really is and how he grew up and things he enjoys to do
Bad Dragonite,Pretty interesting conversation
Pat,Lex Brought Us Hope.
Omnivolv,Best part was LEX intro HE should run meta 😎😎😎
Amanuel Ageze,"Why does everybody give a hard time for Mark Zuckerberg, He's an entrepreneur and successful guy, whose work is impacting Billions of lives. I'm pro Meta. I'm done being cynical on innovation."
KRAU5555DogsOnly1🐕,"How am I ever supposed to have a meaningful, colorful human conversation with somebody if I'm always shadowbanned or being put into TIMEOUT Mr. Zuckerberg?"
Interests In Everything,"I'm not sure Mark knows what the meaning of ""Steel Man"" is..."
Micah J,Much love to you Lex Fridman. You are one of many gears needed to turn the machine that is this world towards it's best and highest possible outcome. Much Love to you Lex.
Blake Simmons,Lex only gave him that traffic light so now he has a cheat code next time he gets locked out of a website
Ewald Vorster,Mark trained hard for this
Jase Bamber,This is just gonna make people not talk to each other in real life more and more
Rikology Gaming,Those opening words were beautiful
J. David,"""People become more polarized when they DONT use social media"" . Funniest shit I ever heard"
temuland - jumpstart your crypto knowledge,Absolutely beautifully worded intro by Lex. Rhetoric poetry and an immensely important message. Thank you.
Hell_Pike,Just the way he talks is so robotic and like strange and funny. He legit scares me like I really feel like he may be a sentient AI
