author,comment
Josephine De Smet,I really have a hard time telling if someone's being sarcastic or not and so I end up explaining myself e.g. to people who laugh at my tutorials because they're really basic (cause I target beginning and aspiring songwriters) idk if I should just ignore that
Sparklelight Sims,"This channel is so helpful, I love how you role played also"
The Lawn Mower,Good stuff. Thanks for the relevant content once again.
Dig Life Crisis,Thanks for the info man! Haters gonna hate lol even tho I really never have that problem on my channel :) not yet anyway
JayTehPro,"This made me feel more confident about my channel. Thanks, I just subscribed."
MASIve Thoughts,This is a great video because people care so much about what people think. If you think about it though the more comments and engagement you get the more Youtube recommends your videos? Even if it is negative...
The Hungry Hussey,"That’s great that the hide user hides them but they don’t know. I’ve hidden a few folks but in the back of my mind thought, “they’ll just make a new login and return”. Doubt they would if they don’t know. 

Great and informative!  Thanks Nick."
Stephanie Nelson,Great videos!!! Great advice!!! Thank you
SivPri,Great advise.. Your videos are really helpful. Thanks Nick
Studio 84,I  this video. You are so right man and that is such a good feature by YT. LOVE IT LOVE IT LOVE IT 
Forex Aura,Thank you for the knowledge ... the comments on my channel were getting on my nerve.  Pls keep us posted with more videos and more content.
The Pearson Experience,"O man, I have had some Troll Haters they almost made me give up..... but I pushed through and learned how to deal with them... Thanks Nick "
Pinay mom's blogs,"In the beginning I get affected. There are people out there that are very judgemental about Filipina women marrying foreigners. But in the end, I just let them be. They don’t know me or my story (plus I just let my followers defend me haha). Nice topic as always! "
YourBoySuli,"Yes same, I always get hate, I am a new gamer and I am new to the gaming community and I posted some content and I got some hate saying that I suck at gaming and that no one would use my content! But I just used that to try to get better! Even though I am still not the best they made me even more confident and I try my best to get better."
Dai It Yourself,Thank you very much for the content! Feel much better after watching . I just started off my channel and yes got doomed by the 1st negative comment.....
DZ Legend,"Lol I just got my first negative comment after months of grinding and you upload this the same day. It wasn't super bad just someone saying they hit the dislike button. 
WHY ARE YOU TESTING ME NICK lol"
Rio Jo,Thank you Nick I did the blocked words and blocked some people.You  are awesome!
Dan Tirels,"Thanks for pointing out the difference between block & hide, wasn't sure but it makes sense now. Great advice."
Colorado Martini,"Exactly. Well said. YTers need to stop saying, it is interaction and that is a good thing. Sorry it is not a good thing. I don't need that kind of i interaction"
Blue Eyed Tech,I work as a behavioral technician for children and the trolls on YouTube are a classic example of attention seeking behavior. The best method is to ignore the negative behavior while showing attention to the positive in order to shape how they engage with others
Real Life Wave TV,Dislikes etc is part of youtube. The greatest creators get it
Mary Beth Dozier,Great advice especially for new channels.
Rose Honey Flower,For once a Youtube video that is very useful and not filled with rubbish. Pretty much a breath of fresh air to be honest. By the way do you know what kind of content that is very sensitive to make that a learning newbie should stay away from? My best guess relationship videos and religion.
Bj Waugh,I just ignore them..apparently my opinion matters more to them than theirs does to me
Yoga Bliss Dance,I like the split personality thing you've been doing lately!
ExclusiveGaming,The only reason why I hate haters is bc they make u feel like u don't matter and sometimes say things that can actually hurt u in real life bc they don't notice that bc their probably on their screen saying 'it doesn't matter I don't even know him/her in real life'
Xx Pastel xX,"I really needed this video, thank you!"
Austin Armory,As a small channel on YouTube… thank you for this wonderful advice!
How to Write Your PhD Thesis: Without Brain Damage,I agree with you.....they are just so weak that burn when see you intelligent. Sir you nicely and honourably said: they have problem and needs attention so no need to take it so personal ....
EYE LEVEL Awakening,Great advice Nick ....love the folks cheering in the living room....nice touch
,Another gem. Thanks Nick.
GAZDA,"Question though, with engagement really helping to push your channel further isn't it kinda helpful to have their comments? Like a necessary evil? "
- T o r i -,Thanks for making this video this helped a lot!
Mr. Cast Iron,Thanks Nick! I too have been dealing with the haters. I was deleting them but I will start blocking them too!
TheMaskedGeo,"thanks nick, this really helped give me some perspective"
The Humble Outliers - Investing & Career Advice,So true!  Gotta learn as hard as it is to ignore them haters!
Home Is Where Our Heart Is,"Thanks for this video we're a tiny channel just hitting 3k subs & we're just now experiencing a little of this a little bit. Not going lie hurt my feelings  but this video made me feel better! Time to use these tools thank you.
We only make videos on plants and we even get haters ️"
DarthShadie Lavellan,"I once had to deal with a guy who was nitpicking that my theory videos weren't valid because it was just speculation (it's for a video game). I made the mistake of answering and then he was incessant. At least he didn't do what an old acquaintance of mine did and say ""Stop making videos for YT."""
JoeDimesTV,"Hi Nick if you use the ""Hide user from channel"" feature to a user with alot of negative comments on your video would that decrease engagement?"
,"Handy to know :) things are still quite fresh on my channel so Im leaving the comment section as it is so I can get feedback on my videos, will definitely be implementing these tips in time though if things get outta hand,. thanks for all the great videos :)"
Mehreena Ahmad,I call negative commentators YouTube trolls but then sadly I become one of them. Most people understand what u mean and say but someone always like to ruffle your feathers. So I try my best to ignore the comments.  Bc you cant defeat the troll. But you can take yourself out of the troll web of destruction.
Tech 215,I just always get coy with them. Ill be like aww man thanks for the support!! That always drives them crazy but ive only had one.
RoadLessTraveled,Thank you! Great information!
Handberrydea,Haha I Love this video. Great message!
Longarms,"This video helped me a lot, thank you!"
Scott Hernandez,This video should be required viewing for YouTube creators but I thought this was for the viewers who just post comments and have people who just have to argue and get the last word.
Sia Yu,Nice one Nick! Notice you have a better sense of humour for the recent uploads
Songs From A Suitcase,"I really hope you can help with this question. My channel has started to grow fast ( absolute THANKS to your advice from these videos) and I’ve come to a new problem. I’ve been doing more vocal Coach reaction videos where I watch the video and then break down what the singer is doing correct and incorrectly. I’ve been teaching for over 14 years and I have a reputation in Los Angeles and San Francisco area, but this is a new venture with me going online. I’m getting a ton of negative comments and dislikes on my videos simply because people don’t like when I say what the singers are doing wrong or what they could improve on. So the question comes up “do I soften the way that I explain what the singers are doing wrong? Do I change and maybe not point out as many bad things? Or do I stick to my guns knowing that people who I want on my channel are people that want to improve their voice and the only way that happens is by pointing out what singers are doing incorrectly.”  it’s like this moral dilemma of do I stay true to myself and what I know as a vocal coach or do I change so that way more people like what I have to say?"
Angels E&V,Thank you I needed this
HOW TO MEDICATE,Haters will only make you bigger! Views are views 
🦇 Lady Ihcobob,"You can get some really bizarre replies out of them if you treat them nicely instead, never ceases to amaze me XD"
Tiffany So,Thank you so much for this video! It really is helpful ️
Striker Toast,Thanks man! I have some annoying “friends” who just like to mess with me. I decided to hide them from my channel. Do you know if there is a way to stop certain users from watching your videos?
DarKalligraph,"Haven't yet experienced a full on hater on my channel yet. The worst I've gotten is a few dislikes.

Also VideoLeap seems really interesting. I currently use Filmora, but it crashes quite frequently which deletes some of the work I've done. I'll be sure to check it out!"
The Standards of Geekness,Thank you for this one.
Farming Business Atbp,Great advise Sir.thank you so much.
Fusion,"I was cussed out for no apparent reason this morning, and it was really shocking... I guess I've been sheltered, because I've never been on the receiving end of such bile. I googled what YouTube does if I report them, and was really disappointed. They won't do anything unless they are inciting violence. That leaves a lot of room for abuse!"
Shannon Vlogs,It literally bothers me that people waste their lives leaving negativity on others’ channels. Like imagine the amazing lives they could be living if they weren’t doing this
Skully Let's Play,"Thank you! This is very handy to know. I didn't got any hate yet, but thanks"
João Gonçalves,Super useful advice here! 
SuperJasonOfficial,Thx! I have like around 3-4 haters on my channel but there is no reason why they hate me !
Baking With Charlayne,Another Great video! Thanks Nick
Bromander Brody,"Great video, really liked your views on this!"
VENDER4502V,If u have haters that means Ur doing well haters are jealous of how popular u are 
meinneuesleben24,Thanks for that vid. Really good explained.
Diehard Sports Card Collector,This is so true. There are some people with mental issues out there. Very sad that they have to troll to try to get attention
Crafty Yarn Owl with Darla,This is so helpful! I will link this to a video I'll be uploading later today! Thank you!
Carmen and Brian,"Over the last 5 years I've acquired a long list of hidden people.  I simply ignore/hide any trolls. I guess I was lucky when I started YouTube. I've done freelance work in the online gaming industry and if you think YouTube trolls are bad, online gamer trolls take it to a whole new level."
Official Reviews,When I first started my new channel(not this account) I got my first hate comment on my first video I uploaded. I did have 50 subscribers as a head start from close friends and some online people though. The person just said “he’s horrible” when someone complimented my video
Janet Beaufond,Oh really good.... I want to grow my Channel positively and now I know how to deal with it on Youtube.  Thanks again Nick....
Saudi Pinay Wife,Thanks for the advice. I just got my first troll comment an hour ago. I was about to reply to it but i thought twice and just reported the comment as spam. Now I know how to deal with haters better.
TexAveryRed7519,YouTube has definitely turned into a battlefield of opinions and arguments at this point
START GAME YT,"Thanks for teh advice!!

I wish someone told me the dont try to turn it into positivity I learned taht the hard way "
Jon Jon Games Official,"Everytime i hide the haters, i just laugh at them"
Bushcraft Savage,Excellent advice!
Ratty Star,Awesome video Nick. Loads of value to be had here. Why can we not report users for spam and block them from the same comment. Once we do one or the other the comment goes away. YouTube need to fix that I think
Molly Fashion Art,Amazing tips Nick thank you!! let me tey that videoleap as well for my video editing!! thumbs up!!
STAG FITNESS,Very entertaining :) Do swear words automatically get blocked ? Or do you have to manually add them . Wasn’t aware of this feature..... thanks
Ss Oo,Just curious - how does a troll know or find out if their comments are hidden?
Creeper Nation gaming,"I swear this guy is the best at youtube and helping other YouTubers he has helped me I’ve used he’s advice I feel better and growing slowly but what what I’m saying is thank you 
Keep up the great content I’m liking 
Again thank you"
jerrydahlgren74,Thanks for this great advice. I’ve yet to get any haters or trolls. But maybe some lucky day I will
Successful Convicts,Very inspirational!
RantJamz,"I just wanted to come back and say...i switched to my other accounts and seen you hadn't hidden me...thanks so much for not  doing so...i am a big fan and you have won me over after months of going back and forth on my loyalty here lol. Some people think i can be trollish sometimes, but i just like to leave real feedback...i suppose if they hide my channel or comment there isn't any reason to return to their channels...mad respect for being legit"
ElectroBlastLuigi,I really appreciate this video. I had this troll harassing me and my subscribers for as long as i can remember. I tried ignoring him and hide his comments but he just keeps making more accounts. :/
Jade Valentine,Hahahaha that b-roll was amazing Nick  thanks for this
The Block Farmer,Thanks man. I just got some hate on my YouTube short from 2 comments. I didn’t know you could hide the channel. Thank you
KatPlayzIt,Great info this helps alot thank you 
Ari B,"lol i loved the b-roll in this video i thought it was funny. and like i said in last video i like the skits because they change up the content to help with view duration, and i want to keep watching to see the next clip once will help your watch time. also these tips where helpful, the type of content i make gets alot of hate :)"
Mia G,"Thanks lol. I was in a music video that got quite a bit of views, and a few people were nitpicking my appearance, etc. This helped."
Dadvice TV - Kidney Health Coach,"Excellent topic.  I deal with these types of commenters daily across my channel (which is about being positive and improving your health to live better with kidney disease).  Sometimes their comments are so cruel and pure evil that you have to know their life isn't going the way the expected and this is one way of them lashing out.  I try to help some of them, and I have had success at getting them to see the positivity in life, but for most the best option is just to hide their comments.  Great tip on using the comment word filter to help block some of the spammers - I'm going to go set that up right now for some of the popular ""snake oil"" spams people post as cures for all that ails you."
IZthatKareem,"I'm so glad this channel exists, my channel is just now blowing up and well i'm sure ill get a hater anytime soon"
Angel Grey,Best video ever this helped me so much 
Falcon Summit,"There is a hate video currently on YouTube towards me and my friend. I tried to stand up for my friend as they were in an argument. Then they post a video running through the whole argument trying to prove that for the whole time of the argument they were better (literally bc they had more subs, I mean, I don't care xDD), (because they're insecure little twerps). The video has a lot of nasty insults in it but to be honest I can't really waste a braincell caring.  I'm kind of happy they made the video because they just wasted their time and that's less time for them to use it for their own problems. The video is still up to this day and is 1 year old. I find the humour in it and just move on. If you have similar experiences just remember that it is probably all down to them in their insecure little lives, and please don't waste any time thinking over it and just move on because you have better things to do in life than worry about people like them."
Switzertt,"I just need to deal with these people when I comment on something , sometimes there's some people disagree or just hates me on a toxic way . I need help with that"
Kasey Reid,"Brooo, in just 3 mins into this video I got so much value! Had no idea these options were available! THANK YOU!"
Raze Box Animations,"How to deal with them ? 
well just ignore them :)"
Pirate Sparrow Slots,Fantastic advice ..thanks as always
Freeg ninja Vlogs,The only good thing about trolls is that it's a sign that you are growing
JacobGamez,Shoot man..I wish enough people watched me so I could have a good hater 
Mark Fixes Stuff,Another great video Nick.
Strawberry Sparkles Edits✨,Thanks! For the advice️
Keep It Simple Esperanto,"Fab advice Nick, thank you so much"
Classic Quarter Game Plays!,Thank you nick I enjoy  your awesome  channel you have help me many times keep making the great vids :)
TrungTheWin,"thanks, my sister makes videos and someone called her cringe. so this helped."
Liberty flight ✈️,That’s so Awesome. Thank you so much. Love your videos. I’ve been using your videos to grow my channel And it’s works so well. So thank you for your hard work.
Jzombieboy08,If I get a hate comment I’m just trying to be as nice as I can to them
Cindy Kandie,"Thanks Nick
Always a dime"
GearGasms,I've converted some trolls to subs by giving it right back. Not the best overarching strategy but occasionally effective.
JB COLLECTIBLES,"I just dealt with a turd.. I mean a troll, great advice. Thank you!  :)"
Poccalilangel,I don't have haters yet but for sure in the near future i will. Lol. Thank you for this Nick
Da chicken,I just got hate from an enemy. Very great tutorial
,Thank you Nick!
Crazy Nerd,i need one that when you are targeted you dont lose friends when you are harassed or whatever. thats the biggest problem. i dont freak out till i start losing friends after all.
LewisWatsonVlogs,I used to react to haters.. Gives the viewers a laugh haha 
The D.A.N show,"Just started watching.  This is a great topic, I have a sports channel and made a list of Top 10 Kansas City Chiefs of all time and posted videos on Facebook.  I got so much negatively on this just hate, looking forward to seeing how you deal with this."
TransitAction 🇺🇦,Thank you for the tutorial.
Jedi Bunny,I just started learning to edit - it’s challenging but so rewarding. My subscribers have been so supportive and appreciative but I got a comment today that really stung given all the hard work I’ve been putting in. He said he couldn’t even watch my video because of the editing. 
Leathur Rokk,I had to delete 2 videos due to the backlash.I ultimately deleted then blocked the offending commenter.Funny how someone can turn from a fan to an enemy.People can and will turn on you if you say one thing they don;t like.Some people don;t get sarcasm or humour.So many people look for a reason to be offended.I learned so many lessons this week.Beware of locals if you are a Youtuber.The locals who discover you and your videos can really make a negative impact in your real world life!So i am thinking maybe its safer to be less autobiographical because enemies may smell blood and go after you.!And we YouTubers are public figures.I Never realized anonymity was a good thing til i lost it. Thanks for another awesome video Nick!!!!!
VeewithZee,Haha i love your sense of humor 
dEEA SliME,Never let haters pull you down.
kam,Thank you so much I was about to quit because of the haters
moreANT,"Yo, thank you so much Nick
I just reached 1k subs thank to you!
Your videos are helpful"
ÚŽASNÝ SVĚT ZÁHAD,great thanks for advice Nick
,I always find to just compliment a hater or just say something nice or just simply agree with them. They ALWAYS feel bad for lashing out and even subscribe HAHAH. Just be nice back it confuses them
,"I don't use the blocked words, but I do have a very long list of hidden users. Almost worried that YouTube may put a limit on me lol. Great vid as always bro"
SCB TV,Thank you  for the advice
Scarlet Rose WWE,Thank you for posting this there have been a couple.... so this was really good advice 
Bikini Time,Definitely going to try this thanks !!!
Adasteia Justienne By God's Grace Alone !,Best Help Yet ! I am a fan ! YouTube didn't bother to help me like this !  THEY NEVER REPLIED.
Happy Holy Healthy Life,Great advice 
CoinHELPu,"Very good video, helped me."
Mike Day Concrete,Great advice Nick
Energy Insider Tarot,"Thank you, I needed this video!️ how did you apply your guidelines to pop up before commenting because that was  awesome!  thank you"
Rodney Buse,Great content!  Thanks!
Playworthy,"Thanks for the tips, PLEASE DO NOT FEED THE TROLLS lol."
Eric The Yeti,"Its all perception.
They can only affect you if you choose to be affected."
DesignLife,"I was minutes ago almost crying about the haters I got, and I'm just at 12k. These days I felt like I should take a break from posting. I'm horrified what happens at 100k...haters are so MEAN!
I know it's abut them and you should not reply and it should not get to your head but it's so hard sometimes. "
Own Your Fitness (TM),"Hey Nick, I am a personal trainer and a empowerment coach. 1. what app do you recommend for me to edit simple but effective video tutorials and life coaching advise? I-movie? os is there another one? 2. since there are millions of trainers and life coaches on you tube already, is there still a point to making more videos? isn't your tube saturated?"
Soleers,"Thanks man, love you video. 

Yap you're right man, actually i didn't block anyone, but haters that keep blocking me, because they failed to make me angry."
Carving Fusion By : Jordy Johnson,"Thank u, needed to see this video, lots og good positive info"
The Spiritual Witch,Great advice  Thanks 
Unknown Mystery,"I really liked the editing on this video, it was different for you and in a good way.

I have a question, I have been posting a lot of dumb useless content in the past, I was new to YouTube and just wanted to practice but now I think due to no watch time, I think my videos are not being recommended should I start fresh with a new channel?"
Tube Techie,"Thanks Nick! We were just talking about that on Creator Chaos last night! Lol, maybe they knew you were going to drop this video."
Frys and Soso,"Thank you, all your videos are helping me. Thank you."
Deone SoBord,That crowd cheer scene was awesome! XD
Living Ironically in Europe,"But isn't removing coments counterintuitive if you're trying to grow? Due to them adding towards engagement, and thus helping in promotion of your video?"
Miggy ASMR & Bible Theatre,I like what you said concerning the people who are so negative could perhaps have something going on or had something happened to them that turns up as a reflection through how they treat or speak to others.  I oftentimes do consider what kind of day they are having and consider what it is that triggers others to be so negative toward others.  To me its a misguided channeling of negative energy.
Tarak Singh,"Thank You Sir, This video provides Valuable guidance to all small YouTubers like us, a must watch for all new YouTubers. #valueinvestindia"
A random person A random person,Just block them so they won't comment and post negative comments on their content
Songs From A Suitcase,"As said in jr high: 
Don’t hate. Appreciate!"
Love of Pets,I needed this today but it's too late because I had a hater with death threats that I had to reply back and then blocked them. Thanks for the reminder to just ignore them.
Miggy ASMR & Bible Theatre,"True... No matter where you go, there will always be that 1 guy.  If it isn't constructive and plainly just downputting, those are the ones to ignore"
Ungal Kitchen,Thanks Nick and I like your thumbnail for this video
IMTRUSKILLZ,I had to stop commenting on one of my friends video because he let's trolls attack his subscribers. Even when I block them they can still reply to my comments on his video
,"Another great video Nick,  I'm still waiting on you and Dee to throw me a life jacket.  Tell Dee if I see his car, i'm gonna tow it.  Nothing personal,
just business. LOL"
Secret Journey,"Lol but I enjoy blocking. After they spend so much time writing it, then they find out they are blocked and can’t post"
Esperanto Variety Show,"I was being trolled by a guy and it was so goofy that I thought he was playing a character - so I played along. When he started doing it to other viewers, I asked him to stop and ended up deleting those comments - which apparently ticked him off and now he's ""boycotting"" my channel. (Don't do me any favors, right?) I'm glad he's apparently moved on, but I feel bad for interpreting his trolling as a joke and ""playing along"" while he wasn't really playing - because that means that my game possibly didn't feel like a game to him."
Investing with Aaron,Love your advice. Especially the sandwich  for sandwich  thing. ️
Oaklyn Streeter,Excellent video 
Oxford Superhost,"I use Youtube to share my personal eperience as a short term rental host in a small college town. But I have found since creating my channel that other hosts disagree with my hosting methods and have followed me around on all social media trying to silence me. It's always the same people trying to recruit other hosts from short term rental groups on Facebook. A year later their recruits get bored with ther party, but the original core of this group are living their lives to silence me. LOL. Policing Airbnb and other short term rental platforms is all they have."
Lots of Love Ariya,"Got my first hate comment today and before I’m gunna let it get to me, I’m pausing everything except this video"
,Love you Nick!
Joe's Firewood Videos II,"Like #100
I am the most hated firewood guy on the planet, I deal with haters all day everyday.  Thanks for making this video Nick."
Pamela's Adoring Crochet,Thank you for the advice.
valcaron,"Internet before smartphones, this advice was: ""Just troll them back, and/or grow thicker skin.""
Internet after smartphones, this advice is:  ""Just use this 'memory-hole' technique from George Orwell's novel, which will have no long-term societal consequences whatsoever when used in a widespread fashion, nosirree."""
NodaMixBeats,"This subject is not interesting for me at all, I don't get that much attention for the moment, but i'm gonna listen out of respect!
Nick, you're the man!"
dennis nelson,"If someone gives an unfavourable comment its not the end of the world,people have to endure far worse,just don't worry about it.If someone starts having a meltdown because they get a comment that's a bit negative;then that's  a bid odd.The whole  thing of having to treat people with kid gloves,in life you have to learn to take the  rough  with the smooth.Just grow a thicker skin."
Emlas Asmr,"Thank u for all the tips! I have been doing you tube for 4 weeks and really like it! And i get more acknowlige in every of your vid  so thanks!
/A You tube beginner"
Candy gamer_gacha UwU,Thanks alot this helps i just got my first hate comment so now i know how to deal whit it :)
Daniel Kolbin,"I get some ‘haters and trollers’ and do try to ignore them. We need to stay positive.
But there is one person who says he criticizes me, but still comes to talk in and watch my videos/streams, because he wants me to improve. I can appreciate that and am learning.
Also, it’s it okay if I use some of your clips from some videos to put in a video on how to get more subscribers that I am working on?"
life of lake,That 27 dislikes are haters
Rambling Recruiter,"Why would anyone want to troll you Nick? It's not like you give great info away for free, like everyday."
Elsie Lane Boutique,Someone told me my music was obnoxious...I have three videos and I just started last week! I expected it but not the first week! Haha. Thanks so much for this!
LukaBuckets,I’ve been getting a lot of hate recently and idk why. I just made a video and there calling my content bad. Almost all of them don’t post.
Suryashish 25,"Hi Nick
Arigato For this video
It really helps!"
PR gaming,wow thanks for this video it helps a lot!
Ivan Liao,"Even after years of competitive gaming, I still can't get used to hate comments."
LawlessBaron,"First in best dressed good video Nick, this is an issue, thanks for touching on it"
bellekoa,"Thank you. I got so much hates comment on my video just bcs I don't show my face 

They call me too extra, so boring and so on 
Thank youuu for the video!!!"
Imran Shah - Vibe & Tribe,Love your little Donkey snippet - You are great teacher !
Lydia Great,"Haters just have too much time on their hands, huh? Nothing to do! Lol"
DIY Audio Guy,My channel is not big enough to draw in a lot of haters yet.  So far The comments have been overwhelmingly supportive and positive.  But I've had to deal with trolls in the past and I've learned that you have to focus on 1) people who actually give you useful and constructive feedback 2) The fans that love you.  Every ounce of energy that you put into a hater is an ounce of energy that you could use to make more quality content.
Allspark TV,"It's easier said than done, but people just need to grow a thick skin and not be bothered by what some random internet douche says or does. I've had people create entire web pages for the sole purpose of trying to slander me so it's pretty hard to get under my skin these days. Plus, I've found in the ""olden days"" of the internet from 2000-2010ish I got way more traffic and engagement when the drama squads would show up."
Big Heads Big Dreams,"The bigger we get, the more negativity we get on our channel. All we do is comment back something positive or delete it. Because, people are hateful. ️"
sarah taylor,"People shouldn't be able to treat each other like this ,there is people who litterally tear other people down and that's not okay.Think about how how many people have committed suicide from people who are tearing people down its probably the devil using those people as puppets to attack another person."
Luna0838 Clips,Really helpful tips. Thanks.
Epic Math Time,"""Envy is the religion of the mediocre. It comforts them, it soothes their worries, and finally it rots their souls, allowing them to justify their meanness and their greed until they believe these to be virtues. Such people are convinced that the doors of heaven will be opened only to poor wretches like themselves who go through life without leaving any trace but their threadbare attempts to belittle others and to exclude - and destroy if possible - those who, by the simple fact of their existence, show up their own poorness of spirit, mind, and guts. Blessed be the one at whom the fools bark, because his soul will never belong to them."""
HeatherPsyD,"I've been pretty lucky with comments so far, but I recently received my first messed up comment said that I should be thrown into feeding lions.  I was on safari, and the quality really wasn't great, but to suggest that I should be killed/die got to me.  I responded positively, received no response, then I just blocked that user from posting.  I can take constructive criticism, but inferring that someone should be harmed, joking or not, is just wrong to me.  Maybe I should have left it, but too late now.  I will handle future negative comments better.  Thanks for this video!!"
Cookin Mean Jean,Thanks for posting.  I have dealt with many trolls.  I have had someone follow me on different medias at once.
Diggin With Deej,Good video Nick.
YoKyandt,Thanks man you helped me a lot keep it up
Camoes Gamer,"Well, bad feedback is better than no feedback. Troll feedback can be good to share in social media! 
P.S - I want a troll just like the one in the video! "
Alicorn,"So, I currently have a spammer on my most popular video. Not a bot, but someone who's WAY too obsessed with the topic I'm discussing. They've left 20+ comments so far and the only reason I haven't taken action yet is because I'm worried they'll notice, make an alternate account, spam angry comments for blocking them and if I block that account, they'll just repeat the process. "
Dom AZ,"I didn't see yet a troll on my channel, just one negative comment. It's good to know about the ""hide"" and the  ""list""."
The Veggie Nerd,Good topic to cover for sure. Noticing your B roll and added cutaways. Nice nick.
,Someone called me white trash  so i did what you said and hid him from my channel  so thank you 
abandonvehicles,Thanks Nick .for the video from Charles and  Valerie .
Invader Plays,"There has been this extreme hater that I have he has been cyberstalking, and hating on me, and my content for around 2 years now. I have ignored him before, as well as blocking him.He has evaded blocking by making new youtube accounts, as well as taking my videos, and reposting them. It slowed down a lot since I made a video of me reading all of the comments he made. However I still get comments from him time to time even though I stopped posting on my channels due to working. I am just wondering if doing a video on the ones that use extreme hate is actually a good idea?"
Kelly Family,Thanks this really helps most of the time haters or bully’s had something bad happen I can say because when my dog died a while ago I became a hater but I stoped because it didn’t do anything about the death of my dog and it’s just life so I can say this is great advice and keep up the good work
Our2GirlBoat,My only problem with your videos is they don't have subtitles so I can continue to watch them while blow drying my hair.
Curries With Bumbi,Hahaha this video was funny too. Like how you said if you use the hide function the trolls will keep on typing without even knowing that they are hidden. That was hilarious the way you said. So funny  .
JayDeeMC,"As my channel grows, I've noticed that the number of trolls and haters has increased. It seems like it starts after 10,000 subscribers. Someone doesn't like that I get lots of views on gaming tutorial videos and claims that you can't grow a channel with tutorials. That's not real growth. Really? Evergreen content is a wonderful way to grow a channel. I have many videos that rank very well in search. I'd say that's a successful approach to growing. Anyway, I do just as you say. I hide them from my channel. And I don't have to see them, either. I know they're there clicking on thumbs down, but they're not polluting my comments with their negativity."
Step By Step Bass,Slacker Nick makes another appearance! Love that guy...
hurtighansen1,"I hate, haters lol and i love blocking them instantly. Only positive vibes is welkom. I will listen to critics, but in a well spoken way."
Lil Crafty Nook,"My issue (and I know this sounds crazy...) is guys who think this is a dating site!!!  The typical “Hi, how you doin, I’m from blah blah blah...” crap.  I just thank them for watching and go on.  But it’s still aggravating."
Heidi Orden,You’re are amazing 
Tugis Art Studio,"I love trolls. Without them, the internet would be boring."
Edward Sweeney,"Good advice, Nick.  Trolls are attention seekers.  They are jealous of content creators coz they couldn't create anything that would interest anyone.  99% of my subscribers are intelligent people, so when I get stupid trolls I just leave them there to make a fool of themselves."
Plan Zed,"Yet again more great advice... kinda needed to see this... I’m fairly new to YouTube content, posted about 6 videos last year but then nothin until about 2 weeks ago coz I been in hospital.. 
now, up until last weekend I had zero dislikes.. anyway some guy trolled me on Facebook and then dumped a load of dislikes on most of my videos in one night.. he even tells me he’s done it from different accounts multiple times ... i mean I got about 20 subs in the last couple of weeks of 2k views, a load of likes but now all these dislikes from this guy... obviously I blocked him on FB but I dunno his YouTube profile.., what can you do about something like this or do you just have to wear it?"
sevenmile,I don't understand why YouTube doesn't simply disable comments until a viewer ( with little or no content of their own) makes it through like 92% of a video.   I think it would cut the number of troll comments considerably.
My Pretty Everything,"This comes in handy, I got recently some nasty comments, it's always hard.."
crazycoollady1999,"I feel like I can't post a comment without being spammed with negative replies about me and nothing positive or neutral. For example, when I made a comment about my autism on a video about disabilities, I received many replies. All of them told me to stop seeking attention. When I said a video was educational, I was told I was ignorant, watched too much Rick & Morty (I have never watched Rick & Morty before), and could not solve 2 + 2. In one video that compared the 1999 SpongeBob intro to the 2016 SpongeBob intro, I stated my honest opinion on which intro I preferred. However, I was called the r-word, told I sucked for not perceiving the intros the same way, and even received replies saying, ""WTF"". This is just 1% of the many times people have expressed negative attitudes towards me without anything positive or neutral. At this point, you could just tell me not to post the comment. However, I am opinionated, and I try to cope with that trait by stating my honest thoughts in the comment section. I try to be  intelligent and well-spoken, but it is extremely difficult for me since I have developmental disabilities."
Days of French 'n' Swedish,"Does anyone else feel that the worst kind of comments are actually the ones that kind of subtley undermine your point, like, without saying, ""I disagree... "", they say something heaps black and white like for example, if I say an app is bad they are ""It's actually a good app, you are using it wrong."" or something, acting as if they know more about the thing that I have a freakin' YouTube channel about. It'd be like me telling Nick that he doesn't know how to get views and subs."
feel good ignite,Thank you Nick.
ventisvent !,I have 1 hater who literally only hates me cause I’m a gacha and that’s it. Like I’m not even a gacha heat I’m a gacha channel like before I did wanna be a animation channel but I could then only upload once a month and i like to post like daily or every 2 days plus I never finish animating so plz can you guys not hate all of the gacha community because most of them are trying to change the community or aren’t even heats if you find a gacha heat just report and block them then move  judging a whole community because of something s few people did even I hate gacha heats but just kinda hurts
ezhousehunts,"I find trolls amusing, most of the time."
JesslynnPlayz,"I do receive negative comments on my videos, I remove the bad comments and never take it personally."
DraculaTZ,Do not engage with them soldier
ZeroPancake9759,"Step 1: Block user
Step 2: Hide user
Step 3: Report user/comment
Step 4: be calm"
Blue kid,Honestly this might actually work because as soon as I make one video people start leaving negativity comments on my videos it doesn’t make any sense it’s like people who normally live in fire all day every day are a commenting on my videos
Arghya Das Sarkar,"Fun part....if someone comments like that on a particular video of mine, That boosts my video analytics lol "
Walking Ghouls,I’m watching this vid because I’m getting sent hate.
Ste Stewart,I had no idea you could do that..... I'd love to try my hand at YouTube but the haters scare me  
Joanna Lindsay,Great and informative video i need this..lol thanks Mr. Nimmin..
Angel Aguirre,"I have been watching your vids for a few days now, but this vid made me subscribe.  Thank you for sharing this."
ActuallyEco,"Haha honestly their hate comments helps to boost our video’s engagement
You never see a hater doing better than you! Just ignore them
Who agrees?"
