author,comment
Gouse,Continue this series with AI and ML
Isha Kshatriya,"Can't we just use int(input (""enter your age :""))"
NRS Rohingya English club,To learn coding and program is it important for one to attend university
N 7,"Actually I m a bio student and suddenly got interest in technology but from where should I start I don't know , please guide me"
Arun mandava,Thank you so much aman bhaiya 😘🙏
Rakshith V.P,Anna is learning the concepts of Calendar. Her mother has asked Anna to write the number of even dates and odd dates in a month. Design an python program to help Anna on this please tell the answer for this
Manga bhagya Sril,"Hi sis, now iam persuing my degree in BBA 2 year so,I want to go in IT company so  can u suggest me which is the best"
Ajay Bawaskar,You're So good !
Kamal Tyagi,Please explain return function why it is used.
Movie Climax,Thank you so much sradhha di .  Hume full course chaiye python ka
Shakir Ali,Didi you are Amazing :)
shri bhagwan Sharma,"(20:23 )agar hum input krte waqt hi integer input le to?
old_age=int(input""enter your age:""))"
Abhishek jaiswal,"thankyou so much Aman bhaiya and Shardha di . 
please make two  project of python."
Rohan Gupta,"Hello didi, please make a full video in  cyber security course.."
Abhimanyu Singh,"47:31
Didi explaining how programmers cheat during the mathematics examination.....😂😂😂😂😂😂😂"
Abhilash Patel,Please keep making these videos
Bhairu Gavhane,Please make detailed cource on python like c++ and java..
Saroj Bhati,"Exersise 1 Answer =

Name1 = ""Tony"""
Nitin Tamang,"thank you mam
this video help me alot 
plz make another video about machine learning and web development"
Join Vishal,"Didi ❣️ you are OP🔥🔥🔥😊
Love from Jharkhand 🥰❤️❤️"
Dhwanil Shastri,Jupiter notes is essential for learning python ?
21CHBSA192 Sanila Kaleem,Please make a detailed video for machine learning and web development for python
Augustin Ni,Shrada Didi I'm in love with you 😍 and the way you teach.
Sidrah Noor,"Can someone tell me while filling the form in pyscripter before installing what to write in ""company""????"
CRazy CRicket CLub,Didi ye toh aapne Mera 11th ki poori cs 1 ghante mai Kara di ❤️🙏
Shakira Shaikh,Everytime it was python you said Java feels like you use java as your main language!😂
Nishant Jha,"10:10 u said java ek case sensitive language hai, but actually you mean to say ""python"".😅
Just updating and nothing else, just in case it might create some confusion.!!"
Dibyadipan Bhattacharya,I had a question .. Which one is better to use as a python IDE VS code or PyCharm? Kindly guide because i cannot understand the difference..
Madhur Arora,Please make video lectures of python needed for data science placements.
Ilm,God bless you Sister!
Kartikey Sharma,Thumbnails have a different fanbase❤️
Renu Kokate,Didi plz get this series ♥️ beginner to advance
ajay k,Which one is better pycharm or jupiter?
YTG GAMING,"As im already a python student fro,m 1.5 years i will suggest to use visual studio code not pyscript"
Nitish Suryawanshi,"Thank you for this python series.
Now, we want JAVA series...🙌🏻"
smd baqee,please make detailed tutorials with detailed notes please.........👃👃👃👃👃👃👃👃
Mohit yadav,it is really an awesome vedio 😊😊💯💯 plzz guide for dsa with python
Shishir Wadhvan,please make full python series from beginer to advance
𝐌𝐞𝐥𝐨𝐝𝐢𝐜 𝐅𝐥𝐮𝐭𝐞𝐬,"Shradha didi and Aman bhaiya style is almost same. Speaking,actions,language,word used ,etc.."
Gk,Which laptop is best for coding
Vlog With Baishakhi Dutta,Please make another video of advanced python with one project .
Zaheer,😍😍😍
Kuwali Talukdar,"Hi , i have a dbout. I'm a beginner and i want a program conversion to do from java to python. Could you help me??"
Santosh Kumar Thakur,"Speaking like  aman bhau "" kar rahe honge "" 😅"
ANSH GHAI,Harry's tutorial is still better than this
SAGNIK DHAR,very nice 👍 easy learning
WIZZWISE,Very nice😊😊thanks😊😊
Abhishek Dip,Really helpful 💖💖
aman maurya,Please continue with python series didi 😘😘
smd baqee,please make detailed tutorials with detailed notes please.........👃👃👃👃👃👃👃👃
Pranjal Nautiyal,please teach oops and file handling also
Sahil Gujjar,"very good ,i have never been tought like this in my life"
Om Gharge,Please make series for Machine Learning and A.I.
Dipto Mondal,Super valuable video for me.. thanks a lot didi ❤️❤️
Chetan Killewale,"I want  to learn ML and AI, please make a video on this Topic"
172CIV_Sukhwinder Singh,Great Appreciable work
Pratham _1111,"While watching , I was more worried about the ""ENTER"" button than learning"
Himanshu Him,please make full course on artificial intelligence using python
Yuvraj sahani_39 4th_sem,Mam plz next vedio on machine learning on python🙏🏽🙏🏽🙏🏽
Gaurav Vashisth,Di please continue python series from beginner to advance
Syed Abdul Wasay,didi i think you should start series of python because 1 hour is not enough for us to get all this
Sunil Kumar,Please provide advanced tutorial of Python Sister....🙏🙏
Mo Aamir,Sis...I want a video on machine learning😌🙏
Pranjal kulshreshtha,"Yeah ,, you are awesome ... please make the video on python series ...."
prashant jain,Waiting for 2nd part of this video
Hrushikesh Goud,can we use visual code for python ??
anju ayancha,provide english subtitles as well please !!
artistic world,Sir I am a student of BCA can I change college in second year?  Please make 1 video on this topic...🙏🏻🙏🏻🙏🏻🙏🏻 please
458_Shashikant Pathrut,"My OS is of 32 bit so, Which version of python should i download in my laptop?"
Rinki Vishwakarma,Great 👍👍
Tejas Khot,Hello madam.. mujhe VBA macro Excel sikhna hai.. aap uske liye session banayenge ? Please 🙂
Falik Ahmed,"please didi make a full course of python from beginner to advance, chahe pure ek din ka hi kyun na ho in one video please plz please request from ur subscriber 🥺😭😭"
27 Sahil Kshirsagar,Please make a detailed video on how to clear Cognitive assessment test of companies  .
Kapil Thakar,how about arrary in python ?
Dhruv Dhameliya,Can you continue this in higher level ?
RITIKA NISHAD,"Thank u .
Helped a lot"
Vaishnavi A K,Thank you very much 😊
Atharv Patharkar,Thank You 🙏🏻
heena kumari,data scientist with python full course in detail from beginners to professional
jnpatll,Thank you👍
Lorddark,Please make detailed video for Python like Cpp which u have made
Online Watchman,Naveen Reddy [Telusko] has best videos. Apna College is good for students but not for professionals.  Sorry for negative comment but you can improve the way of teaching by taking this comment with positive attitude. All youtuber has same syllabus to teach but how they teach that matters a lot.
Ruquia Alam,thanks  a ton..ur making iit so easy..
Devendra Sendhav,Thank you ❣️
Karthik Koti,Please can you make data science and machine learning series...
Sanaullah,"I am Thankful to You .
First Time I make programs .
👍🏻"
Saiket Paul,Keep continuing python series
Bilal Ahmed,kindly make the angular js tutorial for beginners
Priya Kumari,Thnku di aap bhut shi explain krte ho ek baar me 🧠 me ghus jata h. Or learn krne me or mza aata h
Musical Streamerz,after thsi video i started making a virtual assitant like friday in iron man movie it has not been completed yet but ill complete it soon and i am also a begginer it has been 5 days of my python learning
salman Ali,Sis make the video on  image processing and computer vision
Vaishali Rane,"Yes,pliz post vedio on machine learning and artificial Intelligence"
Tahir Zaman,We need Complete DSA in python please
Pavankumar Yavagal,The best video i have ever seen.
tough guy,"Someone say python 😁 
We are here to learn 🤓"
Sayan Chakraborty,someone please tell me how can I add the PyScripter shortcut to my desktop.
Anuj sable,Didi pls start python course from beginning to advance pls 🙏🙏
FunLife Abhishek,Please continue full course of python
Satish Chilarge,thank you didi for amazing video it helps me lot
Anjana Kalita,"You should also show how to install python in linux 
I am having a bit problem because i installed manjaro os 3 week ago and i wanted to learn python but i don't get any tutorials about how to install.After many tries i decided to install win 10 again but i don't have pen drive i only have a boot pendrive and i am not getting any tutorial videos on it for linux. I am only 13 y and i just want to be hacker ,but after all this problems i decided just wait till i am 18.Sorry i just wanted to tell someone about my problems as i cannot tell anyone else."
Harshita,Very helpful
Pal Saurav,"rating=[1,2,3,4,5]
print(rating[3])

print(""thanks"")"
Mr. Astrophile,Should I learn python from this for class 12th board exam?
Kaibalya preetam Bal,Didi please make a video on python machine learning. 🙏
Vinesh Yadav,Hey! Which book you prefer for python?
Swastik Tripathi,"Please make video on  ""oops concept with python""."
Sharif ul Hasan,"when i write age =  input (what is your age )
and my age is variable but age is in integer is show an error"
Itishree,"Okayy.. I'm not from engineering/science background.. I'm from finance background.. Soo can anyone tell me if this is best fr me as i need python for some other course?? N I've not done any c, c++, java or js😑"
Shrut Jaiswal,When I run the command it runs without any error but I couldn't see hello world written their pls help
subhag chaubey,Ma'am can we export any file ?
Prateeksha Thakur,Mam can we watch this for class 12 exams
Thermal,Please didi make a full detailed  video on  what is machine learning...
Iqbal Inamdar,Amazing explainaition 👍👍👍
JAI GURUDEV,Thank you so much 👍
Aparna,Nice 😊
Mohammad Raza,Very nice 👌👍
Daksh Bhatnagar,47:38 It’s when she realized this mini project has no real life use 😂
Syed Rehan,Please upload full python series.
Aman Rana,Bhut ache se smjaya mam aapne 👍
Astroman,Thank for the the awesome tutorial
Mr. THUNDERBOLT,Didi is it necessary to install python. Or it can work properly in vs code .
S.S.P Arts,Can you make a separate video on installation of python ??
mr. rj,can i use visual studio code instead of pycharm or pyscripter
MKhan,"Shukriya mam🙏
Mam python ki series  start kijiye ydi possible ho to ?"
Arpit Nema,please continue python for placements
Jeeshan khan,When will u upload next python tutorial videos???
Ahsan Javed,Yeah mam please continue thia python series
RAHUL SHENDRE,PLEASE CONTINUE THIS
Cyber 2021,"Is this video suitable for class 12 IP exam ???
Pls tell"
yuvraj sinh Zala,"Thanks 👍👍👍👍
It is vary help full to all......
Once again....thanks....."
Rimpi Nag,plz make a playlist on machine learning
Irfan Malik,10/10 excellent
Short This channel,"What is  best job in python and please,tell me  what are different jobs in python how to get it"
SAURABH PATIL,Didi very interesting teaching 👌👌👌👌👌👌👌👌👌👌👌👌👌👌👍👍👍
Muhammad Nouman Khan,Need lecture on machine learning in python
sarayadu,"Please start from starting, we want to learn Python ....."
Racer rapper,Your video is so helpful for many peoples please keep making
SWASTIK MANGLAM,Please make for django from begineer level to advance
Arjun Gupta,"Aman bhaiya can you please starr python series for class 11because in schools i am not able to understand it ....plzz it's a request from whole class 11 student who have taken computer science as subject.
With regards"
Ashok Vimal,Interesting!! Pls make more videos..
Kunal Rabidas,"Microsoft wali didi Op🔥
Apne bohut aacha samjhaya phyton ki basics. Apki ees ekk ghante ki video se meri puri class 11 ki python revise ho gai.
Aur ha, Please future mey bhi aur resi tarah ki videos lati rahiyega and ha Python basics seekhne ke baad aur kiya hume sikhna chahiye uspe bhi video jald laiyega."
Calm Cool,Videos on all topics mentioned in  last 🙏💯
INTRUSIVE_002,Please make separate video on AI 🥲
Visalbz,Thank you !
Rakhi Singh,Can u please share the video on machine learning
Tasdid Romen,Also give Linux install guide!☺
Arpita Vishwakarma,Can I use vs code for python??
Piyush Sharma,"Practice & learning:
(i) def whole_square (a,b=0):

    print((a*a)+(b*b)+(2*a*b))

whole_square(1,2)"
SHIVAM,Please make a DSA series of python
Ankit Singh,Please provide python complete course 🙏🙏
Paras gaming,"Mam , can we do it on pc"
Arjun S,Mam >= true kaise aaya smjh nhi aaya kyuki 3 2 se bda to hai pr brabar to nhi hua n to false op aana chahiye?
Violent Boy,Sir ek Dbms ke lia bhi tutorial bana lo please 🥺
Muskan Agarwal,continue the series for WD in python
Tej Raj Adhikari,Please make a one video of python from beginner to advance
Gαυяαν ѕιηgн,"Class and objects , scope of variables, numpy in python"
Vaishnavi Talekar,Omggg tht loop uh explained soo well..
Amey Gurav,pls make video on machine learning AI its a request
Shanmukha Viswanath,we want python for artificial intelligence AI
Siddarth,Thanks you soo much mam 👍
sahil nawariya,Osm video about learning python for beginners 💯💯🙏🙏
Arvind Jaiswal,Please make videos on Django/flask web framework.
14 X B Shreyas Kore,"I personally have a administrated laptop ( and I don't know the admin pass)
How can I now learn coding......

Afterwards (after some time) I gona by it"
Learn to crack,"Your code for calculator is not working
Problem in line 2
File ""string"", line 1"
Bharat Kushwah,"Machine learning
DJango
Ai 
Plss request to give some one shot like that "
Aksh Raj,Can I use visual studio code for python
SHUBHAM KUMAR,Today is my first step towards coding 🤗..........a first year student at IIT Delhi.
Dishant Talware,Thanks 🤗
Ayantika Ghosh,Can i use pycharm in windows?
Alam shaikh,"Didi please make a video on A.I, Machine learning"
Pragatiofficial_2704,"Di, In my PC python is not downloading from official website what should I do it showing privacy error PLEASE TELL ME SOLUTION FOR THIS."
Laxmishankar Shukla,Hi Shradha! AI in one shot kab aayega??
Vishwaraj Jagtap,Give one application example that we using in mobile which done in python .
Piyush,mam when u are using so why cant use phycarm ?
Shaik Fazil,Please add python series from beginner to advance and DSA in it. please diddi
Payal Rastogi,THANK YOU DIDI IT IS VERY HELPFULL FOR ME PLEASE DIDI FUNCTION K UPER OR VIDIOS BNAIYE😊😊😊
Tejas Kumar K,"This course is useful 
To make notes & then code on software is it right way"
Sketching with Hardik,Best Teacher 🤞
510718045 Abhishek_Agarwal,Nice work
more bhushan,Python Tutorial for Beginners | Learn Python in 1.5 Hours
umesh pedini,I have window 7 home basic. Which python version should I use didi????
Ilma Fazil,Difference  in c++ and python ???
Airborne,Agala part pls jaldi laaiye. You way of teaching is just AwWwEs0Me.😁😁
Sonia Gupta,Thank you so much mam..
Jii's Pc,please make a tutorial on lambda functions
Ank Kanawade,Nice teaching
Manish Code Shala,great video
Wandering Steve,"Can I use this on 32bit pls tell😔😫🥺, if you have any openion for coding python in 32bit.. any software that is compatible for windows 7 32bit."
Mohammad Arshad,the code you mentioned about break and continue is not running.
Niraj Sinha,Thank you !!!! Superb
DAHRI KING OP,Sis make video on artificial intelligence by python pls
hello,Thanks ♥️
King RB,hi..i need python videos for data integration and development
Akarshit Raj,Mam machine learning ke module pe video laiye....
siddharth soni,Please OOPS with python ka essa hi ak vedio bna dijiye of <= 2 hours please
Baktawar Gaming,Please make video of artificial intelligence with python
g.k.karelia karelia,"Please ,madam make more video on AI and data science"
Shaurya agarwal,pls make a full course on python
Harsh Brahamwanshi,Amazing
Dipali Khadke,Thank u👏🙏🤘
T Sharath,Make a video on artificial intellegence and machine learning
Jay Patel,Ya we want Python language on Machine Learning.
AR R II,Please upload intermediate level
Tickling Tick,You didn't tell why you used pyscript and why not others like vs code ?
Sonia katru,Great thanks a lot ❤️❤️❤️❤️ keep it up ❤️❤️❤️😭😭
Mridul soni,"i am not able to find what to do after downloding pyscripter , there is nothing like you showed in your video that a file is gonna open up after you install pyscripter"
프라딥,Plz..make a video on python for infityq competition
Serix,Why do we use second party software to write scripts in python?
Mohd Huzaifa,Please make a vedio on OOP in python
riya pal,Pls came with python full series
ME3465 Sahil More,"Need Python DSA Full Course
Urgently>3"
hrushikesh jarad,"sir/mam plz ml and ds basic class  bhi banao na....
and muze placement interview handle nahi ho para uske liye kuch idea ka video bana do..
..."
A-32 Mohanish Pingale,"guys i have problem
i made calcultor and save the file 
when i open this file , it open in command promt
then i type numbers and operators"
Suru mahajan,di plz make full series of python from beginner to advance
Kulyash Dahiya,Please Also Make SQL
Gaurav sharma,please make one shot video of c++ also....plzzzzzzzzzzzzzzzz
Manu Chauhan,"Di, please make the video of python for finance??"
sujal kumar,Do you make a video on iot or industrial iot branch
GOLD moon 9999,Wonderful videos
Heet Goyani,"is Application in Zip file is Taking Too Much Time for Download ???????
 (in my case it is already up to 10 min. Still not Downloded )"
Vikas Bishnoi,Mza aa gya python pd ke apse 😇🤙🏻#
Syed Yasoob,please make a full video on learning AI
Anubhav Dhakal,python for cybersecurity is required till advanced level
r6Sh0cKwAvE,Amazing didi thank you soo much
Nanditha Sagamreddy,Could u pls add subtitles ...
BongoLass,Do I have to know Java first to learn python..?
Tanjul Sarathe,"thanku so much di 
for this helpfull tutorial....."
Anand Rana,Can we use vs code instead of py scripter
Sumant Singh,Thank You I watch full video
Prashant Kumar,Anyone notice she said Java case sensitive hai several times 😁
Mohammed Sufiyan,Can we also use Visual studio code
heena kumari,data scientist with python pls make full tutorial
Hamza gaming,plz continue python series to advance level plz sister
Harsh Goyal,Is this sufficient for class 11 exams?????
Saraswati Medankar,"Didi, I want a video on AI"
AKASH k,Pehele bar python samaj agaya. Tysm guys
LET'S BE ADVENTURERS,Please continue python  at advance level
amar suryawanshi,What is meant by == ? How we can use it
Giri Yarlagadda,Please continue advanced level phython
1913 24 Prasad Joshi,I am starting programming journey with python language
sameer tanoli,"Bht achi teaching methodology ha... Best
Thank you so much"
Aniket Sarkar,"Python Course bohut e accha laga didi
Ap machine learning or ai ke full video banau using Python"
Shubham Chakraborty,Why react js and node js is not considered as a fresher's skill in India ??
jay,Angular ka bana do plz🙏
Pragati Kumar,Thank you didi 🙏
bhagyashri bagul,Plz didi start python lecture from basic to advance
Muhammad Talha Shakeel,i am Muhammad Talha from Pakistan. Ap ki video nay mujhy boht help ki python ko samjhay main thank u very much And Best of Luck
Nenavath Ganesh,I need a video for artificial intelligence.can you made for me that one
Honey Singh,"Please, sharadha dii continue  full python course.... Plz plz"
Ann Raphael,Need more videos ..Plz upload
IT_0098_SHAKTI SINGH RATHAUR,"Thanks 😊 Didi , for python"
sunny Emmanuel 3111,"diiiiii diiiiiiii please continue python  series for ml and ai
you are an awesome teacher"
Zukhroofnoor Zukhroofnoor,Please make vedio series ( vedio playlist series) on python and Django complete course from beginner to advanced level... please please please please please please please please please please please please please please........
VINAY K,DIDI:- why didnt we use visual studio core for python???
Raj,Can I also try it on my computer . But I am in just 11th class..
Mafidul Islam,Didi please make full Python course.
Shadow Good Boy,thank you di...Grateful
Around,Ma'am me phone me code likh rha hu toh koi code parfrom nhi ho tha hai...toh me kya karu..?
Anil kumar Sharma,EK BINERY CODE KO SYMBOL MAIN BADAL DO YANI ACTUAL CODE KO HUM STRING MAIN BADAL DEIN TO PROGRAMME BANANA ASAAN HO JAYEGA
Meet Rafaliya,Make a video on ai and machine learning
Sugriv Sharma,Nice 👍👍👍👍👍
Saanvi Tayal,Please make a video to learn DSA in python
Indian Heart,9:08 ) First Programme
Badal Kumar,Long video make please Thanks great video
learning foundation,Is this full course?
Niranjan Kumar,"Mam exam me laptops use nhi karne milta hai 🤣🤣🤣🤣🤣
47:40
But you are osam mam❤❤❤❤🧡🧡🧡🧡🧡🧡🧡"
Alka Rathi,Pls bring a beginner to advance python course by Shraddha Didi ...please !
Divya Shahu,Thank you so much
Naincy Sharma,Di please make complete python placement course
KISLAY KOUSHIK,Thanks mam🙏🙏
Aayat,"1:02:08 why ""for student in students"" ?"
safeek Ahamad,Please make video in file handling
Health and Fitness SHORTS,Thank u so much didi🙏🙏
Vashu Deshwal,Maam please continue python series please maam 🙏🙏🙏🙏🙏🙏🙏
VijayMaari,Very nice video
Imon Roy,Thank you mam....
Razi Jivani,Hello Didi In my Macbook the pycharm is not getting open so is there any software for python.
sharanya manohar,Thank you so much mam
kunal patil,"DIDI  , PLEASE MAKE FOR C LANGUAGE  ALSO ."
Madhuri Patil,Please teach us python database with postgreysql
Astrodact,"Didi please teach us python till advance level , please"
sahil k videos,Thank you 😊 di
Mohammad Anas Alam,Course is amazing but please provide us cetificate also
Mo Aamir,Good job sister 👍👍👍
Vikas Bishnoi,Woww bhot shi mam😍💫
RK Legends. 423K views . one hours ago,47:32  Apple ka phones ma generally calculator nhi hota  😀😀😀 😀
Gaurav Kumar,Please didi make full course of machine learning
PUSHPENDRA_SINGH TOMAR,sites that provide practise question regarding python ??
S. K. Y,Ya di please continue this python topic
TEJ BAHADUR PATEL,what's the best language for begineers.
Faishal Sayid,"Ma'am aapane divide ko multiply bol diya hai 35 minut 20 second ke bad aap check kar lo. 
next time se Aisi Galti Mat Karna aap"
Monali Dhembare,Please make video on python for data science.
uddin islah,Very nice Excellent
GOLD moon 9999,Please make video on machine learning
SAURABH PATIL,Plz python basic to advanced cover the next video advanced
Stamulas gaming,I am in class 11 and I am studying python
ITS PAHADI EDITS,can i use vs code editor ?
Aditya - X | Programmer,"I am in class 9 I took IT and my friend took AI, he show me his python skills now its time to shook him. LOL"
shivansh tiwari 8B,didi which device do you use at the moment windows or mac and if windows pls tell the (device name)
Latest Technology,Thank you ! mam for this video
Suraj Gaikwad,Please make video on advanced python
Gaurav Singh Janghel,"Would be great if Shradha makes a JavaScript 
One Shot video now"
Mihir,Thank you
Kanishk Mohan,Maam plz make a video on Machine learning
Ankit Kumar,is it enough for class 12 board exam
JYOTI TIWARI,Hey I am in 7th but I learned c++ and Python from shraddha didi
Meghraj Bhore,Please shradha didi python ka series ko continue karoooo please
Akash Sarode,Make a complete course of Python
MUBASHIRA T,"Shradha didi, I want full course of artificial intelligence. I don't even know where to start from..."
No one talks either,didi please make a course of python with dsa please
mansi pooja,Thanks for this video
DHRUV SINGH,If I use vscode instead of pyscripter will there be any problem?
Mohit Sharma,thank your for guiding us
Bibek Ghimire,Shraddha please make video on machine learning
BAeco game,"Didi i am using vs code 
It will same right??"
Ravi Raj,Teach us DSA using Python
Anil kumar Sharma,"PROGRAMMING EK KAVITA HAIN 
TO APNI CONDITIONS KO BHI KAVITYA KI TARAHA LIKH DO TO PROGRAAM BAN JAYEGA 😁😁"
Anil shrestha,Plz make series video step by step
anjali gupta,Didi please complete python course for ML based
ItzHell9,in this ! first solution you did not wrote print after puting first name and last name also age
Vikash Dwivedi,thankyou so much for this  video.
स्वप्निल Dj,Thank you so much didi God bless you
Jaideep Randhawa,Random module detail me krwa do di
Nabeel Siddiqui,Thank you soo much mam
Nacho Gaming,Please make one for java too
B09_Harshal Bhoir,Informative video
himanshu kumavat,Great
sudipta ghosh,Thanks 👍👍😄😄🙏
bharath,Continue this course
Shubham Singh,I am working in healthcare sector for almost 2 years but not I want to make my career in IT filed so can I start with python. Will I get the job as I am from plane b.s.c background plese suggest me plese
Ananya Singh,Di class 11th 12th ki python enough h kya ?
viraj patel,Mam aap rdbms ka full course ka video upload kare
Nisha Chauhan,"Mera pycharm mai code run nhi ho pa rahe....plz help me?? 
Run krne pe ...edit configuration aarha hai"
Ridham joshi,Can we do it in vscode
Srishti Sharma,Please make a video on web scrapping
Jérémy,"🐍 Python 101: Python for Beginners

Get (early) Access to this Entire Python Course for Beginners🐍 "
Spow,Thanks for making thiss
Harsh Jat 12 B,AI par bhi video bnaiye please 🙏
Jaideep Randhawa,File handling and functions krwa..
sayan adhikary,please didi make a video on machine learning
Ajay Vemuri,"Shradha, can we have python around our neck after completion of this course... 🤣"
Tushar Singh Chauhan,thank you DIDI🙏
ig_harshu,Bhot interesting topic hai
Rajat Chaudhary,"Par mere laptop pe pyscripter download hone ke baad koi window open nahi hui esa kyu ?? 
Sirf ek zipped file hai usmain bhi kch nahi hai"
Hitesh Banjare,i need signal processing in python
AMAN SHARMA,Mam jab download karne gya chrome par windows k liye to 3.10.4 version aa rha hai
Amrin‼️,❤️❤️❤️
Sudhir Prajapati,please python oops or machine learning ke upar videos banao please
Mohammad Aamir,"Hey
I am Mohammad Aamir & I am a civil engineer can I switch to civil engineer to software engineer without any professional degree"
Entertainment,Maam python ka pura playlist bana do with DSA
Om Patel,THank you di!!
Deepu tiwari,Please continue this series. Please didi
alik shaikh,"first=input(""enter your first number"")
operator=input(""enter operator(*-+)"")
second=input(""enter second number"")
first=int(first) "
SS,"Guys - did you get the name printed, part 16.48?"
sansu,The beginning installing process ur showing for python is very complicated..
Aamir khan,Thank you s much
Vineet Ahuja,shraddha didi please update the playlist of python
Dinesh Sengar,Didi python me recursion kya hai ispr ak video bna do plzz
Music Adda 🎶 🎵,You are amazing sister..
Chandan Kumar,Python full course padhye mam
Sandeep Kumar,Please upload Oop python video in python
Ritesh Tiwari,great vdeo didi aapne mera pura der hta diya hai schi aaj yesa leg rha hai ki mhuje ek acha coder bena dego aap
Swapnil s Parkhi,very helpfull
Aalok kumar,❤️❤️❤️❤️ thanks ❤️❤️❤️❤️
RAJSHREE SONUNE,Please ma'am make vidio on AI
liaqat ali,very good.
Debopriyo Dhar,Didi please python file handling ke uper ek vidoe please
Anime Lover,Mast sis  thank you for great video
md aktar hossen,Please continue payton course
Kabyo Roy,👍
Shreyas Gujarathi,You are great
Ijaz Khan Niazi,Teach us to develop real software
Line's__XT,"Which is better for coding- Mac, windows,linux!__ or all of those are same! 👀"
Shivam Garg,i tried 1st exersice of tony stark and coded same as in notes but it is not running plz help didi
avee opppp,good at 12:10
pritam prince,Thank you
Srikant rad,Shradha di please provide python course for job
ANSH Bhatt,Python course plzzz💥🔥
Nacho Gaming,Please make one for java too
Ayesha Faruq,I am a certified ethical hacker but l like ur teaching
Shashank Thool,OOPs pe video chahiye!
Vaibhao halade,Python in advance level pe full video bnaeye....and AI pe ek video ..
GOLD moon 9999,"O hello 
Kya gjb pdhate ho bhai thanks bro thanks you so much 
Because. Kuchh mere jese bhi h bhai jo aap ki shaayta se coding sikhte h  thanks you bhai mere or un sbhi sikhne waalo ki trf se 😘😘😘😘😘😘😍😍😍👌👌👌👌👌"
Eagle Gaming,🙂
Ahlebait Production Kargil Ladakh,thank you very much mam
Aaradhya Chaudhary,data science course mam plss
Meebottt,Didi apka collegue ke time pe apna collgue kaunsa tha? Aur avg package kitna gya tha?
Tushar Verma,"Visit my GitHub repo for the Code & Notes for complete python course.
LINK : https://github.com/tverma332/python3
If you like my work, you can appreciate by providing star to the repository."
S.S.P Arts,"installation  Problem mam
 pls kuch karye😢😢"
Aryan barman,Can class 12 computer science student watch this for term 1 exam ?
B09_Harshal Bhoir,Nice
akash kumar,make new video on advance skill in python
Mazhar Ansari,next video on python  should be OOPS concept in shot
Govind Prajapati,Thank you Di
Pranav Singh,c++ ki भी ऐसी ही कम्प्लीट वीडियो बना दो Please
Dinbandhu Pandey,"Ek hi program ko save krk pura video bna diye waah 
Fir v thik hai video useful"
DJ ReKap Gaming,Sister C programming sikhayiye
pain_astrophotography,wacth the full coarse in 0.75 slower you will understand the coarse better
Gk bank,Please Didi ....Beginner to Advance Tutorial banao na
Curious Shekhar,python django work and implitation plss make a video
Vivek Pandat,can we use python idle
hari priya,"Where is the link for notes?
Can u provide the link plz"
Btech Wallah,Yes machine learning video plz  dii !!
Abhishek,👍
Ritul Mishra,Didi pc agar slowly chale ya phir ruk ruk chale aur bahat zyada hange ho rha ho to kiya karne se thik hoga ??😓
Computer self,"Didi python ka playlist banao na...... 
Please 🥺🥺"
Harman Dhami,Course or one short for c language
it's funny time 😅,"Didi numpy,pandas pe bhi video bnayi nn please 🙏"
Aniket Sewarik,Please provide notes also
B09_Harshal Bhoir,Nice
Yagn Dabhi,👍
Shalini Paul,Who is here for covering o level python part?
Sidharth yadav,pls make instalation process for raspberry pi  user too
GAMING ZONE,Python oops pr detailed video bnae
Indian Hacker,DiDi AAP python ka full course kb release karogi...
Anjali Jareda,Best video on python .
Zulphee Editz,"15:04        

name= 'Tony'

age= 51"
sandeep prajapati,Please  make advance python and project
Muhammad Yousuf,"Allah Tumhain Kamyab Karay, Piyaree Baitee Yea Mairee Dua Hay."
ajay kumar,2:10  why not pycharm ???
Jwala Motivation,what will python any version support windows 7
Sistla chaitanya,Excellent mam💯
Sayan Chakraborty,"facing problem while installing pyscripter ,please help"
Priti Pal,Thank you so much Di
Yogendra Rai,All some people could learn from this tutorial was that Shradha is 22 years old.
Ayush J,Tony Stark after listening Iron Man's pronounciation from didi 😂🙌❤
Kamal Sharma,Start python series pls
SIT079 Sharma Satish,Premium course provide krte ho kya?
Kunal Bhatt,The moment she said sirf do cheeze lagegi pehla hai ek laptop I stopped writing the code on my cave wall.
Samay Draws,I am in class 10 learning coding 😎😎
Deepak Yadav,Nice one di
9x GAMEX,42:09 ❤️
Truptirekha sahoo,Plz do python zero to hero course
Lokesh Pachauri,Mam visual studio par bhi sikhao
study with monalisha,Thanku
MUJTABA Hussain,Dear didi mainai jo apkai jitnai bhi code hai sub try kiye but numbers walai codes main woh error dekha raha tha bar bar😕😕
Khaira Records status,Thanks mam
Anamika Kumari,didi i am in 10th and i love to do coding
FO87 jayesh Mali,mam ishaka  book rahega kya simple language
Manish Pandey,THANKS A LOT DIDI
Swaraj Mohanty,please make video on nfts
Arun Mourya,Mam string loop ye kiya hota hai ye batao
Aryan,class 11 python series please
Rajan Modanwal,Java Data structure
Joshi Gamer,Thanks diii 🤗😊
THE FACTS,Didi please file handling in python
05_Namrata Sadhu AIML,Make something about artificial intelligence
Anil kumar Sharma,ai ka use karkey programming kuch asani sey ho sakti hain kya ????
Ma v,Shardha mam please provide us notes
Jay,Thanku
nikhil suryawanshi,Full course please
