author,comment
KyeThePie,You know it's a good trailer when you still get exited watching this after so many years
"PB17 RAZON, Jarvis Emmanuel P.",Trailer still gives me chills
stfu u thought u ate that,The hype for this movie was just wow I love Marvel
Anil Lohra,1:59 how hulk came in this scene
Ranjan Kumar,"You couldn't watch any MCU movie in last 1 year. And where did that bring you?


Back to the Trailers."
NxT Safal,"""And Get This Man A Sheild""
Miss You Chadwick Boseman
WAKANDA FOREVER"
Cole Fonseca,"Nick Fury: “There was an idea…”
Tony Stark: “…to bring together a group of remarkable people…”
Vision: “…to see if we could become something more…”
Thor Odinson: “…so when they needed us, we could fight the battles…”"
lcszin,"Man, 250 milhões de vizu em um trailer de um filme, a marvel é foda bro"
Hany George,It's 2022. But I will always remember this experience
abhishek late,Still gives me goosebumps 🧡🧡🧡
Jake L,Can't believe this trailer was over three years ago
The Sponge,Jeez… 4 years… time really does fly
Achim Rares,"I remember exactly the day it released. I was at school, it was a Tuesday. I waited the whole day to arrive home and watch it. Back when I had no worries except to not get spoiled"
Hakim Mohamed,Marvel gave me the best birthday gift 4 years ago
Thangam Mariappan,Still gives chills
The_Troopa,Still my best marvel trailer ever
Shakit Solanki,This trailer literally puts smile on the face
Aaron Debellotte,"Everybody's fighting. Nothing is left on the fence, the fight for all of our lives occasion. That's what this movie is."
Duca Dan,"This movie promised, this movie delivered"
Nkazimulo Khanyile,I still get goosebumps😎
Just Shorts,this will never get old
Iron Spidey,"Back in 2017, many of us didn't watch Marvel, or at-least in theatres, I remember in India there was good amount of Marvel Fans but not like after Infinity War, my friends said that it is a nice film so I went to watch and totally loved it and in that 1 year whole world started loving Marvel so much, and yet when Endgame ends people say that they will stop watching Marvel, little did they remember that many them started watching it more in 2018. At this point I am loving Marvel Like hell, wish I was this kind of fan in 2018, this movie is better that endgame, and I agree, this movie's trailer gives me chills until now. Hope we all witness this hype of endgame and infinity war again, look No way home did it and was close, but only till spidey fans and now doctor strange 2 let's see what we get."
Hazard,One of the best movies in history
Sandwichdude #Roadto100subs,This trailer gives a vine called nostalgia. Remember when everyone in school was talking about it lol
Thanos,"Man, this makes me feel proud, I really was the greatest villain in MCU."
LightsCameraJake,"Yup, when that baritone sound of the main theme hits, my eyes still water. Confirmed."
Kasthuri Rangan,Watching this trailer for 122333344443th time gives me goosebumps
Teoman,This movie is legendary 4 years in less than 10 days 👏👏👏
Sahil Rewatkar,This trailer makes me cry now because marvel movies will never be the same now 😢 💔
Reshma Vora,''Get this man a shield'' I will remember this line for the rest of my life
CAZ,"1:17
""Evacuate the City""
""Engage all defenses""
""and... Get this man a shield"""
Timothy Becker,CANT WAIT FOR THIS TO COME OUT!
Mohd Ferozkhan,This trailer is a epic one in mcu 🔥
Salman Khan,I want to remake this movie. I will be Thanos.
SUB ZERO,We will never have movies like the avengers ever again. Cherish these moments.
Varun Bhat,KGF chapter 2 teaser will beats this trailer's views in another one day 😍😍
Hiro Takahashi,"To this day, despite the outcome, I still feel that this movie is the strongest movie they ever made, even more than Endgame.  Endgame has a great final battle, but this whole movie from start to finish kept people on the edge of their seats.  Everyone thought the Avengers would win by the end.  Infinity War is this generation's ""Empire Strikes Back""."
The Joss Guy,will always be a legendary movie..
Pinak Pratim Deb,"""Dread it, run from it, destiny still arrives."" 
Josh Brolin deserve an Oscar for putting life in Thanos. His voice is nothing but masterpiece."
shlomoka,still a masterpiece
Y A S H,Still in my heart❤️❤️
Krish Verma,Loved it
Kay,this is the hype we will never get back...
aiden Cao,Rewatching this seems like i’m just getting reborn.
Abel Ramos,"I still remember the first day this came out. This was all EVERYONE at school was talking about! This trailer gave me chills then, and it still does now."
Safertransmission 20,Iron man and spider man scence still gives me goosebumps
MazvisK1,Every singlle beat of Avengers theme song beat gives me best chills
Shashank vikram,"Dr.strange in infinity war casting the spells so that Thanos can forget infinity stones
Dr.strange-naah
Dr.strange in no way home casting the spells so that everyone can forget who in the hell is Peter Parker
Dr. Strange-hell yeah"
Curliestlake2,This is one of the best movies ever
F1 Clips,This trailer alone was better than most of the movies out there.
Chief Ed,"Thor was hands down the best character.
Especially the scene where he entered Wakanda. I lost my sh*t
My theater went crazy over that."
Bryan_smh,i’m pretty sure we can agree that this is in the top 3 of best trailers ever made
Turbina Fever,"Algún día le diremos a nuestros hijos, inclusive a nuestros nietos, que nacimos, vivimos, y disfrutamos la época más épica en la historia del cine.

Algún día..."
OP SAGAR,Infinity war= Hype🤯
Dark,Still gives me chills.
Ahmad Raza,An awesome movie
Super Marvel,Goosebumps even after release
Λ Z Ή Λ Я,"Evacuate the city, engage all defences and get this man a shield. Rest in Power King. Wakanda Forever 🙅🏾❤️🥺"
R P.,Can't believe it's almost been 4 years....  I remember being so hyped when I saw that this came out.  Time flies man
Cyclopser 31,"Kids who rewatch this movie in the future will not understand the hype up this movie gave, 10 years of movies all combined into one and with an ending no one would ever expect."
honeyheartcrushhh,I can’t believe that this trailer will  turn  5 years this year it felt like yesterday watching this trailer!
ReviewNerd,Such nostalgia
Mani Sheikh,4 years and still love it..
Aima fatima,Who is watching this in 2022 is a legend
MOVIE mania,Some people stop watching this trailer.....but not us(thanks for the likes!!!)
Shweta Dewangan,"Thanos will be the best villain in Marvel history! No evil, no revenge, no hatred from someone specific and terrified so many superheroes! Is really the greatest supervillain!"
행복끼토산,인피니티 워가 4년이나 되었다는게 믿기지 않는다 ㅜㅜ 지금봐도 이때가 떠오르고 몸에 전율이 흐르는데.. 그립다 이때가
Tech Strategy,Kgf chapter 2 teaser break the record of avengers infinity war trailer 🔥🔥🔥
JS Movie Rulz,"After 4 Years
This trailer still gives me chill"
Syottc,I bet nobody expected the avengers to actually lose but they did
Sunny_Waifu,Already saw the movie but came back here because the trailer is still so awesome
The Fabulous one,From iron man to endgame to multiverse of madness marvel does improve exponentially doesn’t it glad to see them
The Spammer,This and endgame are masterpiece
Comments,The masterpiece that created Endgame
Hirakjyoti Baishya,It's been four years but the vibes are still on. That's the power of marvel. Hat's off 👍
colten-karl,They did good with this
Jacobi Leoo,"i know im 3 years late but... whoever made this trailer, give them a raise.
the tone, narration, music, etc ITS ALL PERFECT"
Spiritual Monster,"I have seen thousands of english films so far, but this film is so remarkable and setup benchmarks for others. I have seen this film without any peak expectations. Blown my mind. Still ravenous to watch this film many more times."
Bumboo Boom,I can't believe 4 years have passed... Man the hype was real
shehneel shehzad,Still watching this incredible trailer when the month of April is Approaching :)
JustusShed,I'm sorry but this is one of the best movie trailers of all time.
Ashok Donur,"Marvel Avengers infinity war= Most viewed Trailer in the world
KGF chapter 2= Most viewed Teaser in the world

🌎 🌍 🔥🔥🔥💥💥💥💯💯💯"
Bluexflame,Bro still gave me goosebumps the fact that the avengers said the same words that Nick fury said in the avengers in the beginning of the trailer for infinity war and the most unbelievable scene in the trailer at the last seconds of the trailer guardians of the Galaxy showed up
GTA V 1234,Best trailer in history
Joseph Vasquez,"'Get this man a shield.'
Even in 2021, still brings the feels."
Hannaneh STM,"It's really painful that writers,producers and... Make a masterpieces , them people start loving them , feeling them and be emotional with every scene , but in the end they just ... Ruin them with illogical and not acceptable ending . It happens all the time . Like you are witnessing a masterpiece being born and distroyed."
THARA BHAI JP,No. 1 trailer of all time no one can beat it💪
Bhagya taneja,This movie is memory of every mcu fan
THE OFFICIAL,"Marvel always entertain us ,
Dosen't run behind Oscar 💥❤️"
Fais,"If i had Dr Strange as my friend i would like him to vanish my memories so i could watch the Sequel again till Endgame and do this again and again......
(How good does it feel thinking)"
Lars-Kristian,"And this everyone is how a trailer is made. Shows just enough without spoiling the movie, and still gives me chills"
Hom Tolland,This still hypes me up.
DrayVill TV,Seeing this in 2022 gives me brings nack the memories
Olle,I remember seeing the Guardians at the end of this trailer and freaking out
erwin erwin,that thanos voice is something that put a smile on our face
GD Zeon,I miss 2017-2019 the best 3 years
041 - Chozhan M,Fun fact: Dr.Strange already saw Avengers 4
Fox620,"Dang, I remember when this came out like it was yesterday"
Arpan Mandal,I still remember the silence at the end of the film!
MOTIVATION !,1:59 Only I am shocked why Bruce is a Hulk?🤨🤨🤨
Om parkash Garg,The hulk was running 😂😂 but I can't see him in whole movie 😂😂😂 wtf marvel
AF STYLES,Most nostalgic trailer
Rohit kundurthy,"Getting chills again, I'm still worthy xD"
mineWorlds,"Record breaked, KGF 2 makes history"
MINE SOURCE,How Hulk is running 🤣
8D MUSIC KANNADA,Even now the BGM gives goosebumps ❤️
juan lizarraga,I want to relive this nostalgia so badly.
The shape,Man I was 15 when this movie came out now 19 my last year of being a teenager 😂
DOCTOR FATE,2022 y él trailer me sigue emocionando
Bean Underson,I like how hulk was in the thumbnail
Raghu Ram,So here we are... Watching the most popular trailer of Marvel 💖
peyton card,I can’t believe this movie is 4 years old now it’s even old than the other mcu movies that use to come out
DEVANSHU,I can watch this trailer all day long
Raistar,KGF 💥💥 BEET THE RECORD. 💥 LOVE FROM INDIA
aexxtie,"It’s been 4 years, I still watch infinity war & endgame every single day. This movie is amazing."
naveen prasad,One of the best trailer... i still watching this.....     this will never old.... Gooosbmsss.......
Shiv Edulab,Still thinking why their is hulk in final     fight of trailer 😂😂😂
Abigail Brown,So glad I was in high school when Infinity war and Endgame came out. I'll never forget gathering around to watch this it my English teacher's room after school
•Always Barcelona•,This movie makes me want to break into someone's house and water their flowers.
erwin erwin,after all this year still give a goosebumps
Athish Athish,And the sync at 1:30-1:45 tho 🔥
Trishna Nath,If they added Thor's ship burst or Loki's death or both of 'em. That would be great.
Moceant,No MCU Movie ever will top this masterpiece of entertainment
Switch-_-out,Still can’t believe it’s been 5 yrs and I still get chills from it
Swaroop Bharaskar,This trailer is breaking all the records 🔥🔥🔥🔥
Autumn Bees,One of my favorite movies ever ❤️
Dhanaraju Surada,I love this feeling
Rahul Anand,I'm here to watch hulk running scene.
Sandwhich Master_ 150,Get this man a shield: Gives you goosebumps
Emilene PB,Amei o filme😍 já assisti
Flower N64,"""Fun isn't something one considers when balancing the universe, but this evil chuckle does put a smile on my face."" Still one of the best lines, not said in the movie!"
Grandmaster Yado,"Infinity War and Endgame will both go down as two of the best cinematic experiences in the history of cinema. Two movies that had the ability to transform movie theaters across the world into literal stadiums of laughter, tears, applause, etc."
EPIC how to die tutorials,"I really miss this old MCU. I am not saying that today’s MCU is bad or what, but I just miss our best Avengers like Iron Man, Captain America and Black Widow. And also of course, Our Man Black Panther. Chadwick will never be forgotten."
Micah Smith,Goosebumps Everytime.
Dr zero,Me when I realized marvel was the best thing in the entire multiverse: But this haha does put a smile on my.
ᴛᴏxɪᴄ,Back here for seeing this masterpiece 💖💔💝💝
baby patrick,"Infinity War Trailer: 230M Views
Endgame Trailer: 115M Views

We really did lose..."
Pato,Nada superará esse trailer jamais
Everton D'Sousa,The hype never ends
Sanket Uchiha,Can't forget the hype when this trailer dropped
Anganuj Das,goddamn it ! the hype the excitement the nostalgia
Sirimongkhon Khumseang,Best trailer for me. ☺️
TYLER MINGS,"this trailer actually got me so excited, I was almost if you will “scared” of thanos. they made him really big and bad and mean business…. I feel like endgame thanos wasn’t that amazing."
Hemachand K,Never gets old 😉
NIGHT FURY,"""Hype isnt something what i consider while watching trailers....... But this....... Does put a smile on my face"""
The Bully Flash 🔦,Never gets old 😢
꧁༒☬Himanshu☬༒꧂,Infinity war is still a masterpiece
Rakib Hasan,Finally k.G.F CHAPTER 2 left it behind🔥🔥
Roopnarine Deonarine,"Nick Frurry: There was an idea
Tony: To bring together a group of remarkable people
Vision: To see if we could become, something more
Thor: So when they needed us, we could fight the battles"
JaGaT paksanwa Limboo,Who come here after watching KGF2 trailer 🔥😎
Peter T.,That Iron Spider suit is sick asf 🔥🔥🔥
shiva natesan,Still the same goosebumbs when hear the bgm
benjomarku,the only feeling i have that never change.
Marvel guy,I can’t believe it’s been 4 years since Avengers infinity war came out
Tory Dunn,"Dread it, Run from it. Destiny STILL ARRIVES 🙌🏼 What a BAR 🤧"
personfromtheyear2156,Is it weird that I'm really excited even tho I've watched the movie like 584 times already
Teruman,The movie that turned movie theathers into football stadium.
Xx Epic_ gamer69 xX,"It’s crazy how different the MCU has been ever since this and Endgame dropped, masterpiece."
Zuraimi Yahya,"Let's be honest:
This is not the first time you come here"
Ruby Carbuncle,This trailer is still the most viewed trailer amongst all marvel movie trailers released to date. Not only was this trailer absolutely incredible but the movie Infinity War is the best Marvel movie ever released.
paritosh singh,I can watch this all day
Neel Ugram,🥳K.G.F teaser BROKEN THE MARVEL RECORD🤯
pokemon weeb games,I love how they edited the hulk buster to be the Hulk
p4radox,"Infinity War Trailer: 226M views
thanos snap
Endgame Trailer: 113M views"
Angel Lerichi,Wish I can rewatch this for the first time
Cory Carlyle,This trailer was too good for words!
tyler jones,"When you hear the avengers theme first play. 

INSTANT CHILLS"
Springtrap Tv,It sad to think that my dad who loved marvel and the mcu never got to see this movie and endgame
WaCk,"“In time you will know what it is like to lose”

~5 Years Later~"
私たちは良いチームです,chills to this day
Surfer Silver,1:59 The MOST GLORIOUS troll scene shot EVER!
Shriram Pardikar,Be ready Indians on 27th March 2022 For the trailer...It will be breaking all time most viewed trailer on YouTube history!!! 🔥🔥🔥🔥🔥KGF CHAPTER-2🔥🔥🔥🔥🔥Will Beat Infinity War...!!!
The Fabulous one,“Fun isn’t something one one considers while balancing the universe but this does put a smile on my face” gosh this I love this dialogue why didn’t they include it in movie it would have placed a smile on my face too
ഡേവിഡ് [BECKHAM],"Kgf 💥
Yash :''The world is my territory''"
Adam Manneh,Even after watching the movie this trailer is still great! Especially the soundtrack!
Rakesh honawad,"After watching  this movie so many times it never boor me  
Watching trailer after 4 yrs
Still goosebumps on peak 🥲"
Luis Rios,Man this was amazing
akmal yasir,The best MCU movie
Hrithik Srivastava,Avengers 4 trailer might drop anytime and this still gives goosebumps.
Prxovoke,The “there was an idea” line is one of the most iconic and one of my favorite lines of all time in the MCU
Haya,Still can't believe this is 4 years already
Neel Ugram,🥳K.G.F teaser BROKEN THE MARVEL RECORD🤯
Falcon 84,This trailer still 🔥🔥🔥
Kieran Frew,"Everyone's talking about the movie, but this has to be the greatest trailer in movie history. The hype that this trailer caused will probably never be seen again"
Ankit Dadhich,"4years ago, on this date, I fell in love."
Pei-Yu Jian,"Evacuate the city, engage all defenses, and get this man a shield. Chadwick is goddamn right about that!"
Rani Shyju,Who all watching this after 3 years 😁😁
Ini8stazo Jr,This was the best movie Marvel has ever made. Shocked us all!
Pseun,this is the best trailer so far
Truth,I feel like Coronavirus is speaking instead of Thanos...
Icarus,You didn't even have to see any of the previous movies to love this one. That's how good it is.
TalhaBoy,Goosebumps!
Mams Safiyo,omg can't wait for this movie !
SaculHD,Still old but gold
Zeeshan Parvaiz,Legends are here to see fake Hulk.🤣
StickMaster500,Can’t believe it’s already been one year since this trailer dropped
Cool Cop Films,"I keep still re watching this movie, it’s a banger"
ZERO,"Once a legend said, 
""Evacuate all city, engage all defenses, and get this man a shield"""
mikahyuni,remembering when this first came out.. when we all didn't know what was ahead of us.
Movie Lover 120,"I remember seeing this trailer when I went to see The Last Jedi opening weekend and long story short, this trailer was the ONLY good thing that came out of seeing that train wreck in cinemas LOL"
tubelight,Proud moment... Kgf teaser beaten this huge record of avengers in a year so.. That's power of Kgf film...
Neel Ugram,🥳K.G.F teaser BROKEN THE MARVEL RECORD🤯
SHINCHAN FF,Literally Hulk was running 😂
NITIN Thakur,"I want to say to all these who are comparing kgf 2 with marvel, then firstly look at marvel's avengers infinity war  budget and kgf 's budget is nothing in comparison to this yet they have more views and likes, if kgf would have been released in 70k screens all over the world like endgame, then kgf would all be a all time hit and highest grosser movie. Kgf is just a masterpiece movie with small budget and its language is also not English and every Indian should appreciate it"
Joday,"Steve Rogers: The glass is half full.
Tony Stark: The glass is half empty."
Marvel and anime bro,This is when the mcu was at its best
Tyler Persad,THE NOSTALGIA IN THIS BRO THE HYPE SHEESSSSH
I'm Awesome,Can't wait for Indian movie trailer fill all the top 10 list here on YouTube for most viewed 😜
Kamran1025,immediate chills when the marvel intro came up….
BuckHaXD,Bra imagine 1:59 was in the movie that would be wicked.
Marvel Tamil Fans,Seeing this even after the movie
Tyler Persad,After 4 years the movie doesnt get old
Ahmed AA YH,KGF2 BROKE EVERY RECORDS🔥🔥🔥🔥🔥🔥🔥🔥
Salman Khan,Kgf 2 teaser  Avengers Infinity War ke trailer ko fail kar degi🔥🔥
Daniel Ficarra,To this day 4 years later I still get chills
Roshan Official,AVENGER Ka Record Todne Aagaya Sabka Baap K.G.F Chapter 2 🔥🔥
Beanie Boi _,Who else is here waiting for the Avengers 4 trailer?
Edu hehe xd,"I cant believe I lost all the excitement of these mcu movies, I was too busy with college that I didnt care for them. Now I've watched them all for the first time in a month"
iSuggest_Clorox,"""Will you stop watching Marvel trailers?!""
me: ""No, i don't think i will"""
HassaNov 95,"Wow ! 
Still epic 🌟⚡"
Xavier Horn,It's been 4 years and I'm watching it again dread it run from it descent still arrives and get this man a sheild
kiran wankhede,Storm come kgf 2.....😍😎
Lucas nesey,Perfect!
Vauxhall,What a movie it was
Webslinging Maniac,The hype of this movie was once in a lifetime
Don Favio Alvarez,Wow almost 4 years time goes by fast 🔥🔥🔥🔥🔥
ReViize,I remember I was in art class my senior year of high school when this dropped 😅 half the class watched it on my phone 😭
super Studio H,Looked like it just arrived today 😊
Yankee Le Spankiee,gives me so much nostalgia man
Monster 💯💯,Kgf break infinity war trailer record this is the power of Indian cinema movie 🔥🔥🔥
A Phucking Phrog,Probably gonna be #1 on trending till the next trailer comes out
ItzVaxone,i remember i watch this trailer so much i memories every word in this trailer
Gelasio Pacheco,this might be the greatest trailer ever
Duskplains,The best marvel trailer for the best marvel movie
Lohith A,This stills gives me chills....
Illuminate,Best movie on human history
GameOver,"Everyone before the movie: Thanos is gonna get his assed kicked!!!!
Also everyone 5 minutes in the movie, when Loki dies: Wait.That's illegal"
Sign of the ⏰,"4 years,still watching!"
Sensei,"Not gonna lie, wish I could just strip away my MCU memories at will. Just to watch the series all over again."
Akash Anand,4 years and HULK is still there.
M.Y 115,Dayum this was the epitome of hype
Manossh baller,A few more days and this will be the 2nd most viewed teaser/trailer on youtube
Keizer Hedorah,Even better than age of voltron imo
Md Siraj,Kgf chapter 2 teaser will break the record soon
Captain Stefan,"Morgan: i love you 3000
Thanos: i love you 1500"
Fayde,Stan lee is the ultimate avenger. R.I.P  we will always remember you
Negan,"Ah, back when I loved the MCU."
The Jon Brown Show,0:06 it's amazing they showed one of the very last shots here
Chris Anderson,"I love this trailer but I still find it really annoying when movie studios put lines and scenes in the trailer that don't exist in the movie, like them running with Hulk never happened, the scene with Guardians and Thor was different, a lot of the lines in Civil War were completely changed to sound different in the final film which kind of made things annoying for every line I noticed that was changed."
Dumie Leo,"Marvel will never captured this magic again, this was lighting in a bottle"
Tushar,"Born too late to explore earth 
born to early to explore space
.....
born at the right time to withness this once in a generation event😍"
❤️_watlove_🧡,Still the most viewed and hype marvel movie trailer!
Ozwrth,Masterpiece
Tech Strategy,Kgf chapter 2 teaser break the record of avengers infinity War trailer 🎆 🔥 👌
Denzo Warmbad,The trailer is way better than the movie. I swear
Vishnu ultra,0:38 that theme song ⚡
Geralt of Rivia,"Infinity War: 32M in one day
Justice League: 32M in 8 months.
Ok I see."
arpan animates,Seeing this after 4 years but it seems to be 3000 years old....
Thor Odinson,"Little Gamora: Did you do it?
Thanos: Yes!
Little Gamora: What did it cost?
Thanos: Another movie!"
Debjit Paul,"Good heroes don't make good films, good villains do."
Mr.stranger,Kgf chapter 2 will break this record 😘😘😘
Jatan Gaudani,Did you notice in last in we can saw hulk perfectly but in the movie hulk has only one scene which is in only first scene in movie 🤣🤣🤣
Chrono,"I love how the eternals, the tva, and the watchers, all have excuses to not be in the war"
𝐸𝓂𝓅𝓎𝓇𝑒𝓊𝓈𝒾𝓃,This Trailer Was Released When I Was 7 Now.. Im 12. Good O'l Days
†he Z3R3TH,"Exactly 2 months from now, we will be watching the Avengers 4 trailer."
Steve Cap H.,El mejor trailer de superheroes de la HISTORIA
O L L Y,"this is honestly the greatest trailer of all time, the hype around it will NEVER be beaten"
Avinash Syal,"Whenever I feel alone, I come here!"
Sulochana Ingole,Still the best movie after Endgame.
Nadiya chowdhury,"I see this Movie 100 time and some time go,Againg that time my heart ❣️ say plz see this movie one time 💛🖤🖤"
Dash Ever,Cant believe its already been a year since this trailer
YxsH _,Still give goosebumps
Akm Shortfilm,"ക്യാപ്റ്റൻ, ബ്ലാക്ക് പന്തർ.. തിയേറ്റർ എക്സ്പീരിയൻസ് ഉഫ്ഫ് 🔥❤️"
肺炎武汉,best movie in the history 👍🏻👍🏻👍🏻
Rock,"KGF Chapter 2 teaser is crossing infinity war teaser and become worlds no.1 teaser 🔥😎..
After that no movie can break this record 🔥🔥.."
𝓒𝓱𝓲𝓻𝓪𝓷𝓳𝓮𝓮𝓿,Let's see how many legends are watch this masterpiece's trailer in 2022
Basket Junkies,I just need to stay alive until may 4.
Sofia,Its sad to think that we wont get another Avengers Trailer with all of them in it😢😢
Indrajith,One of the most entertaining movie in the history of cinema.
Samar Kamat,"My best 2 mins on youtube hands down , wow"
simon richards,dang man 4 years already time flies
Akash Thakor,Kgf chapter 2 will be break this record
E C,"ever since i saw this movie i am waiting for just the right opportunity to say ""all words are made up"". my time will come."
DS Gamer,0:52 I also felt your goosebumps.....💀💀
Aaron,#1 trending in asgard
Hardik Jindal 2,"I start watching marvel in March 2022 and till this time i got all the spoilers 
Can't take that much feel 😭"
Param Bhambere,This is when all anime characters join forces to just beat one man army villian
safique,Bring me Thanos 😌⚡
SlowGhost,Dude the hype was real
Beast FF,Avengers will never be the same! :)💔
Caim,Who else is going to watch it multiple times in the cinema? :D
Yousif Bliss,This this is a MASTERPIECE
Soroush,The Thanos’s snap affected our world as well
powerbad696,"THANOS was a BEAST. LOL. I've counted over 50 marvel/mcu films made,this is the only one where the bad guy wins. GULP."
Wells Pieceboy,But this does put a smile on my face 🤣
Fitness Monk,Still the no.1 trailer of the 21st century ...
DonDonker,It’s really crazy how people still come by to watch this unforgettable trailer.
Qthai,Still legendary
Kerrod Nolan,"What a fantastic movie. Cannot wait for Avengers 4, next year."
Robert Sarorn,This trailer stills gives me something to believe in.
T o,"Endgame is great, but not even close to the dramas, twists, actions, story lines and intense urgency of the movie pace offered by Infinity War."
Aditya C A,I watched this movie 2 times after seeing this trailer I didn't find Hulk😬😬
Alexis Hernandez,It'll be a bigger hit when the Avengers team up with the Eternals to take down Galactus
allfather Ezaz Ahmed,Anyone notice thanos use fair and lovely 😂😂
Peter,"Hulk in the trailer: Raging fire
Hulk in the movie: Smoldering fire"
Artofizanagi,These movies felt like tradition. Good ol days 😔
Anderson Marcos de Oliveira,Saudades dessa época que eu so respirava marvel
Berdan Sarıgöl,"Marvel won't reach this level in the future, they peaked."
Litfoot,Chills. Every.Single.Time
Ojas Pardikar,"Still watching the trailer, but hulk is running in infinity war😂"
Langosteen,"“in my culture, death is not the end”-black panther"
Halo117,Despite my love for this post endgame MCU I don’t think we’ll relive the highs of this era. Infinity War and Endgame were simply on a whole other level.
Ranveer Singh,Marvel literally made my teenage awesome
Robbie_the_ Mastermind2,I enjoyed this film more then it’s sequel.
Sora Rouge,"Lord Kakashi: ""There was, an idea..."""
PurpleCraft,Best trailer ever
Matthew White,"Evacuate the theaters,
Engage all concession stands,
And get this fan a ticket!"
Randy Ortan,Missing this !!!
Samuel D,"""Evacuate the city, engage all defenses, and get this man a shield.""
R.I.P Chadwick Boseman."
ilyn Payne,So I'm here in 2022 watching this trailer this was the best movie ever created
Vyachaslev Molotov,One of the best trailers of all time
raghu moto,Who is watching this trailer.kgf break record❤❤❤❤ jai kgf
Adrick gaming,this this puts a smile on my face :)
Noob Programmer,I'm watching it after 4 years 😞😞
sinclair rex,"The trailer: shows Hulk in wakanda

The movie: In terms of HULK"
Myra Arora,this is breathtaking
Ankit kumar,I really hope marvel releases another infinity war-eque movie. No way home was really great but it was mainly fan service imo.
Aryan Rana,masterpiece
ThereIsDanger,"""Fun isn't something one considers when balancing the universe, but this does put a smile on my face""
Why did they remove this line from the actual movie"
Rob Syer Gaming,One of THE great trailers
luis west,ALMOST 1 YEAR SINCE THIS GREAT TRAILER BROKE THE INTERNET
Jean 54,"For me, this is the best marvel movie."
Rashid,Now Kgf will break this record🔥
Shriram Pardikar,Be ready Indians on 27th March 2022 For the trailer...It will be breaking all time most viewed trailer on YouTube history!!! 🔥🔥🔥🔥🔥KGF CHAPTER-2🔥🔥🔥🔥🔥Will Beat Infinity War...!!!
Steeve Rogers,did all of you guys who watched the trailers went to the movie or not ? if not please go watch the movie multiple times it was great so we can have a sequel for the batman .
Before The Credits,My body isnt ready for this.
Dragonair,It has been 4 years I feel so old
Martin Nguyen,I remember calling him the purple guy with the golden glove
DEV KUMAR,"Thor : bring me thanos 👌
Captain marvel : bring me grandma 😇
Marvel fans : bring me avengers 4 trailer🙏🏻"
Kenneth Enaje,its been years yet this is still one of the best movies ever made tbh.
Mike Ferrer,The avengers/Fury narrating the Avengers speech was genius
Shriram Pardikar,Be ready Indians on 27th March 2022 For the trailer...It will be breaking all time most viewed trailer on YouTube history!!! 🔥🔥🔥🔥🔥KGF CHAPTER-2🔥🔥🔥🔥🔥Will Beat Infinity War...!!!
Maeve O'Shea,would pay some serious money to see this in theaters for the first time again
The otaku punk,Is anyone else rewatching trailers to comic book movies
Evin Maguire,I wish i could watch this trailer for time again
ほのおー,傑作の映画をありがとう
Grizzly Pie,Imagine if they bring back old Avengers characters from different universe for one last time after 10 years to join the forces of new Avengers just like Spiderman NWH. It is going to rekt each and every possible records
Asssassin's Creed Next-Gen,I really miss this phase of marvel but We Got  New Good marvel movies
PanPizza BS,"Story=perfect
CGI=perfect
Actors=perfect
Dialogues=perfect"
Λ Z Ή Λ Я,"Hi, i am here even after 4 years and i will be here, lifetime. Whenever you come you will see me here❤️"
little mix lyrics,Watch this at least once a day for good health
Ranzz R,Nostalgia bet dah 😭
Acefull2004,It's funny that black widow says that they never could mind when she's one of them LOL
Deepu Joseph Thomas,നിങ്ങൾ തീർന്നടാ... KGF 2 ടീസർ പൊട്ടിച്ചടാ...
Isaiah Allen,Rip Stan and Chad legends forever🥲.
Van D. N.,greatest movie trailer of all time
Squid Cena,"This and Endgame was the most hyped up movies I've ever been to. It felt like everyone was an avenger when we all went to see the movie together, as if we were going to fight a big war. Dang do I miss 2018 and 2019 for movies like this. I love them both, but I'm glad we have Spiderman NWH to somewhat bring that back"
Sam Online,Some fights are simply worth having.
MD Amin,"It's tradition to watch this every now and then. Some people stop, but not us."
BBoi,"I remember watching this in theaters, one of my favorite marvel movies."
Ndabz,4 years later and I can say this wasn’t a movie it was an experience. Truly the greatest movie of all a time !!
L Ξ O 𓃵,After KGF 2 TRAILER BEATING THE RECORD of views.
Shubhziee!,"i remember watching this movie when i was in class 5th or 6th ( i was 12 years old ) with my parents in thatre morning show, i was not a marvel fan back then, but watching this was such a experience that i couldn't resist myself to become a marvel fan, i was excited like crazy for endgame after watching this, marvel has taught me many things and improved my life very much, taught me lessons that i will never forget, gave me hope, inspiration and taught me that good actions are never lost, i watched no way home recently, and it was so amazing, took a lot of great lesson from that, these are my heroes, thankyou marvel team, the actors, the team and Stan lee, who made this all possible, thankyou for making my childhood so amazing, thankyou so much."
Tech Strategy,Kgf chapter 2 monster 👻 👽 is coming on March 27 🔥🔥🔥
Jonathon Fyck,"Peter: Did we just lose

Doctor Strange: I see this as an absolute win!"
Draven Muskego,"I remember having dreams about this before it even came out, I was deathly afraid of spoilers and watched this trailer nonestop when it was revealed, nothing will come close other than far from home to that child like feeling that the hype from this movie brought, it will always hold a special place in my heart."
Jacob Jansen,Infinity war was such a legendary movie that people come rewatch  its trailer 4 years after release.
Bharath Bhat,No other movie can match the AVENGERS 💥💥
