author,comment
Shivam Pokhriyal,"Buddy the way you explain the concept is too good😍❤️😍
.
Tumhari 1 ni 3 shadiya ho🤭😜"
AIZAZ KAIFI,you people are no less than angel who teach for free...tnq brother
Yasmeen Taj,way of explanation is amazing.
Tintin's World,You are so funny.. yet you explained in crisp clear way
priti suman Jena,Great explanation Sir
Rushabh Gupta,(bro please make videos on learning of kivy its my humble request 🥺 to you)
Noor Khan,"In 8 minutes
Like:15 k 
Viewer: 2.2 k 
Well Done harry bhai"
Rajni,Thanks harry sir you are great 👍
Gagan Dureja,Please upload tutorial for MVC
ANSHUL PRATAP,"Pls make video on Rest API 😀😀
Always good harry"
Vijay Kapoor,"Why people use firebase as backend for e-commerce app over MySql as database??
Any technical advantage of using firebase other than it's easy to use???"
Ayush Nishad,Amazing Explanation
Yuvraj,Sir please make video about flutter.<3
Asshk,"I m new to this field,  I learnt this code through YouTube only...now I m stuck somewhere and I am not able to understand what to do...I want to write code to convert Json to datatable ? Pls Harry bhai help how to do it....unable to find any video related to this topic???? Pls reply"
Aniket Kolte,बेस्ट VIDEO on Whole YouTube ....To Understand API in Desi Indian Style🔥⚡️✨💯
Tahir Manzoor,Hello Harry Thanks you so much for helping us
okay,Can u pls make video on api methods and how to differentiate its use. TIA
ALIM BABAR,Sir witch programming language should I learn for ethical hacking
Harry...,great easy trick brother for easy understanding.keep  it up brother
Robert Pattinson,Amazing Explanation
SALMAN NAGHORI,Thankyou so much brother.👍🏻
067_Subharaj Mishra,"It is a very useful Video 
Thank you Very Much"
MOHD ASHRAF,Great Explanation
Nikhil Baweja 9431,"Sir , Please make tutorial on C GTK"
Ravi Darji,Bahut badiya samjaya Bhai and also funny way to learn...😄
Jyot Bhatia,Please make tutorial series on Linux operating system
Amjad Awan,today i really  understand that what api is ... thanks sir
Ankit Kumar,Please make a video on how to make a simple api for serving requests
Uvp Uvp,"Sir please make videos on c#, mvc, asp. Net series"
RK......,Sir you are really carrier maker...
NK,"Thank you bro, Imy concepts of API are better now."
Fernando Retagi,Could you translate to English or Portuguese? Please
Satish kumar,"Harry bhai how we can make a facial recognition system using python, opencv ?"
Shree,"Wow…kya explanation and example diya hai..
Thank you"
Tanya Upadhyay,Bahut easily samjha diya 👏🏻
Akarsh Johri,Thanks Brother 😊
kunal mewade,Amazing way 👍
Soni Kumari,Thank you sir😍
Imran Rizvi,Very Nice explanation !!
Pokhrel Bikash,Can you make video about lxd and lxc ?
Ethical Hacker,Excellent explained.
AK Ayas khan,Wow amazing 😍
jayaprathap sivasamy,"hi bro ! i need API tutorial in English , pls"
Kishan Bhise,Harry Bhai You explained it so well..
Anurag Gautam,Make an course on computer architecture sir
Astha Goel,ThankYou for this information:):)
Hl Chauhan,Disclaimer-this video very helpful
Lakshay Siwach,Awesome video man 👍
edavid waner,Thank you 💗
ABHISHEK ANAND,Bro itna maja kbhi nhi aaya padhne mein......i am enjoying this video and understanding it well..... Hats off
Deepanshu Bhatt,"sir ji do you make full course on API 
plzz do...."
Sagar Mittal,Please make video on Fastapi with frontend in react admin or any other framework
nitin pachnanda,Very well explained
Usman Farooq,Great. Keep it up (y)
Ankit Mahato,Thank you ❤️
Deeptarko Chowdhury,Finally samajh mein aaya. Thanks.
Vishal Khandate,Thanks Brother👌🙏
Vicky Dashing,Very nice and easiest explanation
Mr. Bindass,@codewithharry sir please make a complete video like how to earn from freelancing through code ???
Neon Youtobe,API=Application Programming Interface.
Parvej Kumar,Acha explain kia sir aapne 👍
Amit Patel,amazing explanation
Sid,Thanku so much for this video 🤗😄
Vedansh Udhawani,How to get API key for a small programmer..??
Raunak Chaurasiya,Sir I want to become a aap developer  after 10 which  stream should I select
Abu SIAM,Harry vi...  complete series on competitive programming
Surendra Vishwakarma,But i want to make api using java and hibernate. Have you upload lecture in you YouTube channel platform
Md Azar,I love your work bro...
MD. Shahin Alam,it was really understandable
Izhar Khan Khattak,A very nice explanation.
gaurav tripathi,Thank you so much sir .
Debraj Pradhan,"Salute sir....It really understand on the deep of my mind....
Pura desi main jaake samjha sir."
Amit Sharma,Amazing sir!!!!
Danish Ali,Brother  please  make video  on how to make api and all stuff related  to that if possible  ..thanks
World Clicks,you guy is on another level
Numax HandCrafts,very simple and easy way to explain
Mahendra Kumar jain,Sir make a website using rest API
Narinder Sarao,U r amazing sir
Asghar Abbasi,"Make video on
 What is Reverse Engineering ?"
Mrigen Singh,Excellent 🙏🙏
sheraz khan,Great I really understand now
VIMAL PRAKASH,You're legend.
DK Vlogines,Very nicely explained.
Gaurav Shukla,"Can you make hindi API testing on new thunder vs code tool ,"
Rajat Bharti,Best person you are man. 🙏
Ayman Islam,Make a api development series please
Om prakash Hardaha,"i just think about API
And now video it is😍🤓"
Sameer Shaikh,"Sir, please make a video on how to deploy any website on heroku. Please sir🙏🙏"
Mital Rakholiya,Thank You 🙏
Prashant S,Great explanation Harry bhai !!
Rishita Jindal,Awsome explaination
Sandeep Singh,Nice explanation
Life Goals,Thanks 👍
CodeX0,"Bro i want do web development without  going to any academy,,is it necessary to have a Laptop at the beginning of learning the web D Skills..."
Kundan Bandivadekar,Very nice explaination
Narendra Jaiswal,Very nice explanation man..
Multicom Life,"thanks harry, for good info..."
HIRADHAR MAJHI,Sir make video on application of api through code
IRCTC Me,Thanks 👍 sir
Sumit,API --> Application Programming Interface
anurag3301,"Bhaiya I have a Doubt, So lets assume I made an application jo ek XYZ ka API use kar raha hai hai. Usme mai apne secret API key dalunga. So agar maine vo application share ki, tab to vo key publicaly expose ho gai na."
Aman,Thanks for this bro.
Akshay Yadav,"After Watching The Video...
Me: YOU ARE THE BEST..."
Sachin A. Sonawane,Thanks a lot sir.
BCC DAILY,Ya ALLAH har insan kamyab ho har insan ko sehat izat Dolat or beshumar rehmatain ata farma Ameen
Shalini Mahur😎,Fantastic 👌
Smit Nayak,Can you create api ? I think you can create how to create php through api  video?
vinod sharma,Very nicely explain
sumantra sahoo,Bhai ek hi dil hai.. Kitni baar jeetoge.. Great explanations Bhai.. Keep it up :)
Krishna Dubey,"Bro you are for teaching, can you make full vedio about how to make api and API key self and expose to anyone"
Code Chasers,Woww such an easy explanation
Vyom singh,"Sir, my code is not running in vs code . I am learning python please help . I am a student of class 7th please help"
Surendra Vishwakarma,I used api in mobile application development with flutter.
hitesh kumar,please make a full tutorial on api
Mukesh Yadav,Bhai aap vs code me python intellisense ke liye kyon se extension use karte hai. Please tell me.🙏🙏
MUKESH kumar,"Sir, Please API ka pura course bana lo, kyuki API Course chahiye sir ,"
Afreen Zoya,Awesome bhayya !! Allah bless u
Vikas Pargai,Sir ds algo kaa course complete krdo please ❤️
Rudranil Sadhukhan,Vaai app ka explaination bohot interesting and easy hain... 🔥..
Eshank Awasthi,Sir REST API aur SOAP API par bhi ek video bana dijiye please !!
Aviraj's Diary,Best tutorial in API and OAuth
Pratham Jain,Congratulations for 1 Million
Chaitanya Pasupuleti,Please make videos on  jwt and  restful api also
Shreyanshee Singh,aap bahut achhe se sb kuch explain krte ho ... real world examples k sath..
Nikesh gupta,can we aggregate all medicine delivery website using API 🤐
Nishant Bisht,Thank you sir
Tannavi Kumari,first tutorial wher I can even smile while watchi..Gr8 Style!
Mahesh Warang,superb explanation..
Ibrahim Shaikh,"Mast explain kiya h, keep it up"
wasif,Web API vs REST API
Vijay Faridkoti,Vry well bro thnku❤
094 Zeel lathiya,very useful video
Shahnvaj Khan,thank you so much sir.
Rabi sah,Thank you!
Amit Kumar Yadava,Can you explain how to create a listner Or  service for sql server database which is not oninternet but client pc is on internet and api Or listener run on client pc to make connection to Lan network sql server
