author,comment
Aj G,"The use of flux pinning theory to control the grain structure, only would be possible with a RTSC"
Dupire Christophe,"When a Russian gentleman has a conversation with the founder of Neuralink:
""Here's a conversation with Elon Мозг..."""
wcf z,"I’d really like to know Elons opinion on Bob Lazars whole situation, an his opinion on the technology Bob claims to have worked with."
linda holden,"Is he the first American to actually work for his incredible wealth, to become the richest man in the world?  Seems he has  completely changed art into a new science. Like a symphony, beautiful."
GA D,It’s a great man who can say that he’s not religious but yet he got on his knees and prayed. Thank you Elon.
bengeeone,"Elon mentionning the fuel problems the German had during WW2 reminded me that the Nazis putting their hands on all the fuel they could find in occupy France was one of the reason for french engineer Louis Breguet to create an electric car back in 1941. My grand father had one, I remember seeing it as a kid. I think a few hundred models only were produced. It could go around 50km/hour and travel 100km distance on a charge, and I think it took 24 hours to recharge the battery... no Tesla super charger back then. LOL"
Bloom In resONAnce,I love them in an interview
Victor L,The similarity between their laugh from 0:20 to 0:26.. 
Kim Perezchica,Energy is wellness yes that's my man Elon musk
Gary McKinnon,"Every life is worth having lived, even if it's hard to see why."
Linda Crabb,Gifts of an amazing mind gives hope and  a  blessing unparalleled!!
Totally Plugged In,"Really profound interview, what a great way to spend a few hours on the last day of 2021! Thank you guys!"
STAN,I didn't know Musk's voice could be so ASMR-inducing lol
Xelzbrod...,"Elon Musk is a wonderful person, he's my hero, he is the only person that is attracted my attention in this world of smoking mirrors, he seems to be a legit down to earth person, if he is doing anything else, he is one hell of an actor he should be in the movies, I believe he is a really a good person that is trying to do humanity the best that you can do. And all I can say is thank you Elon for the electric car ."
T Young,Take your AI and shove it.  I can't wait until the next large CME.
Daniel Richardson,Elon loves an order of magnitude
Mike,"A Tesla bot can drop me off at work, can drive my Tesla as a taxi, then it can come and pick me up after work"
bturgf bturgf,This interview was amazing. Thank you elon and lex. I really hope this will be a regular thing for many years.
Kyle Carman,"I’m for this 100%. But the middle class; I may be biased, but we’re the ones whom give those in authority the ability to make your aspirations come to fruition.

I’d rather have my taxes go toward something progressive and block building. Unfortunately, our thoughts and interests are not in the interest and thoughts of those who govern us. "
James Bond,2.5 hours of my time very well spent. Thank you both.
Mahamad Kaif,Got lots of knowledge from this... Thx both
John Broe,"""This is the first time in four and a half billion years to extend life beyond Earth."" What a mindfuck..."
john sherby,He looks like he wants to talk about this every day for 2 hours but never has the time
Rob Camps,"I'm sure Elon has to slow his speech and his thinking to match the normal human, even though this kid is smart you can notice Elon brought to a  layman way of thinking for us"
Let’s go Random!,The long pauses before answering are when he’s buffering…..you’d think he’d have fixed that already!
Tbilisi_Warrior,"The longer Elon waits the better the answer gets! Love that about him, it's genuine"
Justin Unger,"around thirty minutes elon mentions making a ship that does project its self, but instead moves space around it. I was like wait I've heard that theory before... On futurama like ten years ago"
Jack Parker,In regards to Tesla automatic control accidents..... Who's willing to admit that he accidentally manually overrid the self-control system and was responsible entirely for the accident himself.?.. and should there be some internal systemic record of such an override and logged.. for at least a short while after such override?
Db Parrish,"Info dense, great "
Hank Kingsley,Tesla is certainly not the first to be working on humanoid robots. They won't be the only player in the space.
Fishing Bob,Lex had an opportunity to confront Elon on him not being an real engineer yet he failed to do so.
Nia.D33,the best and most natural friendly relaxed interview i have seen of Elon. Its clear theres a mutual repsect between the two.
Tony Hardy,"Like Elon was saying you can't change physics so you should never try to, you already have the tools, the truth(law/physics). So remember this when you go on to ask questions about what kind of government should be on mars.  Remember the first thing Elon said about law, you can't change the law of physics, so it means you can't change the truth of consciousness either it is the same thing in essence. Remember i said the TRUTH of consciousness, not just consciousness. "
Kayleb Tooley,all i know is his body language when he answers truthfully and wholeheartedly was a LOT different than the awkward yes and self soothing coffee cup sip he took after lex asked if he was the founder of Bitcoin. 
Mind's Eye View,This is my Stand UP I'll be here all week
Greenway,"Lex, reflecting the idea of a Putin interview now, when he truly has NOT  keep 10 toes to peace.  
What next..?   🇺🇦"
mightypensword,Just a comment on Elon's direct democracy idea: read about rome in the 130's bc and onward to understand how direct democracy creates demagogues and how demagogues rip democracies apart.
Green Oregonian,"When Elon said “we had to invent several new alloys that don’t exist to make this work” around 12:10, so casually like “eh” I couldn’t help but laugh."
renegade rabbit,"In the process of accomplishing what’s never been done before, Elon Musk was able to discover and invent 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19 and 20 which are all crucial pieces need to be in place to make Bullseye possible."
Lucas Teks,"Incredible podcast, enjoyed every seconds of it"
adrian allen,elon you do god work love u x
Lucien Antonson,The Jetsons need a Tesla reboot!
Leon Eaves,Does your auto find a parking lot and a parking space at the end of a trip?
Amber in the box,"I watch just about every interview Elon takes the time to do. Many of them kinda drive me crazy. The one with Joe Rogan was good. It was a goofy laid back conversation but it was still really good. I think the one I found the most frustrating tho was his interview with Babylon bee. I started to get ptsd at the end when they started pulling the religious crap with the music and asking him if he'd give his life to christ. Lol imo he's already doing Gods work. I found found it highly uncomfortable. The intro was awkward the questions were....just... dissapointing. I about had a sht fit at the end when the music qued up. Literally made me sick to my stomach. You see him in a lot of other big interviews with him having to constantly repeat the bullet points as if he's saying it all for the first time. I feel bad for him. Not only is he majorly stressed with what he's doing and he does it anyways but he's having to drag literally humanity behind him just to get creeps breathing down his neck. Although I'd gladly breath down his neck hahaha. But you know what I mean. When you see bezos eyes glint with annoyance when people mention him is fun to watch, especially when u hear Elon laugh about it... Dude. Elons my favorite human that we have. And I'm also greatful for lex bringing this to us. Thank you to Lex for having engaging and interesting conversations with Mr. Elon."
A,This guy is doing Tesla and spaceX my son says he can’t cook and do his laundry at the same time and ask me to do it for him. He better learn from this guy.
Bennyboom,"This is the best interview I've ever seen with Elon. You kept it interesting, asked the right questions & let him explain himself without trying to act like you were an expert on everything he was talking about. Great job!"
Kroken Stiv,"Elon, you ought to intensify your work on reaching Mars! World War 3 is beginning!"
CandyheadXO,Two of my favorite people to intellectually oogle. 
TommyTarkov,imagine we never would have war and stuff then we could get more money into this kind of dreams.
Europa Network,he avoided the questions about love and human connection xD
No Name,"Awesome itw, thanks u both"
evdrivertk,"51:54 ""The money system, for practical purposes, is really a heterogeneous bunch of mainframes running old COBOL ... literally ... in batch mode.""  I've never heard anyone put all this together so succinctly.  Thank you, Elon."
David Alvarez,"In the old world numbers use to have a more abstract meaning in them,
I feel the meaning behind that.
1 is first a conglomerate an object"
John Ryan,Elon is probably the best lager in the world ! He is a realist and a dreamer .
ssb33,Elon got his alien hittaz ready with that heater on standby best believe he don’t play 
robert castillo,Periodically Elon is perplexed and needs to quickly reboot.
Moni M,"Oh yeah and highest type ""engine"" possible using  100 years technology frankly!  possibly why Elon studders alot.  Hard to lie."
Sunnyboi twin¥,Lex the goat for ending 2021 with a 3rd elon musk interview  one of the best interviews this year by far
William Wallace,Elon looks like a sushi chef on a smoke break right now
,"Great Interview Lex, Thank you! And thanks Elon!"
Matt Zeccardi,This felt like Lex spent the entire interview trying to prove to Elon that he knows things! If you want a job just ask him Lex!
John Rutledge,Ten million doesn't seem like relativity alot for an upper stage platform . Very exiting !
richteffekt,Bluetooth headphones connection lost or Elon Musk pausing before an answer ?- what a fun game.
Lacy Hart,Love u two my nerd just nerfed my Greek GOS I love you two
Will Thomas,This came out on my birthday. Good day for Elon podcast lol
Shall Explore,"Lex: When do you think Space X will land people on Mars?
Elon: Looks at his Neuralink's suggested answers for 20 seconds and starts answering."
Michael Hollender,The comedic mind of an 8 year old and the intellectual mind of a billion 8 year olds.
Maggie Mae,You always get me to orbit 
SO O,"Worst case timeline to land on mars would be ""never"""
Up4Open,"Be careful with your Tesla Bot Buddy model, Elon. If human collapse is a concern, Pairing Bots with humans would plausibly accelerate this."
MalukuG,Where can i buy these two advanced A.I robots?
Auti O,we need this man to live 100 more years
Beep Beep,"What if we have a transport system in the orbit.  Then have a landing surfacing system that can be cheaper in the beginning.  And launch system in the Mars to the orbiting transport system for only humans.  This way if one component dies, we do not lose everything."
Дмитрий Веселов,In eisode 2 of Star Wars R2D2 has wiped out several squads of combat droids. He was quite capable at combat.
Bisquick,"Hubris, vague nebulous allusions guided by egomaniacal delusions, this guy has it all!



My god, this whole thing was infuriating, the whole market ""discussion"" (literally nothing was said...blows my mind anyone interprets this as being ""profound"" or insightful...oh you don't say, higher cost bad, lower cost good, woooow how brilliant...) at the beginning itself assumes first principles, namely that possibility should be entirely bounded by profitability.  Like...how is this not extremely obvious...I'm sorry but this dude, like all of these sociopathic morons at society's commanding heights akin to the optimates dominion of the late Roman empire, is an absurdly glorified contemporary carnival barker, like your Carnegies, your Jobses, et al. he is the platonic ideal of capitalist; individually squeezing maximal surplus labor value (ie PROFIT) produced by his "
John Boyk,Elon has a point of all laws should have a ending date.
Robinjeet Singh IX A2 HHPS 11 S. GURPREET SINGH,"Soon Elon Musk Will be Coming in India In his Own Flying Car !!!!!
LOve from Punjab, india"
Brent Mace,Finally people are starting to notice how good this podcast has become 
Sean Walker,that's leadership when ever so slightly politely points the right people are given credit at Tesla
Spunky Spontaneous,Elon is so kind giving his time to do these podcasts I just don’t know how he does it with his work schedule
Mushtaq Bhat,"He often talks about his concern for our species. He seems to have forgotten his youth, when his primate brothers bullied him. Now he is helping them bully some novel intelligent species in Galaxy after having decimated most of the species of the planet that created them and polluted it beyond recognition. A wonderful planet btw!"
MJM Construction / Matrix Inspection Services,Can't wait to see an autonomous NASCAR race
TommyTarkov,"""we make robots.
 then we make robots that makes robots.
 and soon the robots make a robot that makes robots that make robots""
                                                                                                                               -tommytarkov 2022 XD   "
fieldBee,"@155:15 there was agreement and potentiality for that conversation.   People are still alive and talking.  Step into whatever possibilities that may exist.  Don't assume that you can't make a likely outcome more possible.  Pull out the best possible outcomes.  Where you can, make healthy outcomes more possible.  Do not delay."
David Alvarez,"0 = atom
1 = molecule model
2 = solar system 
3 = galaxy"
bobbyleeacn,Such a well rounded interview. You can tell Elon actually enjoyed pondering the questions
paul Wollersheim,the transparency is refreshing . im not use to it. i was thinking whats going with the start but then understood and the end
Maori Rambo,"I think the currency for the Martians should be Martian rock, because of the cost to obtain it and also because of the demand< it would be really low demand but the science behind it to work with aka smelting etc"
ZeremonieMeister 54,1:00:39 the robot lagged after that question hahah
LongReachOne,"A simple way to deal with rules and regulations is to check every vested interest before extending/creating one. Vested parties should not be able to petition governments for legal changes. Yes, somehow, Pelosi anyone?"
MVP,you need to be objectively smarter than everyone at everything
Emily Barry,I love how Elon takes full pauses before answering. It show he thinks through before speaking (which is a good lesson for me!)
bat map,"Elon Musk needs mentors, as a source of strength. Whether that be failed experts from the past, hired SpaceX experts working on the problem, or someone that knows the path forward. Although, advice for a path forward would be highly complex, you only learn from past mistakes for clues of how to proceed. If you never look at the past mistakes of other teams or your own team, you will never be able to analyze the source of mistakes and find the path forward to success. Especially, when the problem has never been resolved by someone before, hindsight is 20/20 (looking at history) seems to be the viable tact to discovering something new."
David Alvarez,"Still Elon we can’t be replaced G
You a master of mastery
Let be weird second third
Smiling sharing fears "
Maggie Mae,"It's really hard being a Space Force Cheerleader, I can't even get a shot of whiskey, but I ain't complainin, don't kill me, LOVE PEACE"
Paublus Americanus AMERICANUS,Mars with the current technology is rediculous and will spell only failure. A base on Phobos or the moon is more than 100 times better for humanity than a waste of resources of a manned Mars mission. A permanent base either lunar or Phobos could return much more investment return than rediculous Mars landing ruining the life of any human trying tilting at windmills to that extent.
John Gordon,How many accidents has there been in the United States since there has been self driving that hasn’t involved disengagements in Tesla software.
Adel S,I love the way Elon takes his time to think and give the most accurate answer. This way of answering shows how much he values the questions and the interviewer. Thanks Lex for this incredible podcast.
Mike Kilburn,He calls it bananas I call it exciting and brilliant.
Adam Garner,"Outstanding questions Lex. One of my favourite episodes yet and one of the best Elon interviews to date. 

Can’t wait to see what you bring in 2022."
Mario Galindo Queralt,"One thing no one talks about when it comes to living on Mars is the people who will be born there.  Those people will live with a third of Earth's gravity, so they will probably be very tall and have a very weak skeleton.  It's relatively easy for us to go to a planet with less gravity, but imagine going to a planet with three times Earth's gravity.  Putting things this way, those humans born and developed on Mars, will never be able to come to Earth.  A new species will have been created that will not be able to live on earth.  They will be real aliens.  And this will not only happen to human beings, it will happen to all the animals that we take to Mars.  I think this will be a real problem that we will have to solve."
Mark H,Fridman’s guests are tops. But listening to his interviews makes me squirm. This one was torture.
real worth,Have you seen the Star Trek next generation episode that shows data the Android trying to be a comedian? We need our Android should be our friends and also give us a lot once in awhile what are they just a machine. Thank you for your time I really enjoyed that episode I'm sure you will too
JP G,Good luck on the Putin call! Would love it to happen but think unlikely now.
Hoonigan_ King,If all else fails... Elon could do ASMR
Jose Virella Velazquez,"This has to be one of, if not the best, Elon interview out there. Thank you Lex!!!"
Jack Parker,This impressive feature of said Russian... a very calm measured sense of thoughtfulness and cognitive awareness.
Akshay Giram,Thanks Elon for giving us so much hope!
Mayor West,“Our goal is to replace everyone’s jobs so I can get super rich and we will throw them a little money”
Paul kenney Kenney,I think he loves his greatest thing since sliced bread I would give Matt right arm to work with it always stop I was pretty smart but he's got the business cornered
matt,Elon your the man
G M BOLES,"I don't recall how I came across your podcasts, Lex, but I'm really glad that I did!!  You're one of the best prepared, and pleasant, interviewers!  When that's coupled with one of the most interesting, 
brilliant and well-read interviewees like Elon Musk ... wow!!  What a podcast.  THANK YOU 
gentlemen.  Watching and learning from Ontario, Canada."
Eva G,"It seems to me that Lex run out of gas towards the end. Build your stamina boy, you look almost sedated."
cneuhauser1,"So, father was a nuclear engineer (UofMichigan) back in the 60s. A little disappointed by the push of a narrative by one of the cartoons. More people have died in solar (chemicals), coal, etc. Watch Pandora's Promise... great show."
chris blonskij,"Returned back home… or back to earth. 

Elon is an alien confirmed."
Richard Novak,"The guys name that invented the burger as you describe it was John Montagu, the Earl of Sandwich."
infantelitho,"How many times did Elon say, ""rules and regulations""?"
Benjamin Kosto,"Really love how Elon thinks in silence after a good question, always returning a meaningful answer. Like a computer from the 90s.. Takes a little time to load, but it's always right.
Like most, I immediately try to answer, replacing a valuable opportunity of thought with unnecessary distractions, ending up with a less meaningful answer. It is odd though, only because it's a rare trait"
Yvonne Reed,"Are you satashi nakamoto? “No” looks down, turns away to have a drink cover face for a moment…

Divert with suggesting the person who developed and inspired the ideas deserves more credit than the coder. The fact that he is versed on who developed those ideas, has previously thoroughly made a study of the economic system and then made millions from helping develop a new on line transaction tech, has released other white papers for the world to use and expand on (hyper loop)… seems his MO to me. He’s also not encouraging people to have fun speculating who it is or have fun with it himself. Really pushing that the name of the person isn’t important. "
lucianofang,I cannot thank you enough for giving Elon time to think after you ask a question. I’m so tired of these interviewers not knowing what to do with more than 3 seconds of silence and then just filling the empty space with random words.
Ken Seehart,"Wormholes? Unlikely. Any FTL transfer of information from point A to point B violates causality.

However, contrary to popular belief, special relativity is actually not a blocker for one way colonization. Note that the Lorentz factor λ invokes sufficient time dialation such that the passengers age the amount of time they would have had aged without considering relatively. "
Joe N,offchain transactions with periodic synchronization could possibly solve the dodge coin mars issue
Progderrr,Like a 4 year old telling you his dream about being Tony Stark
Michael,"Without properly knowing if we have a clear path of travel I highly doubt we ever get to Mars , it’s 33+ million miles at its shortest distance (distance depends on orbit location) and 250+ million miles at the longest, so let’s just take the shortest distance, almost 34 million miles, that’s a long trip people, and we have to be traveling at 24900 mph the whole way there, idk just seems rather iffy without the space maps gps app (there is no such thing), I don’t wanna be a Debbie downer but I’m just not seeing it."
Ji Zim,"Loved it, lasted 3 minutes, I'm out the mono tone's are more than I can take "
michael Hubbard,I love how Elon musk 100% talks in a descriptive way he puts everything in layman’s terms for us.
Bill carey,"C compiler wrote our own.  Love that.  There is no argument that autonomy would be way safer,  but only when EVERY vehicle is autonomous would the puritanical obsession with 100% safety occur.  Curious why there isn’t more realpolitic discussion about advancing the effort with infrastructure (not in the Biden sense but maybe a synchrony) ie., autonomous vehicles get there own designated areas of operation.  Violations by AI drivers, non-AI drivers,  cyclists,  or pedestrians for that matter subject to arrest and fine.  If Musk’s beautifully designed and realized system competes in the current free for all characterizing US road and streets,  stupid human tricks will inevitably and tragically occur.  Then,  who do the lawyers sue?  Dedicated autonomous areas it seems to me would go a long way."
Cate true eleven,54:11 flooring me !!!! Outstanding understanding
Personal Google,16:50 thats maybe how he achieved all those things. „Fck that. We gonna get it done“ - Elon Musk
Zloi Student,TY for your work 
Roger Rolex 69,The aliens watching from the Moon didn’t want us to come back doesn’t he know anything
TheRealGreg,Elon puts a ton of thought into every question. So much so that I kept thinking that my wifi was glitching!
Adel Dennaoui,My man Lex is obsessed with 'human nature'
Tahoe Patrick,"""The Best Of The Best - Keep Up The Good Work!""..."
TommyTarkov,"""we make robots.
  then we make robots that make robots

  and soon the robots make a robot that makes robots that make robots""
                                                                                                                                 -TommyTarkov 2022 XD"
I'm Old Greg,"The amount of brainpower in this room could power Earth for 12 billion years, and they start it off by snickering to dad jokes lol. These guys are so important to the entire planet."
Ros,great interview
Mason Handel,"""You can't erase history. You can just become better in the future."" ~ Lex ""That's Beautiful Man"" Fridman
 If most of us tried to be a little better each day, our future will be gold."
Iris Carpenter,"Policies and procedures are great as long as they don't become red tape for situations that require common sense. They should be treated as ""yield"" signs...not stop signs...we should always encourage individuals to be creative in delivering solutions and empower them to do so."
Caleb Stump,Great interview.  Love the detail in the conversation.  Fun to see Elon in a good mood.  You can see mutual respect between these two.
Phil Godoy,"There were pauses during the interview where I thought my wifi was acting up, but it was just Elon processing information before answering. His robot head ass."
Grant Thompson,"I believe that people hugely overestimate loneliness as a vector that needs attacking. Most people are really happy with low companion circles given that they aren't being overtaxed in their labors. The modern problem & the wish for death by a lot of people is more related to the relative burden place on each human. There have been a few papers that I can't remember that compared task variance, task complexity, & task intensity through time. The average person today works a hell of a lot more than most people in most eras, including slaves. Defeat the larger vector before you worry about 'loneliness'."
Hamza Zafar,"17:00 - ""Quitting is not in my nature and I don't care about optimism or pessimism. Fuck that we're gonna get it done"""
Carol Griffiths,Got down on my knees and prayed! So important…brings guidance and blessings!
Meta Morphis,"But we can't go to the moon, that technology only existed in the 1960's, lol."
Wildernut,"Thank you both. 

Your time spent providing insight is truly appreciated. "
BonEndeavor,"""So your saying there is a chance"" 
Around 15:40 
Reference to dumb'n'dumber that I think went over Elons head."
Luke Tambakis,"If you see this: Next time you should ask him about the Nolan films. I'd be interested to hear what he thinks about Interstellar, or even Dark Knight or Tenet"
Danilo Briz,"""bare metal computer engineering"", that's sounds good."
Austin Crapel,"48:16 WOULDNT THAT BE AN ENDLESS LOOP?  60%aproves a law , then the other 40% removes it"
Salim Zaza,Did Musk solve or help solve any big real problems concerning planet earth?
Retired bit Juggler,"Lex,  I love listening to your interviews (multiple times for many and Elon’s in particular).  I especially love your interviews with Elon because you don’t waste his rare time.  I am in awe when you can actually stop Elon  for a moment and transport him into delayed deep thought.  These are truly insightful moments when you can see his mind at work in realtime.  I think you managed to get him to that point 5 or 6 times.  Most interviewers squander their incredible opportunity with superficial questions that bore Elon to death.  He has a great mind with few rivals in present and past generations and these rare interviews will be viewed for years to come, by future generations long after any of us are still around.  Thank you Elon and Lex for a very worthwhile 2.5 hours!"
かわいい89,Make mars an anarchist society and apply cryptonomics for the financial system.
James Palazzi,"You are doing a great job.
Think about it what othe man can do what you have done ?.
You have brought great happiness to many human beings..
The joy and Hope of a five-year-old childh Standing .in"
Ivan Dimitrov,When the neuralink at your brain gets a bug 1:00:45
Shirley Mason,"Question: when the Sun begins to explode and encompass Earth, why does that not also consume Mars, in the long run? And anyway …. Would the sun, after consuming itself, be enough to provide energy for Mars — assuming Mars remains?"
Popular Media,He will not make reusability in his lifetime.  Just the cost of refurbishing a rocket after its used is more than just building a new one.
Zadeel,I listened to this on spotify but just came here to say thank you lex for this brilliant podcast. It was fantastic and was very enjoyable. One of the best podcasts I have heard.
Anderson Clark,"As the economy crisis keep rising, one needs to have different streams of income, a well detailed diversified investment portfolio in the financial markets is needed to survive, as well as secure a profitable investment future! Wondering if viewers here are familiar with Kimberly's trading strategies"
Iddil Bekirov,"My favorite Elon comment so far:  
“I don’t care about optimism or pessimism, fuck that, we are going to get it done.”  ️it!!!!"
Michael,The ships are going to come back ? I sincerely hope this project is successful however I don’t believe it will be. Best wishes ahead.
Oliver Jamito,Sincere conversations with one another availeth much indeed.
Devin A,Thanks for flying SpaceX welcome to Earth.
RX4LIFE,"Amen  I, ALWAYS, wanted to go to Spacecamp. "
Ding Dang,"What if we are actually in a simulated Universe, the big bang was just what ever system generating our universe etc...and we are nothing more than characters in a PC game."
novarain,"Awesome interview Lex, it’s always exciting to see which guest you’ll choose next, and Elon part 3 is the Christmas/New years gift I didn’t know I wanted! Even with repeat guests, you always speak on refreshing, important topics in a way that explores the relevant nuance of those topics. Have a wonderful holiday season everyone, and I look forward to enjoying this holiday treat with y’all."
Avinash Maramraju,Elon should start penning his thoughts..for he transcends the best.
BARRA,Why not ask him about the vegas loop and what a resounding success it has been?
O B,"50:22 Wow, so you basically couldn't have an internet that connects back to Earth, without it taking minutes to get a single response back..."
Steve Slater,"Does Musk factor in the microbiota, human, animal, insects, plants, soil.  Wouldn’t his current concept of a sustainable city be a risky experiment of a mono microbial ecosystem.  It would be nice if some of his huge wealth and power went to help maintain current biodiversity.  Colonizing Mars will require the umbilical cord of Earth’s microbial diversity."
stork1122,"Elon: @ 1:12:00 The brain is trying to forget as much as possible
My brain: Remember that dumb thing you said in passing in the 6th grade?"
Flynn B900,"Two brilliant minds talking passionately about physics and engineering, beautiful"
Mike Frische,Dueling discerning genius!
Gaby Vasquez,How cool to be able to interview the next best thing after god
Alfonso Anton Romero,"Larguísima entrevista entre dos robots amantes de la física. ¿Por qué no reforestar Australia, el Sahara o España en vez de crear colonias bajo tierra y en iglús cápsulas en Marte? ¿Económicamente aparte del helio 3 qué hay en Marte por ahora?"
Taylor Brown,As far as memory and perception goes if the owner of the vehicle has neurolink and you own a Tesla are you able to adapt your vision and perception to assist or only apply benefits of vision and or our general viewing of the surrounding of you and your vehicle during each drive to where it assists the personality of the AI in the Tesla and almost leaves a personality if anyone just be your own or bits to just advance your vehicles experience to better suit you as the driver and the enjoyably of your trips in that car. Anyone's opinions are very welcome!!!
lakorai2,"Should have asked him about right to repair, Louis Rossman and Rich Rebuilds."
andrei stoian,"It’s so cool to see, both of them laughing in the beginning, so relaxed …like you got the richest man in the world on your show and your just making jokes and having fun. That’s awesome"
Roberto Molina,its just me or elon voice sounds better than asmr??
sharmla dharamalingam,"Beautiful. Insightful interview. I loved every second. Elon is so inspiring,  motivating and enlightening.
Thank you Alexei. Best interview for 2021"
huntertownsend21,You can literally play this at 1.5 speed and it seems normal
Joshua Blair,"Badass....

Rearranging the atoms into platonic ideals."
billionear,I hope for all of humankind Musk doesn’t become corrupted by power and politics
Peter Leid,Mr Fridman you are an amazing human being. This was a long interview covering a broad range of topics with brilliantly worded questions. Mr Musk does nor suffer fools gladly so for you to have him stop dead in his tracks to ponder and think about what and how he will answer is testament to your intellect and ability. Thank you for bringing out the genius for us to get a glimpse... it takes a genius to bring out the genius in others.
NOLLIEBAGS SKATE CO.,He can figure out how to chopstick-style catch a rocket but he can’t stop saying “uh” and “um”?
BagOfEyebrows,"this was the perfect interview, Lex - well done."
SUCH Developments,i wish what Elon says was is by everyone exits today.   What you say Lex! FASTASTIC
Kristin Woodward,Yesss failure is not an option .. “yes” ️U I will kick ass thin hard on this next answer lol okay answer goal stay focused on the goal !
Olivera Jovanovic,Thank you and Elon-
Ruell Black,Lex ask again is there a break though in physics needed and Elon says no break though is required…. Lol soo interesting
PrueWyatt,Lol  this is really funny 
Styles Extraordinaire,"Amazing conversation. I love and admire Elon, and you billiantly engaged him to evoke interesting and inspiring thoughts and ideas to share. Thank you."
Lawrence M,"Gods Given gift to man kind.  To have his visions, to have his abilities, boggles the mind. His stress level is mind boggling.  his brain has excellarted at a point he doesn't sleep."
Van,I have a much higher respect for Elon after watching this interview. A very wise man with genuine high ideals for mankind.
Jupiter🫒,I do ️ this channel
jksemtex,i think humans ultimate purpose in this universe is to spread the gift of life to the stars
Grové Erasmus,"Does Elon still hold a South African passport, or renounced?"
Dominic D'Souza,"Oh my goodness!!! Lex podcasts are always insightful, informative, entertaining, educational. But when you come up with these Elon interviews, I have renewed optimism in my life. Thank you so much Lex and of course, Elon! "
ishaaq mohamed,Elon never gives up that's the game all about 
SneakiestRenji,Thanks Lex for all that you do. You're a fascinating interviewer.
Daves ArtRoom,"Musk is an engineer, so he has the benefit of that.  But how can he call Space X commercial space flight when he is ok with government funding for it?  Where should the line be drawn for government intervention?  Government has no right to take tax payer money for Space flight or anything else."
Double Vision,"""Dogecoin"" is pronounced 'dog e coin' like 'doggy coin.' It is an e-coin with a dog picture."
me,"Science base on the moon, would tell us less than the international space station..."
Kathie Fenton,No as when you find your other half of your heart you don’t feel right without that person there you breathe together you share everything you become one and every sense of the way praying and you know it is saying if you see it like you’re just being dragged towards that person slowly and you just hang on every word they say.
Löwe Studio Games,Why not to send ISS to Mars on surface as first base for colonization and reuse it there?
Anthony Pham,"""I don't care about optimism or pessimism... fk that were gonna get it done."" - Elon being a badass"
Jamie Lake-Boyd,I hope musk lives to be 100 so he can get to mars.
CF NEAL,"17:07 -- GUESS, how long, how many seconds, Elon thought, before admitting, he DIDN'T think, in terms answerable of the question proposed by Lex?
    Perhaps ... the question proposed by Lex, drawing (as it seems to me)  upon the deeply spiritual quest uniquely Russian (Tolstoy &c.) -- ""BOG"" thereby boggled his, Elon's mind, briefly, & seems to set him thinking in unfamiliar territory ... perhaps."
derasor,"""F#@k that, we're gonna get it done""
F#@%ing legend

Edit: 17:45"
Most Random Stufff,Tip if you want to save some time go to settings> playback speed> 1.5.  They speak quite slowly with a lot of breaks so you should be able to still follow the conversation 
TommyTarkov,"jep i agree with the ""tied down goliath philosophie""  you cant do nothing without permission...
cant use music in you youtube clips, you just be allowed to listen to your song in the celler with headphones lol"
Chris Ryan,"Lex, your intelligence amazes me. You’ve got excellent and very well thought out questions on the fly! What sets you apart from others is you listen to every word that’s being said and base your next question on what was just said. It’s off script and brilliant "
Nathanfx2006,"""The future of Mars should be up to the Martians"" - Elon Musk. I can see that clip being used in the distant future when Mars fights for it's lost independence "
Matt Adams,I'm surprised Lex doesn't see through Musks bs. He's all talk and takes credit for concepts and inventions that aren't his. Just another ruthless business man.
Mind's Eye View,I get dilerious whenever you're near 
Wojciech Drozdek,Lex is so cool he almost seems bored
David Soom,"New drinking game. Every time Elon says......like....like, take a drink."
Mike StepZ,I’m curiously satisfied that Elon did eventually give Lex a good length of time to ask long form questions to really make this a fascinating episode. Fantastic work Lex!
matthewheathcock,Elon never been in love...it’s ok most haven’t either
FIIR,"44:04 Elon is right on the money here. I work in software development and there is the same problem:
The lines of code is generally increasing over time as new features are introduced (to satisfy the customer), and less time is spent on getting rid of obsolete code (no money in it).
At some point the thing has grown so bloated it becomes easier to start over again from scratch, do a full rewrite and throw away the old project entirely."
Bert Battersby,"There should be a base of law, but most laws should be looked at very 5 to 10 years, rules and regulations should be reviewed to be removed every 2 yrs."
David Alvarez,"Hardware recording the map, doesn’t needs to be a streaming platforms
The meaning lies behind, platforms 
Which bring attention do the rest of exponential exposure"
MacT 1,Don’t listen to this while driving I nearly drove into a ditch
Jimmy Dell,"Lex Fridman-At 46:58. you speak of the disposal of obsolete code, how about obsolete Earth-orbiting satellites. Countries and large communication companies have the financial ability to pay for a service that could remove this obsolete, congestion causing and threatening to present and future satellites. Seems like a worthwhile endeavor."
Mama Bear,"What a crock! But great interviewer! ""It's complex""!"
Marty Van Buren,Fantastic job Lex. You are a blessing that has led me to be more interested in so many topics - I appreciate your work :)
Jamie Lake-Boyd,Elon can thank britian for his accent. It's not really French sounding.
Marcel Nehrig,"I don't like that we create AI to be owned instead of guaranteeing ""human"" rights from the beginning and raise it equally. Good luck Elon noticed in 1:43:00."
